pass_id	backup_root	champion_relative_path	backup_relative_path	bytes	sha256	status
I-0300	archive/champion_backup_i0300	07-chatgpt-enterprise-pwc-rows.md	archive/champion_backup_i0300/07-chatgpt-enterprise-pwc-rows.md	512	a95f2aa7b7397efec8a4b4fb2408a4e000f1c6c295ac1df7b3d044fcf1a1d724	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-enterprise-quote-safe-rows.md	archive/champion_backup_i0300/07-chatgpt-enterprise-quote-safe-rows.md	836	7d6ab09e92628e01cf582a33df275815bdda418ee11922356a520338b3dbe47f	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-enterprise-recovery-plan.md	archive/champion_backup_i0300/07-chatgpt-enterprise-recovery-plan.md	815	095020eb8d25cb67f8846643529b0b52cb0663653bb9049f2b9488dc8216362d	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-institutional-reception-paragraph.md	archive/champion_backup_i0300/07-chatgpt-institutional-reception-paragraph.md	572	3f730d81228b8729e346bc3ad4829e6001ab2b7ff24e906580475941dc984410	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-interface-business-timeline.md	archive/champion_backup_i0300/07-chatgpt-interface-business-timeline.md	734	bef005010295b9af773a8e0877b76d7abdebc3348d2d1e057a3fd03a67377b26	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-interface-event.md	archive/champion_backup_i0300/07-chatgpt-interface-event.md	1912	7e777ddcf03dc3846c845560447bd0b64ab21af5edeaa14a2c2653752a7e269d	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-reception-chronology.md	archive/champion_backup_i0300/07-chatgpt-reception-chronology.md	1105	ccca6d28f0f7f44dce8399187a6aa6e72cba5e1f0217db955832aedc4d37c9ad	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-source-density-readability-audit.md	archive/champion_backup_i0300/07-chatgpt-source-density-readability-audit.md	1064	ba7120a83c1a4e84da2a4d2103e72c2c0a544e61a2315644d23bd62b9ea8a0dc	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-source-normalization.md	archive/champion_backup_i0300/07-chatgpt-source-normalization.md	1284	c14a685075c4e852fd833653beff267324e2cc336b53e4c00248c0206b17b9fe	preserved
I-0300	archive/champion_backup_i0300	07-chatgpt-source-note-cleanup-plan.md	archive/champion_backup_i0300/07-chatgpt-source-note-cleanup-plan.md	971	e4550691096691b514bd3e7e112c4b0b04ff92343d6e91a7a55dd93876e9b28d	preserved
I-0300	archive/champion_backup_i0300	07-stackoverflow-ai-policy-quote-precision.md	archive/champion_backup_i0300/07-stackoverflow-ai-policy-quote-precision.md	630	a28fbf9e79afde8ff633737ef3538c3619ae8db6d4919fb926cc583a7abf4fae	preserved
I-0300	archive/champion_backup_i0300	08-microsoft-openai-cloud-bargain.md	archive/champion_backup_i0300/08-microsoft-openai-cloud-bargain.md	23490	0122afc09eafbc3e7f4ede0fb261e5fcb9b4a06f36424c6832d71bdb46e5364d	preserved
I-0300	archive/champion_backup_i0300	08-microsoft-openai-visual-package-i0118.md	archive/champion_backup_i0300/08-microsoft-openai-visual-package-i0118.md	714	ffedd25191fbdba30fd7846a8e270473cb8cc3e69bc4613fc62c43b1963e637b	preserved
I-0300	archive/champion_backup_i0300	09-google-deepmind-gemini.md	archive/champion_backup_i0300/09-google-deepmind-gemini.md	23079	0d0621386b455e16ab1156b861089fc9177c8a1bf8c90562a56da649ace0d147	preserved
I-0300	archive/champion_backup_i0300	10-meta-llama-open-weight-shock.md	archive/champion_backup_i0300/10-meta-llama-open-weight-shock.md	760	f4616178e6db9cc13ab517ef56e396a15f3371ff3749d6e935a79bb0d96a06f3	preserved
I-0300	archive/champion_backup_i0300	11-chinese-frontier-open-models.md	archive/champion_backup_i0300/11-chinese-frontier-open-models.md	728	31b281ec414f5165ade53e24ac62b9c5d553f2cb702c8bbca380df9783a931e3	preserved
I-0300	archive/champion_backup_i0300	12-anthropic-and-claude-spine-section.md	archive/champion_backup_i0300/12-anthropic-and-claude-spine-section.md	939	46c1d3880469f5f4e60bab1dbf6f386a3d6b1a8aa189e4bfb5c485fe66e793fb	preserved
I-0300	archive/champion_backup_i0300	12-europe-xai-rest-frontier.md	archive/champion_backup_i0300/12-europe-xai-rest-frontier.md	22972	7c38f4cb5a37dcb9b4539451eb888f3e29362ee147c91ae0593f88959a8b1944	preserved
I-0300	archive/champion_backup_i0300	13-appendix-placement-note.md	archive/champion_backup_i0300/13-appendix-placement-note.md	598	16fc5b9d53116520bd75aa6decb01e4b10342737bccba618bf9cb68f1b768a13	preserved
I-0300	archive/champion_backup_i0300	13-final-caption-microcopy.md	archive/champion_backup_i0300/13-final-caption-microcopy.md	623	94bf59e2483af82e67e1ac2d60d3312eee7ce9139353b794b68d3c19eb8c51c6	preserved
I-0300	archive/champion_backup_i0300	13-layout-qa-checklist.md	archive/champion_backup_i0300/13-layout-qa-checklist.md	852	a4f711d62abda5c9e9d91ae5cbdb58919124104d51a0746db05852fb802f056f	preserved
I-0300	archive/champion_backup_i0300	13-leaderboard-caption-use-note.md	archive/champion_backup_i0300/13-leaderboard-caption-use-note.md	832	e73d30abceffb988f7f5bdc8f0a3912dc6971b955d0d54f5d2633be26aa30097	preserved
I-0300	archive/champion_backup_i0300	13-leaderboard-methodology-terms.md	archive/champion_backup_i0300/13-leaderboard-methodology-terms.md	1140	a79870c64643a779e9a8c7442b7e44f5a0ac5c6a0927fce2f9cfb1913b8a60e6	preserved
I-0300	archive/champion_backup_i0300	13-leaderboard-pdf-render-qa.md	archive/champion_backup_i0300/13-leaderboard-pdf-render-qa.md	834	782acf11ff63cd7c929f373347567b30eab2aec9b67a8075b1bacbd6f55c586a	preserved
I-0300	archive/champion_backup_i0300	13-leaderboard-prerender-fix.md	archive/champion_backup_i0300/13-leaderboard-prerender-fix.md	895	9fb444494a781446014526c9e725e4004e82357bdce059b5b9579f4c8f21a838	preserved
I-0300	archive/champion_backup_i0300	13-leaderboard-render-qa.md	archive/champion_backup_i0300/13-leaderboard-render-qa.md	541	f2b358a96a56e8ec3836dd3bb25bc8220645cc8f0ec2c62fd448087a381b031b	preserved
I-0300	archive/champion_backup_i0300	13-lmarena-chart-package.md	archive/champion_backup_i0300/13-lmarena-chart-package.md	717	a2527e48759bd4efd653ee76acb0cbcaffb45567a903251967c553a0097feca4	preserved
I-0300	archive/champion_backup_i0300	13-model-rankings-appendix.md	archive/champion_backup_i0300/13-model-rankings-appendix.md	2131	44308ed28162460ef251a24e468082d319d34dc4c04b7ec1bceb7daf10d0f582	preserved
I-0300	archive/champion_backup_i0300	13-rank-row-footnote-microstyle.md	archive/champion_backup_i0300/13-rank-row-footnote-microstyle.md	805	35a9b49f9857d3957c63cf1c2780433dc0ad332600aba14c436822f66f37d451	preserved
I-0300	archive/champion_backup_i0300	14-nvidia-cuda-moat.md	archive/champion_backup_i0300/14-nvidia-cuda-moat.md	845	b34f476ffb08f0e1f4f9756eda2f9fc540385ad428def1d2abceaabc7dac11f2	preserved
I-0300	archive/champion_backup_i0300	15-gtc-2026-ai-factory-sells-itself.md	archive/champion_backup_i0300/15-gtc-2026-ai-factory-sells-itself.md	1678	c6cfeb255549937b9aa8ce3e81e4c7b570fe0ba88882eea58c35403232b9de43	preserved
I-0300	archive/champion_backup_i0300	15-gtc-2026-source-pack.md	archive/champion_backup_i0300/15-gtc-2026-source-pack.md	1180	c3a54084b914fd997d4eec6439c2995e8e0b82030bd0a217e168a17c8d3caad3	preserved
I-0300	archive/champion_backup_i0300	15-gtc-2026-visual-source-pack-i0101.md	archive/champion_backup_i0300/15-gtc-2026-visual-source-pack-i0101.md	799	f450fb078a5f999a05cfd11db653fc7f10774e0a6e8769580eed10afae76e9e3	preserved
I-0300	archive/champion_backup_i0300	16-cue-density-rule.md	archive/champion_backup_i0300/16-cue-density-rule.md	775	a4a3d69fcdb3f06ca7108a67e0846f88abeef46660fc425a417cbf0e2db34d04	preserved
I-0300	archive/champion_backup_i0300	16-datacenters-power-cooling-source-pack.md	archive/champion_backup_i0300/16-datacenters-power-cooling-source-pack.md	1211	19317e952cebf22376678fbca20853283dc8a2e54cd1553a3a9636af4852a937	preserved
I-0300	archive/champion_backup_i0300	16-final-note-prototype.md	archive/champion_backup_i0300/16-final-note-prototype.md	724	9dc12d0a9f8b0be3ecdc9be5425ce235b7d07a6f7fe4edf8f505af983ed0bc44	preserved
I-0300	archive/champion_backup_i0300	16-infrastructure-visual-package.md	archive/champion_backup_i0300/16-infrastructure-visual-package.md	1085	f6dc5838707d37167d32a61d1e4e8f7fe644980a1d81506dc445c1c7cbab128a	preserved
I-0300	archive/champion_backup_i0300	16-n16-1-live-pdf-render-qa.md	archive/champion_backup_i0300/16-n16-1-live-pdf-render-qa.md	901	85b052b7268e078dc2b9049d3ee6549c29526ec090a4849fcb916ba460e1526f	preserved
I-0300	archive/champion_backup_i0300	16-n16-1-pdf-render-qa.md	archive/champion_backup_i0300/16-n16-1-pdf-render-qa.md	879	bba44e57394817a87ca6232e95eb5c138076391f0a706c6e99986a6a17163b21	preserved
I-0300	archive/champion_backup_i0300	16-n16-1-production-layout-gate.md	archive/champion_backup_i0300/16-n16-1-production-layout-gate.md	647	b234fbec2c5d0b7d9f027fa09879e926c2135ceedd0b8a0f1081101bc006f606	preserved
I-0300	archive/champion_backup_i0300	16-n16-1-render-comparison.md	archive/champion_backup_i0300/16-n16-1-render-comparison.md	635	f68afb09a2267de7745b6c522e4e3a20edf27eb3306778a84c86b786327383be	preserved
I-0300	archive/champion_backup_i0300	16-note-acceptance-checklist.md	archive/champion_backup_i0300/16-note-acceptance-checklist.md	755	acb8be7447e50b63c18aac81d64db2021ca46d1ef39fa64e4ad2224a161b18f0	preserved
I-0300	archive/champion_backup_i0300	16-note-layout-mock.md	archive/champion_backup_i0300/16-note-layout-mock.md	717	083375b8075f60a85d12e12e36a62e7a79db3ba49a616f474400b1441752224e	preserved
I-0300	archive/champion_backup_i0300	16-note-system-transfer-audit.md	archive/champion_backup_i0300/16-note-system-transfer-audit.md	831	a4ecc73ee7aaa5c45e0bfc648c201ead9fb07299d1d1c8ff980216dd1dbd899f	preserved
I-0300	archive/champion_backup_i0300	16-power-to-token-flow.md	archive/champion_backup_i0300/16-power-to-token-flow.md	900	b622200ee1a3420d9edf4013a4a41c0aef1acbc5ade1e0bd6a5d9d6a57cc47bf	preserved
I-0300	archive/champion_backup_i0300	16-quantitative-claim-audit.md	archive/champion_backup_i0300/16-quantitative-claim-audit.md	831	0888dcb9b20015a66f43c810418fc1ca7564f12bd77b2d8cf89bd886053078ca	preserved
I-0300	archive/champion_backup_i0300	16-source-cue-readability-audit.md	archive/champion_backup_i0300/16-source-cue-readability-audit.md	597	014f37a1500d77ab924ab6f8d9b5735bf694c8439c2efafe41b546255a67a883	preserved
I-0300	archive/champion_backup_i0300	16-speed-to-power.md	archive/champion_backup_i0300/16-speed-to-power.md	2205	da0052177471d54d70ac811f6cfd50e51dbde2b2b681ec8e0ea4237f5d68d7c6	preserved
I-0300	archive/champion_backup_i0300	17-data-tokens-library-problem.md	archive/champion_backup_i0300/17-data-tokens-library-problem.md	22791	17c9dbb14b1611adaca52fa947710a84c52a51976209e76ccaf5bbc005cc655a	preserved
I-0300	archive/champion_backup_i0300	17-data-tokens-visual-package-i0126.md	archive/champion_backup_i0300/17-data-tokens-visual-package-i0126.md	1104	812b637f36e6797598d88da46b1dc1d3eab99dcbb59f966f7671b49a5fe75a39	preserved
I-0300	archive/champion_backup_i0300	18-tools-agents-visual-package-i0120.md	archive/champion_backup_i0300/18-tools-agents-visual-package-i0120.md	1153	930b3592972a9746be1932bddd113d884b96390e416f0154f54518c1eadeba58	preserved
I-0300	archive/champion_backup_i0300	18-tools-retrieval-agent-turn.md	archive/champion_backup_i0300/18-tools-retrieval-agent-turn.md	893	6f54d2c81568b0146fc0fe451228e60d1a603f4f611e1103a8d9c858d5a38d93	preserved
I-0300	archive/champion_backup_i0300	19-code-as-the-second-native-language.md	archive/champion_backup_i0300/19-code-as-the-second-native-language.md	23163	4782d6a6cd058be8478c31e87fb26bb9534f966017d1f2c9c9f8eb4529b65b82	preserved
I-0300	archive/champion_backup_i0300	20-claude-code-industrialized-pair-programming.md	archive/champion_backup_i0300/20-claude-code-industrialized-pair-programming.md	26340	66c553dd1065770d04bab10eddcacb429f011049ff1346c076fe3d4fa103443b	preserved
I-0300	archive/champion_backup_i0300	20-claude4-benchmark-permission-i0114.md	archive/champion_backup_i0300/20-claude4-benchmark-permission-i0114.md	1999	c8437fe319677b6f8b61d8e7361c83dddd769b31460d7c6a66612b33b938a3c1	preserved
I-0300	archive/champion_backup_i0300	21-reasoning-test-time-compute.md	archive/champion_backup_i0300/21-reasoning-test-time-compute.md	26529	18756b4d7c99659293962d264cfda2098afb0e8a7474dbc5a67be82bd483cd06	preserved
I-0300	archive/champion_backup_i0300	22-economics-intelligence-on-tap.md	archive/champion_backup_i0300/22-economics-intelligence-on-tap.md	23066	fb316f0538eaa8e08bfcc44781d37d5974f9685052ec4e2b16e617fcf28c1be8	preserved
I-0300	archive/champion_backup_i0300	23-failure-modes-truth-trust.md	archive/champion_backup_i0300/23-failure-modes-truth-trust.md	23553	6351d6322bfbf5971e62b00d9b773e20e823e043737da9313b660f8e334e6c39	preserved
I-0300	archive/champion_backup_i0300	README.md	archive/champion_backup_i0300/README.md	283	fb7bdc8eb37e4fd97fc3042497af01c867516fa28d5137047c86b4f31443b40d	preserved
