pass_id	figure_id	chapter	chapter_anchor	selected_rank	asset_id	asset_type	figure_title	caption	alt_text	source_note	source_ids	rights_status	rights_stage	publication_decision	manifest_status	source_file	source_file_exists	source_sha256	render_embed_file	render_embed_file_exists	render_embed_sha256	i0257_render_status	fallback_action	claim_boundary	proof_gate	fail_closed_status	previous_manifest_status	previous_fail_closed_status	i0261_repair_action	i0261_replacement_reason	i0261_previous_asset_id	i0261_replacement_asset_id
I-0261	F07.01	CH07	ch07-fig01	011	A-0016	svg_diagram	Figure 7.x - ChatGPT: From Interface Event To Business Surface. Sourced timeline for ChatGPT launch, Plus, plugins, Enterprise release-note entry, GPTs, and GPT-4o with a blocked adoption/productivity lane.	Figure 7.x - ChatGPT: From Interface Event To Business Surface. Sourced timeline for ChatGPT launch, Plus, plugins, Enterprise release-note entry, GPTs, and GPT-4o with a blocked adoption/productivity lane.	F07.01: ChatGPT: From Interface Event To Business Surface. Shows ChatGPT business timeline. Source and blocker notes remain required at placement.	Source IDs: S-0006;S-0014;S-0044;S-0045;S-0046;S-0077;S-0078;S-0079;S-0089;S-0090;SNAP-20260525-013;SNAP-20260525-014;SNAP-20260525-015; Asset source: Generated ChatGPT interface-to-business timeline; Creator/org: Codex	S-0006;S-0014;S-0044;S-0045;S-0046;S-0077;S-0078;S-0079;S-0089;S-0090;SNAP-20260525-013;SNAP-20260525-014;SNAP-20260525-015	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chatgpt-interface-business-timeline.svg	yes	47c12f74423fd269fdf6f7e8ad025540b5bbca96c2a41d7c7e9d05fbd581c2d3		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0016	A-0016
I-0290	F07.02	CH07	ch07-fig02	012	A-0284-052	real_world_person_image	Figure 07.02 - Sam Altman Public Profile Texture	Public-profile image of Sam Altman gives the ChatGPT chapter a human organizational anchor; it is not evidence for launch causality, adoption, governance, or biographical claims beyond the ledger label.	Private-use person image for Sam Altman from OpenAI CEO.	Private-use visual acquired in 0284; page https://en.wikipedia.org/wiki/Sam_Altman; asset https://upload.wikimedia.org/wikipedia/commons/f/f8/Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped_3%29.jpg; local assets/people/i0284/sam-altman.jpg; sha256 9c0463033365494acbeaac416b5cef1a887b676a0a2b3950b4cb0650650fecf4.	A-0284-052;I-0290	private_use_public_profile_image_from_wikipedia_summary	private_use_visual_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use	assets/people/i0284/sam-altman.jpg	yes	9c0463033365494acbeaac416b5cef1a887b676a0a2b3950b4cb0650650fecf4		no		needs_i0262_render	Use prior source-card or diagram fallback if private-use local visual is unavailable during final render.	Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	I-0290 local file, hash, callout, and manifest proof only; I-0293 render QA and final rights review still required.	pass_private_use_local_file	available	no_empty_callout_ready_for_i0262_render	i0290_replace_with_real_world_visual	Adds people texture to a chapter dominated by launch/source-card surfaces.	A-0208	A-0284-052
I-0261	F07.03	CH07	ch07-fig03	013	A-0260-001	source_excerpt_card_svg	Paid access became a product surface	Figure 7.x - ChatGPT Plus conversion. Private-use screenshot slot for subscription/reliability productization.	F07.03: ChatGPT Plus conversion. Shows ChatGPT Plus surface. Source and blocker notes remain required at placement.	Source IDs: SNAP-20260525-013; Asset source: OpenAI ChatGPT Plus launch text render; Creator/org: Codex	SNAP-20260525-013	available_lightweight_replacement	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/source_cards/i0260/sc-0260-001-paid-access-became-a-product-surface.svg	yes	9fd7cba8266421a0099486dbb648c4c535b92210b09aaf19e696fe129f7c7c74		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	acquisition_ready	blocked_missing_source_file_permission-needed	replace_with_source_card	ChatGPT Plus card replaces the unresolved conversion-page screenshot.	A-0037	A-0260-001
I-0261	F07.04	CH07	ch07-fig04	014	A-0260-002	source_excerpt_card_svg	Enterprise ChatGPT added workplace controls	Figure 7/8.x - ChatGPT Enterprise launch surface. Private-use screenshot slot for workplace administration framing.	F07.04: ChatGPT Enterprise launch surface. Shows Enterprise surface. Source and blocker notes remain required at placement.	Source IDs: SNAP-20260525-026; Asset source: OpenAI ChatGPT Enterprise launch text render; Creator/org: Codex	SNAP-20260525-026	available_lightweight_replacement	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/source_cards/i0260/sc-0260-002-enterprise-chatgpt-added-workplace-controls.svg	yes	4cc95e192635553d7284a645324dfba07e659da781b41b616f7759047db01c5d		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	acquisition_ready	blocked_missing_source_file_permission-needed	replace_with_source_card	Enterprise controls card replaces the unresolved Enterprise launch screenshot.	A-0038	A-0260-002
I-0261	F07.05	CH07	ch07-fig05	015	A-0260-003	source_excerpt_card_svg	Release notes are product archaeology	Figure 7/18.x - ChatGPT plugins surface. Private-use screenshot slot for tool-use bridge.	F07.05: ChatGPT plugins surface. Shows plugins surface. Source and blocker notes remain required at placement.	Source IDs: SNAP-20260525-014; Asset source: OpenAI ChatGPT release notes source surface; Creator/org: Codex	SNAP-20260525-014	available_lightweight_replacement	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/source_cards/i0260/sc-0260-003-release-notes-are-product-archaeology.svg	yes	09d11e362c10ba7dc6311760d2da445baa1aae71ec1dcb329ba74304cac3207e		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	acquisition_ready	blocked_missing_source_file_permission-needed	replace_with_source_card	Release-note archaeology card replaces the unresolved plugins/tool screenshot.	A-0039	A-0260-003
I-0261	F08.01	CH08	ch08-fig01	016	A-0056	svg_diagram	Figure 8.1 - Microsoft/OpenAI: The Cloud Bargain Timeline. Sourced chronology from 2019 compute partnership to Microsoft 365 Copilot with blocked outcome lane.	Figure 8.1 - Microsoft/OpenAI: The Cloud Bargain Timeline. Sourced chronology from 2019 compute partnership to Microsoft 365 Copilot with blocked outcome lane.	F08.01: Microsoft/OpenAI: The Cloud Bargain Timeline. Shows cloud bargain timeline. Source and blocker notes remain required at placement.	Source IDs: S-0125;S-0126;S-0127;S-0132;S-0129;S-0130;S-0133;S-0131; Asset source: Generated Microsoft/OpenAI partnership chronology; Creator/org: Codex	S-0125;S-0126;S-0127;S-0132;S-0129;S-0130;S-0133;S-0131	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter8-microsoft-openai-partnership-chronology.svg	yes	b478606ce4e1db0f9c5b8c4288d17bd6afd85bfef6597e61a03c04cabf6d2adb		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0056	A-0056
I-0290	F08.02	CH08	ch08-fig02	017	A-0287-017	real_world_source_image	Figure 08.02 - Microsoft Copilot Product Surface	Microsoft Copilot public-web screenshot gives the Microsoft/OpenAI flywheel a concrete product surface; it does not prove enterprise adoption, productivity lift, revenue, margin, or search-share effects.	Private-use source image for Microsoft Copilot from Microsoft.	Private-use visual acquired in 0287; page https://copilot.microsoft.com/; asset https://copilot.microsoft.com/; local assets/private_use_screenshots/i0287_source_pages/src-0287-017-microsoft-copilot.png; sha256 96f1c5a4533cd1c71b6b0c472c2d79fe89e50e38e6d1d65a072233c4bf9a787c.	A-0287-017;I-0290	private_use_public_webpage_screenshot	private_use_visual_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use	assets/private_use_screenshots/i0287_source_pages/src-0287-017-microsoft-copilot.png	yes	96f1c5a4533cd1c71b6b0c472c2d79fe89e50e38e6d1d65a072233c4bf9a787c		no		needs_i0262_render	Use prior source-card or diagram fallback if private-use local visual is unavailable during final render.	Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	I-0290 local file, hash, callout, and manifest proof only; I-0293 render QA and final rights review still required.	pass_private_use_local_file	available	no_empty_callout_ready_for_i0262_render	i0290_replace_with_real_world_visual	Replaces a generic flywheel diagram with a visible company product surface.	A-0057	A-0287-017
I-0261	F08.03	CH08	ch08-fig03	018	A-0058	svg_diagram	Figure 8.3 - Inference Cost Stack: What The Chat Box Hides. Non-quantified stack of latency, governance, serving software, accelerators, and physical datacenter layers.	Figure 8.3 - Inference Cost Stack: What The Chat Box Hides. Non-quantified stack of latency, governance, serving software, accelerators, and physical datacenter layers.	F08.03: Inference Cost Stack: What The Chat Box Hides. Shows inference cost stack. Source and blocker notes remain required at placement.	Source IDs: S-0126;S-0129;S-0131;S-0133;S-0041; Asset source: Generated Chapter 8 inference cost stack; Creator/org: Codex	S-0126;S-0129;S-0131;S-0133;S-0041	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter8-inference-cost-stack.svg	yes	169f2ac4657e17e889e39089e3564c87938a97af7c87b40c3e5d09d1ed5d11ce		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0058	A-0058
I-0261	F08.04	CH08	ch08-fig04	019	A-0059	svg_diagram	Figure 8.4 - Enterprise Claim Blocker Map. Access routes and product surfaces are allowed now; revenue, ROI, productivity, adoption, search share, and margin need stronger rows.	Figure 8.4 - Enterprise Claim Blocker Map. Access routes and product surfaces are allowed now; revenue, ROI, productivity, adoption, search share, and margin need stronger rows.	F08.04: Enterprise Claim Blocker Map. Shows enterprise blocker map. Source and blocker notes remain required at placement.	Source IDs: S-0129;S-0131;S-0132;S-0133; Asset source: Generated Chapter 8 enterprise claim blocker map; Creator/org: Codex	S-0129;S-0131;S-0132;S-0133	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter8-enterprise-claim-blocker-map.svg	yes	258d7d14f8eba01b2f2ce36f15de1a0de9d1cf2794b8f957c603c60666789e05		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0059	A-0059
I-0291	F09.01	CH09	ch09-fig01	020	A-0288-004	source_surface_paper_report_excerpt	Figure 09.01 - PaLM Page As Google's Scale Surface	PaLM page-one render gives the Google/DeepMind chapter a pre-Gemini scale artifact; it does not prove current Gemini quality, deployment, Search impact, or product adoption.	Private-use page render of PaLM: Scaling Language Modeling with Pathways page 1 for PaLM: Scaling Language Modeling with Pathways.	Private-use source surface PAPER-0288-004 from https://arxiv.org/pdf/2204.02311; source file assets/source_media/i0288_pdfs/palm-scaling-language-modeling-with-pathways.pdf sha256 1e88f1f3027cd1abecb1713c1c08a89137c7730582549ec7ca78ca329f3f975d; page 1 render assets/source_surfaces/i0288/paper-0288-004-palm-scaling-language-modeling-with-pathways-p1.png sha256 20a7b8e38a9b144505cc5c61b4f670001db8ff3682417688b10808386be8999f; fallback/card assets/papers/i0288_cards/paper-0288-004-palm-scaling-language-modeling-with-pathways.svg sha256 25a1a1bbda29c7191527cc18d93e275e2e038d6df9fd7c0e4a79be6235cc2195.	PAPER-0288-004;A-0288-004;I-0291	private_use_source_surface_page_render	private_use_source_surface_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use_source_surface	assets/source_surfaces/i0288/paper-0288-004-palm-scaling-language-modeling-with-pathways-p1.png	yes	20a7b8e38a9b144505cc5c61b4f670001db8ff3682417688b10808386be8999f		no		needs_i0262_render	Use the lightweight SVG source card fallback if the private-use page render is unavailable during final render.	Does not prove current Gemini quality, deployment, or product adoption.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	pass_private_use_local_source_surface	available	no_empty_callout_ready_for_i0262_render	i0291_replace_with_source_surface_page	Connects Google's product-conversion story to a primary scale paper surface.	A-0086	A-0288-004
I-0261	F09.02	CH09	ch09-fig02	021	A-0087	svg_diagram	Figure 9.2 - Google's Gemini Question Was Surface Conversion. Research, TPUs, Search, Workspace, Android, developer APIs, and cloud are mapped as product surfaces.	Figure 9.2 - Google's Gemini Question Was Surface Conversion. Research, TPUs, Search, Workspace, Android, developer APIs, and cloud are mapped as product surfaces.	F09.02: Google's Gemini Question Was Surface Conversion. Shows Gemini surface conversion. Source and blocker notes remain required at placement.	Source IDs: S-0115;S-0121;S-0118;S-0122;S-0123;S-0124; Asset source: Generated Chapter 9 TPU/Search/Workspace surface map; Creator/org: Codex	S-0115;S-0121;S-0118;S-0122;S-0123;S-0124	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter9-tpu-search-workspace-surface-map.svg	yes	8cd8156d35508fad0d5e174245db84e30122d12d852d48cdf1f453d91369986f		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0087	A-0087
I-0291	F09.03	CH09	ch09-fig03	022	A-0288-016	source_surface_pdf_technical_report_page	Figure 09.03 - Gemini 1.5 Report Page As Long-Context Surface	Gemini 1.5 technical-report page-one render anchors long-context product grammar in a source surface; it does not prove current product state, live model rank, or Search impact.	Private-use page render of Gemini 1.5 Technical Report page 1 for Gemini 1.5 Technical Report.	Private-use source surface PDF-0288-006 from https://arxiv.org/pdf/2403.05530; source file assets/source_media/i0288_pdfs/gemini-1-5-technical-report.pdf sha256 abcd3b8e4b54721ff2d2323204f7b2ad9212b0ff6c8ed77725657526a5418b13; page 1 render assets/source_surfaces/i0288/pdf-0288-006-gemini-1-5-technical-report-p1.png sha256 10d6001c29af945028b734cb35dd0743ca2e79330ff1c0c57adb390f363ddea5; fallback/card assets/papers/i0288_cards/pdf-0288-006-gemini-1-5-technical-report.svg sha256 a9fd9d7eb74b0eac4c9aa3b44c70cb2cc64e64b2faa4f64bd4c52b9ec40e810c.	PDF-0288-006;A-0288-016;I-0291	private_use_source_surface_page_render	private_use_source_surface_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use_source_surface	assets/source_surfaces/i0288/pdf-0288-006-gemini-1-5-technical-report-p1.png	yes	10d6001c29af945028b734cb35dd0743ca2e79330ff1c0c57adb390f363ddea5		no		needs_i0262_render	Use the lightweight SVG source card fallback if the private-use page render is unavailable during final render.	Does not prove current product state, live model rank, or Search impact.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	pass_private_use_local_source_surface	available	no_empty_callout_ready_for_i0262_render	i0291_replace_with_source_surface_page	Turns the long-context diagram into a visible technical-report page.	A-0088	A-0288-016
I-0261	F09.04	CH09	ch09-fig04	023	A-0089	svg_diagram	Figure 9.4 - The Tempting Gemini Claims Need Different Evidence. Supported Google/Gemini claims are separated from benchmark, adoption, revenue, Search economics, and TPU outcome blockers.	Figure 9.4 - The Tempting Gemini Claims Need Different Evidence. Supported Google/Gemini claims are separated from benchmark, adoption, revenue, Search economics, and TPU outcome blockers.	F09.04: The Tempting Gemini Claims Need Different Evidence. Shows Gemini claim blockers. Source and blocker notes remain required at placement.	Source IDs: S-0119;S-0120;S-0061;data/chapter9_google_deepmind_claim_audit_i0111.tsv; Asset source: Generated Chapter 9 benchmark/adoption blocker grid; Creator/org: Codex	S-0119;S-0120;S-0061;data/chapter9_google_deepmind_claim_audit_i0111.tsv	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter9-benchmark-adoption-blocker-grid.svg	yes	ad9b6e2226a939e024456177b95c45e32f1c3ba6ff2e4913cc7ee0f09911232e		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0089	A-0089
I-0290	F09.05	CH09	ch09-fig05	024	A-0287-015	real_world_source_image	Figure 09.05 - Google AI Studio Product Surface	Google AI Studio public-web screenshot anchors Gemini as a developer-facing product surface; it does not prove benchmark rank, adoption, Search economics, TPU performance, or current feature status.	Private-use source image for Google AI Studio from Google.	Private-use visual acquired in 0287; page https://aistudio.google.com/; asset https://aistudio.google.com/; local assets/private_use_screenshots/i0287_source_pages/src-0287-015-google-ai-studio.png; sha256 2678974be5cfa048602685012ade05afd48b3878f0203d81266f97bb12de4609.	A-0287-015;I-0290	private_use_public_webpage_screenshot	private_use_visual_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use	assets/private_use_screenshots/i0287_source_pages/src-0287-015-google-ai-studio.png	yes	2678974be5cfa048602685012ade05afd48b3878f0203d81266f97bb12de4609		no		needs_i0262_render	Use prior source-card or diagram fallback if private-use local visual is unavailable during final render.	Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	I-0290 local file, hash, callout, and manifest proof only; I-0293 render QA and final rights review still required.	pass_private_use_local_file	available	no_empty_callout_ready_for_i0262_render	i0290_replace_with_real_world_visual	Makes the Gemini product turn visible rather than only described.	A-0260-009	A-0287-015
I-0291	F10.01	CH10	ch10-fig01	025	A-0288-009	source_surface_paper_report_excerpt	Figure 10.01 - Llama 3 Herd Paper Page	The Llama 3 Herd of Models page-one render makes Meta's open-weight family visible as a report artifact; it does not prove open-source legal status, adoption, benchmark supremacy, or deployment outcomes.	Private-use page render of The Llama 3 Herd of Models page 1 for The Llama 3 Herd of Models.	Private-use source surface PAPER-0288-009 from https://arxiv.org/pdf/2407.21783; source file assets/source_media/i0288_pdfs/the-llama-3-herd-of-models.pdf sha256 481f1599468f95a07d05e97fafe55bbe786dc1624c6f881bcb4c7d14c933d083; page 1 render assets/source_surfaces/i0288/paper-0288-009-the-llama-3-herd-of-models-p1.png sha256 1595a587e394bde58b89d01383663d1afc8383db1db3426f0a2b0b191194665d; fallback/card assets/papers/i0288_cards/paper-0288-009-the-llama-3-herd-of-models.svg sha256 7f38620208a1bc8f7b5de4f789f56fca4bd5640b633806257b2e8aa82eba31a9.	PAPER-0288-009;A-0288-009;I-0291	private_use_source_surface_page_render	private_use_source_surface_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use_source_surface	assets/source_surfaces/i0288/paper-0288-009-the-llama-3-herd-of-models-p1.png	yes	1595a587e394bde58b89d01383663d1afc8383db1db3426f0a2b0b191194665d		no		needs_i0262_render	Use the lightweight SVG source card fallback if the private-use page render is unavailable during final render.	Does not prove open-source legal status, adoption, or benchmark supremacy.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	pass_private_use_local_source_surface	available	no_empty_callout_ready_for_i0262_render	i0291_replace_with_source_surface_page	Upgrades the Llama family map with a primary Llama 3 source surface.	A-0030	A-0288-009
I-0261	F10.02	CH10	ch10-fig02	026	A-0112	svg_diagram	Figure 10.2 - Open-Weight Control Stack. Weights, license, data transparency, hosting, safety, ecosystem work, and benchmark permission are separated.	Figure 10.2 - Open-Weight Control Stack. Weights, license, data transparency, hosting, safety, ecosystem work, and benchmark permission are separated.	F10.02: Open-Weight Control Stack. Shows open-weight control stack. Source and blocker notes remain required at placement.	Source IDs: S-0023;S-0024;S-0025;S-0111;S-0112;S-0113;S-0114;CH10-11AUD-003; Asset source: Generated Chapter 10 open-weight control stack; Creator/org: Codex	S-0023;S-0024;S-0025;S-0111;S-0112;S-0113;S-0114;CH10-11AUD-003	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter10-open-weight-control-stack.svg	yes	d0b6ef74c9b4ac3da64d3ee5cfa1b456c5049971ecabdfd8053e4ef10f63d5f2		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0112	A-0112
I-0261	F10.03	CH10	ch10-fig03	027	A-0113	svg_diagram	Figure 10.3 - What Moves To The Adopter. Open-weight deployments shift hosting, monitoring, updates, evals, security, governance, and incident response outward.	Figure 10.3 - What Moves To The Adopter. Open-weight deployments shift hosting, monitoring, updates, evals, security, governance, and incident response outward.	F10.03: What Moves To The Adopter. Shows adopter burden transfer. Source and blocker notes remain required at placement.	Source IDs: S-0023;S-0024;S-0114;CH10-11AUD-003; Asset source: Generated Chapter 10 adopter burden transfer diagram; Creator/org: Codex	S-0023;S-0024;S-0114;CH10-11AUD-003	ready_svg	publish_after_render_caption_source_note_qa	publish_after_repair_render_qa	available	assets/visual_system/chapter10-adopter-burden-transfer.svg	yes	a78d8ece5aaf127314ed23c260ae005f8b31a99eed39298ec637646391133e07		no		needs_i0262_render	Render the I-0261 replacement asset in the next full-book visual PDF; keep source-note and blocker nearby.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	no_empty_callout_ready_for_i0262_render	available	embed_ready_after_page_qa	keep_existing_embed_ready_asset	Existing source file already embeds or is ready after page QA.	A-0113	A-0113
I-0290	F10.04	CH10	ch10-fig04	028	A-0287-019	real_world_source_image	Figure 10.04 - Meta Llama Documentation Surface	Meta Llama Docs public-web screenshot anchors Llama as a documented open-weight release surface; it does not prove openness beyond the cited license, benchmark superiority, deployment scale, or safety outcome.	Private-use source image for Meta Llama Docs from Meta.	Private-use visual acquired in 0287; page https://www.llama.com/docs/; asset https://www.llama.com/docs/; local assets/private_use_screenshots/i0287_source_pages/src-0287-019-meta-llama-docs.png; sha256 a3241950f667d990ed5eee8e4622ad85391d214bf9a92e7a302eeb72a9d05ea5.	A-0287-019;I-0290	private_use_public_webpage_screenshot	private_use_visual_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use	assets/private_use_screenshots/i0287_source_pages/src-0287-019-meta-llama-docs.png	yes	a3241950f667d990ed5eee8e4622ad85391d214bf9a92e7a302eeb72a9d05ea5		no		needs_i0262_render	Use prior source-card or diagram fallback if private-use local visual is unavailable during final render.	Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	I-0290 local file, hash, callout, and manifest proof only; I-0293 render QA and final rights review still required.	pass_private_use_local_file	available	no_empty_callout_ready_for_i0262_render	i0290_replace_with_real_world_visual	Replaces a text card with the real documentation surface readers can recognize.	A-0260-012	A-0287-019
I-0291	F10.05	CH10	ch10-fig05	029	A-0285-008	source_surface_paper_report_excerpt	Figure 10.05 - Llama 2 Report Page As Open-Weight Infrastructure	Llama 2 report page-one render anchors open-weight infrastructure in a source surface; it does not prove open-source legal status, adoption, superiority, or safe deployment.	Private-use page render of Llama 2: Open Foundation and Fine-Tuned Chat Models page 1 for Llama 2 report surface.	Private-use source surface PAPER-0285-008 from https://arxiv.org/pdf/2307.09288; source file assets/source_media/i0285_pdfs/llama-2-open-foundation-and-fine-tuned-chat-models.pdf sha256 1df284ce95f783002074bfe8f21d47c646b396ceb1736ea3ec0ea212fc070d91; page 1 render assets/source_surfaces/i0285/paper-0285-008-llama-2-open-foundation-and-fine-tuned-chat-models-p1.png sha256 d262ca1876710a0f0559c8b85fd9c0c005516e7e665eb2812011babf93575cfa; fallback/card assets/papers/i0285_cards/paper-0285-008-llama-2-open-foundation-and-fine-tuned-chat-models.svg sha256 f3e59dc8dacb6237983d8f3e8535e1ec5e476be09477e7b6165a9f6bd8b27c03.	PAPER-0285-008;A-0285-008;I-0291	private_use_source_surface_page_render	private_use_source_surface_pending_final_rights_review	private_edition_integrate_after_render_qa	available_local_private_use_source_surface	assets/source_surfaces/i0285/paper-0285-008-llama-2-open-foundation-and-fine-tuned-chat-models-p1.png	yes	d262ca1876710a0f0559c8b85fd9c0c005516e7e665eb2812011babf93575cfa		no		needs_i0262_render	Use the lightweight SVG source card fallback if the private-use page render is unavailable during final render.	Does not prove open-source legal status, adoption, or superiority.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	pass_private_use_local_source_surface	available	no_empty_callout_ready_for_i0262_render	i0291_replace_with_source_surface_page	Replaces a source card with the actual report page behind the open-weight chapter beat.	A-0260-013	A-0285-008
