pass_id	chapter	figure_id	page	sample_png	sample_png_exists	sample_png_sha256	page_text_chars	page_image_count	largest_image_area_pct	chapter_sample_status	manual_review_note
I-0280	CH12	F12.01	115	rendered/full_book_i0280/chapter_page_samples/ch12_page_115_F12-01.png	yes	3c9bb4ca32313fa1c2b7e4778c4c0aded26dab018affcd891b6eb7d1ed56a328	2551	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH13	F13.01	131	rendered/full_book_i0280/chapter_page_samples/ch13_page_131_F13-01.png	yes	4ca135420fc4423f93dd9e04abd068840e39f3c0d40e9e9a198963302412b58b	2023	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH14	F14.01	141	rendered/full_book_i0280/chapter_page_samples/ch14_page_141_F14-01.png	yes	fe7fe01c14c91d5b11ac4f89d0d7a1a7efdbd831603602e576ad76eab37cf9e9	2026	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH15	F15.01	153	rendered/full_book_i0280/chapter_page_samples/ch15_page_153_F15-01.png	yes	cc4b4c5cc63cbd8a0f88e71694d632cb44cb80a137d96e3acaa10d622e0e8abb	2066	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH16	F16.01	168	rendered/full_book_i0280/chapter_page_samples/ch16_page_168_F16-01.png	yes	130c9c978281b5c04e81240a777af692983a261e1dde6a5099d2700ae33dff20	2500	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH17	F17.01	185	rendered/full_book_i0280/chapter_page_samples/ch17_page_185_F17-01.png	yes	14ba498305a8565c0ec8a198a39df3bab729eace34d6c76bcf359b708e0c181e	1926	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH18	F18.01	195	rendered/full_book_i0280/chapter_page_samples/ch18_page_195_F18-01.png	yes	f174cf6a517ac3dddc753711728eb4088a68d541100445ccad45ee37ac10af06	1842	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH19	F19.01	206	rendered/full_book_i0280/chapter_page_samples/ch19_page_206_F19-01.png	yes	9f88c467e7391b57fcea79be89c8945e3a4f90fc1a12f22055886a0543929c43	1810	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH20	F20.01	217	rendered/full_book_i0280/chapter_page_samples/ch20_page_217_F20-01.png	yes	6794c75ba42a9c1ca27de023165d0752d9a0c79e62b1800919ff4f234be20969	2155	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH21	F21.01	228	rendered/full_book_i0280/chapter_page_samples/ch21_page_228_F21-01.png	yes	1dfbd4a67d1e3b0f928d88571840c0ebe2c9a0b7f64aac32029cd46df1263549	1216	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH22	F22.01	239	rendered/full_book_i0280/chapter_page_samples/ch22_page_239_F22-01.png	yes	b95e491a10e6ed31ef750b93067a79d138786e3b318957a4f97e8a0ea818db0d	1773	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH23	F23.01	248	rendered/full_book_i0280/chapter_page_samples/ch23_page_248_F23-01.png	yes	0c830a2f191a48213be0d9eeb2c9f3a3f9004d76f2d518131b4d3760818bcbd3	1244	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0280	CH24	F24.01	258	rendered/full_book_i0280/chapter_page_samples/ch24_page_258_F24-01.png	yes	f4933300a2ea673c4988c804185e5ae03444f20b57f91484618945c1c595d523	1204	1	26.4	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
