surface_id	asset_id	surface_family	title	source_url_or_path	source_local_path	source_sha256	source_file_size	page_number	render_local_path	render_sha256	render_file_size	width	height	capture_mode	download_status	diversity_role	story_purpose	text_excerpt	rights_status	blocked_claims	card_local_path	card_sha256
PDF-0288-001	A-0288-011	pdf_presentation_page	GTC 2026 Blackwell/Rubin transition surface	local:GTC-2026-Keynote.pdf	GTC-2026-Keynote.pdf	cc3674320b2763748db4033b42b1a19a0134ab0f60a15bb6a6efdfc6963d369f	19348720	24	assets/source_surfaces/i0288/pdf-0288-001-gtc-2026-blackwell-rubin-transition-surface-p24.png	64a88c6bb8c9ecf6e0e7db69ad3afc86d5e95cf274f3f3bc01e61ef4996f640c	1173342	3888	2187	pdf_page_render	local_source	GTC 2026 Blackwell/Rubin transition surface	Hardware transition page for cutoff-labeled AI factory narration.	NVIDIA AI Platform AI Natives Inference Frameworks DL Frameworks Agent Frameworks/Protocols Frontier Model Builders Model to Production AI for Auto AI for Search AI for Robotics AI for Engineering AI for Customer Support AI for Healthcare AI for Software Development	private_use_source_surface_page_render	Vendor stage page; does not prove independent performance or deployed capacity.	assets/papers/i0288_cards/pdf-0288-001-gtc-2026-blackwell-rubin-transition-surface.svg	ce01e2851841e93ba7af79a6e2d7f2835dc085ff77ecea7f57647af11fe78f9b
PDF-0288-002	A-0288-012	pdf_presentation_page	GTC 2026 NVLink/network fabric surface	local:GTC-2026-Keynote.pdf	GTC-2026-Keynote.pdf	cc3674320b2763748db4033b42b1a19a0134ab0f60a15bb6a6efdfc6963d369f	19348720	47	assets/source_surfaces/i0288/pdf-0288-002-gtc-2026-nvlink-network-fabric-surface-p47.png	ec7afaa41748db65cc5d0e56c33eccbea49d8cc62ff8e7d2883f0c9a1fedd045	1500635	3888	2187	pdf_page_render	local_source	GTC 2026 NVLink/network fabric surface	Networking fabric surface for cluster-scale LLM infrastructure.	Announcing NVIDIA Vera CPU Launch Partners OEMs and ODMs Cloud 256 Vera CPUs | 300 TB/s LPDDR5X | ETL Spine | 6.5X Throughput	private_use_source_surface_page_render	Does not prove customer cluster design, procurement status, or utilization.	assets/papers/i0288_cards/pdf-0288-002-gtc-2026-nvlink-network-fabric-surface.svg	0ed4bf57dbff0946ec8410a15012fdbe7ec2caca413dc38061708302ade2a697
PDF-0288-003	A-0288-013	pdf_presentation_page	GTC 2026 ecosystem partner surface	local:GTC-2026-Keynote.pdf	GTC-2026-Keynote.pdf	cc3674320b2763748db4033b42b1a19a0134ab0f60a15bb6a6efdfc6963d369f	19348720	54	assets/source_surfaces/i0288/pdf-0288-003-gtc-2026-ecosystem-partner-surface-p54.png	660066832b0407546bdd79eb5809f4f19f04f3383db2b361561ff85ff48b32a5	6027052	3888	2187	pdf_page_render	local_source	GTC 2026 ecosystem partner surface	Partner/ecosystem surface for platform-dependence prose.	Announcing NVIDIA Space-1 Vera Rubin Module	private_use_source_surface_page_render	Does not prove partner outcomes, market share, or shipped systems.	assets/papers/i0288_cards/pdf-0288-003-gtc-2026-ecosystem-partner-surface.svg	2aa4a9f4793993961ec1d2ae24bc49faee9d53e81d387a8dd7c160a118f18396
PDF-0288-004	A-0288-014	pdf_presentation_page	GTC 2026 datacenter power/cooling surface	local:GTC-2026-Keynote.pdf	GTC-2026-Keynote.pdf	cc3674320b2763748db4033b42b1a19a0134ab0f60a15bb6a6efdfc6963d369f	19348720	64	assets/source_surfaces/i0288/pdf-0288-004-gtc-2026-datacenter-power-cooling-surface-p64.png	8ba117d86dfdbe5987efd090c2bb7d04401691a2f34cb57b462d9c6bb93f9c0b	979379	3888	2187	pdf_page_render	local_source	GTC 2026 datacenter power/cooling surface	Facility constraint page for power/cooling chapters.	AA Intelligence vs Efficiency Nemotron 3 Super PinchBench Nemotron 3 Super DeepResearch Bench II Nemotron 3 Super (AI-Q) ViDoRe, MMTEB, BRIGHT Nemotron RAG OCRBench v2 NemotronVL AA Conversational Dynamics vs Reasoning Nemotron VoiceChat Physical AI Bench Cosmos Predict Physical Reasoning from Video Cosmos Reason LIBERO Cosmos Policy MolmoSpaces GR00T N RoboArena GR00T N LingoQA Waymo E2E Alpamayo	private_use_source_surface_page_render	Does not prove site-level grid impact, water use, or economics.	assets/papers/i0288_cards/pdf-0288-004-gtc-2026-datacenter-power-cooling-surface.svg	929a450ecba5b7ed7a59b1cfb950c0bb55fe3c99d5c42053d52aea15447683d2
PDF-0288-005	A-0288-015	pdf_presentation_page	GTC 2026 closing roadmap surface	local:GTC-2026-Keynote.pdf	GTC-2026-Keynote.pdf	cc3674320b2763748db4033b42b1a19a0134ab0f60a15bb6a6efdfc6963d369f	19348720	72	assets/source_surfaces/i0288/pdf-0288-005-gtc-2026-closing-roadmap-surface-p72.png	958a771012011391116717f1105f23c29942f9b25534762ec29b71af853842f2	5958123	3888	2187	pdf_page_render	local_source	GTC 2026 closing roadmap surface	Closing/roadmap page as NVIDIA-attributed source actor texture.		private_use_source_surface_page_render	Roadmap and stage language are not happened history after the cutoff.	assets/papers/i0288_cards/pdf-0288-005-gtc-2026-closing-roadmap-surface.svg	8185a1115113548273648ff6af82ec3179968aec253e08a20a3d77a4feec693e
PDF-0288-006	A-0288-016	pdf_technical_report_page	Gemini 1.5 Technical Report	https://arxiv.org/pdf/2403.05530	assets/source_media/i0288_pdfs/gemini-1-5-technical-report.pdf	abcd3b8e4b54721ff2d2323204f7b2ad9212b0ff6c8ed77725657526a5418b13	7184542	1	assets/source_surfaces/i0288/pdf-0288-006-gemini-1-5-technical-report-p1.png	10d6001c29af945028b734cb35dd0743ca2e79330ff1c0c57adb390f363ddea5	212835	804	1137	pdf_page_render	downloaded 7184542 bytes	Gemini 1.5 Technical Report	Long-context/multimodal technical-report surface for Google/DeepMind chapter.	Gemini 1.5: Unlocking multimodal understanding across millions of tokens of context Gemini Team, Google1 In this report, we introduce the Gemini 1.5 family of models, representing the next generation of highly compute-efficient multimodal models capable of recalling and reasoning over fine-grained information from millions of tokens of context, including multiple long documents and hours of video and audio. The famil	private_use_source_surface_page_render	Does not prove current product state, live model rank, or Search impact.	assets/papers/i0288_cards/pdf-0288-006-gemini-1-5-technical-report.svg	a9fd9d7eb74b0eac4c9aa3b44c70cb2cc64e64b2faa4f64bd4c52b9ec40e810c
PDF-0288-007	A-0288-017	pdf_technical_report_page	Qwen3 Technical Report	https://arxiv.org/pdf/2505.09388	assets/source_media/i0288_pdfs/qwen3-technical-report.pdf	84a5e2b1fa04bb774bf12ae606d1e6d9dd2147ed2ebe78a4cfeb91ba380ffdd5	779424	1	assets/source_surfaces/i0288/pdf-0288-007-qwen3-technical-report-p1.png	fe1498d6b6e0a09f4e591dee8a64e2cf72edd5cc59528623f892f857ed9291d2	135473	804	1137	pdf_page_render	downloaded 779424 bytes	Qwen3 Technical Report	Qwen3 report surface for China/open-model family coverage.	2025-05-15 Qwen3 Technical Report Qwen Team https://huggingface.co/Qwen https://modelscope.cn/organization/qwen https://github.com/QwenLM/Qwen3 Abstract In this work, we present Qwen3, the latest version of the Qwen model family. Qwen3 comprises a series of large language models (LLMs) designed to advance performance, efficiency, and multilingual capabilities. The Qwen3 series includes models of both dense and Mixtur	private_use_source_surface_page_render	Does not support unsupported Qwen 3.5/3.6 claims or live rank without later sources.	assets/papers/i0288_cards/pdf-0288-007-qwen3-technical-report.svg	6775adbdeda54e477c6648e732432f32e995736717fb6871d7209371e09c6e5d
PDF-0288-008	A-0288-018	pdf_technical_report_page	GLM-4 Technical Report	https://arxiv.org/pdf/2406.12793	assets/source_media/i0288_pdfs/glm-4-technical-report.pdf	cdaafe84e614c44e639cba702a686b0a1caf0bd3e49d9155ad5e8f13256a422d	1209002	1	assets/source_surfaces/i0288/pdf-0288-008-glm-4-technical-report-p1.png	2399a5ab1f6e389d478bf4db2e3e30884bf204324b98675babe32b8e487baf51	164502	827	1070	pdf_page_render	downloaded 1209002 bytes	GLM-4 Technical Report	GLM/Z.ai report surface for Chinese frontier-model coverage.	ChatGLM: A Family of Large Language Models from GLM-130B to GLM-4 All Tools Team GLM 1Zhipu AI 2Tsinghua University Abstract We introduce ChatGLM, an evolving family of large language models that we have been developing over time. This report primarily focuses on the GLM-4 language series, which includes GLM-4, GLM-4-Air, and GLM-4-9B. They represent our most capable models that are trained with all the insights and 	private_use_source_surface_page_render	Does not prove current product quality, deployment, or benchmark superiority.	assets/papers/i0288_cards/pdf-0288-008-glm-4-technical-report.svg	314b6a94d85024cb6a233b71df50df81b49b5ee07ccb82f9dbed314c21a535ee
PDF-0288-009	A-0288-019	pdf_technical_report_page	Kimi k1.5 Technical Report	https://arxiv.org/pdf/2501.12599	assets/source_media/i0288_pdfs/kimi-k1-5-technical-report.pdf	1f4425ccf3cad58f2f2ce4acfeb7c85a6c5d6db3b9cdeae4bc80fa305921982d	926045	1	assets/source_surfaces/i0288/pdf-0288-009-kimi-k1-5-technical-report-p1.png	0b0b6422279fbd9c36d6d0672629ddd9cbb6e650e8b4a0a1dba232af7606ebc1	126328	827	1070	pdf_page_render	downloaded 926045 bytes	Kimi k1.5 Technical Report	Moonshot/Kimi reasoning report surface for test-time-compute coverage.	arXiv:2501.12599v4 [cs.AI] 3 Jun 2025 KIMI K1.5: SCALING REINFORCEMENT LEARNING WITH LLMS TECHNICAL REPORT OF KIMI K1.5 Kimi Team ABSTRACT Language model pretraining with next token prediction has proved effective for scaling compute but is limited to the amount of available training data. Scaling reinforcement learning (RL) unlocks a new axis for the continued improvement of artificial intelligence, with the promi	private_use_source_surface_page_render	Does not prove universal reasoning, hidden chain quality, or current rank.	assets/papers/i0288_cards/pdf-0288-009-kimi-k1-5-technical-report.svg	d53b3d1951dc4dd4380dcb538a2ab64f2790a1676eaa970c9fd8f91ce53fcd92
PDF-0288-010	A-0288-020	pdf_technical_report_page	Nemotron-4 340B Technical Report	https://arxiv.org/pdf/2406.11704	assets/source_media/i0288_pdfs/nemotron-4-340b-technical-report.pdf	ec50b56fa82e76d6fc4b096da7f0a91927e4d30de9c5413f1cc843f455975ea1	1370743	1	assets/source_surfaces/i0288/pdf-0288-010-nemotron-4-340b-technical-report-p1.png	2d82cf85e0e489438f4f406282dcbfb8d475daea55a7578185bf7c3e65aabab3	170493	827	1070	pdf_page_render	downloaded 1370743 bytes	Nemotron-4 340B Technical Report	NVIDIA Nemotron technical-report surface for model-family and data-synthetic-training coverage.	Nemotron-4 340B Technical Report NVIDIA Abstract We release the Nemotron-4 340B model family, including Nemotron-4-340B-Base, Nemotron-4- 340B-Instruct, and Nemotron-4-340B-Reward. Our models are open access under the NVIDIA Open Model License Agreement, a permissive model license that allows distribution, modification, and use of the models and its outputs. These models perform competitively to open access models on	private_use_source_surface_page_render	Does not prove current model rank, production use, safety, or broad superiority.	assets/papers/i0288_cards/pdf-0288-010-nemotron-4-340b-technical-report.svg	89ec009cbabdacca566ed4a31133d358907ede9877c3d0c90040bed5d1c081e2
