pass_id	defect_id	severity	figure_id	page	category	evidence	recommended_action
I-0280	I0263-DEF-023	P1	F09.04	87	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-024	P1	F09.05	89	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-025	P1	F10.01	92	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-026	P1	F10.02	94	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-027	P1	F10.03	96	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-028	P1	F10.04	98	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-029	P1	F10.05	100	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-030	P1	F11.01	103	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-031	P1	F11.02	105	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-032	P1	F11.03	107	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-033	P1	F11.04	109	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-034	P1	F11.05	111	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-035	P1	F12.01	115	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-036	P1	F12.02	116	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-037	P1	F12.03	118	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-038	P1	F12.04	123	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-039	P1	F12.05	119	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-040	P1	F12.06	121	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-041	P1	F13.01	131	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-042	P1	F13.02	135	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-043	P1	F13.03	138	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-044	P1	F14.01	141	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-045	P1	F14.02	143	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-046	P1	F14.03	144	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-047	P1	F14.04	147	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-048	P1	F14.05	149	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-049	P1	F14.06	151	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-050	P1	F15.01	153	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-051	P1	F15.02	155	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-052	P1	F15.03	157	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-053	P1	F15.04	159	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-054	P1	F15.05	161	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-055	P1	F15.06	162	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-056	P1	F15.07	164	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-057	P1	F16.01	168	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-058	P1	F16.02	170	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-059	P1	F16.03	172	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-060	P1	F16.04	174	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-061	P1	F16.05	176	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-062	P1	F16.06	178	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-063	P1	F16.07	180	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-064	P1	F16.08	182	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-065	P1	F16.09	183	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-066	P1	F17.01	185	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-067	P1	F17.02	187	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-068	P1	F17.03	190	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-069	P1	F17.04	192	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-070	P1	F18.01	195	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-071	P1	F18.02	196	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-072	P1	F18.03	199	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-073	P1	F18.04	200	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-074	P1	F18.05	203	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-075	P1	F19.01	206	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-076	P1	F19.02	208	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-077	P1	F19.03	210	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-078	P1	F19.04	212	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-079	P1	F19.05	214	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-080	P1	F20.01	217	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-081	P1	F20.02	219	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-082	P1	F20.03	220	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-083	P1	F20.04	223	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-084	P1	F20.05	225	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-085	P1	F21.01	228	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-086	P1	F21.02	229	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-087	P1	F21.03	230	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-088	P1	F21.04	231	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-089	P1	F22.01	239	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-090	P1	F22.02	241	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-091	P1	F22.03	243	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-092	P1	F22.04	245	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-093	P1	F23.01	248	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-094	P1	F23.02	249	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-095	P1	F23.03	250	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-096	P1	F23.04	251	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-097	P1	F24.01	258	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-098	P1	F24.02	259	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-099	P1	F24.03	260	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
I-0280	I0263-DEF-100	P1	F24.04	261	small_text	min_caption_font=6.20pt	Raise caption/source-note type size or shorten caption.
