pass_id	gallery_id	surface_family	chapter_range	asset_id	asset_type	source_title	file_path	file_exists	sha256	story_purpose	source_url_or_path	rights_or_private_use_note	blocked_claims
I-0297	SS-PDF-02	pdf_deck_report_page	CH14-CH16	A-0285-022	pdf_presentation_page	GTC 2026 DSX/factory design surface	assets/papers/i0285_cards/pdf-0285-007-gtc-2026-dsx-factory-design-surface.svg	yes	2d8d7420ea0373ade5bd6f6982e006e6fae9830bb52237fe0f73efd834494d73	Reference-design surface for infrastructure chapter.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash d1f6189e4cb5e76af9b07b0610cba5d89899c435fbc9f5e4b07b076fb6b0342e; blocked claims: Blueprint language is not proof of built facilities.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-02	pdf_deck_report_page	CH14-CH16	A-0285-023	pdf_presentation_page	GTC 2026 closing/ecosystem surface	assets/papers/i0285_cards/pdf-0285-008-gtc-2026-closing-ecosystem-surface.svg	yes	a8353dfc56f160443d8f7572d00117e3b78b9daf24b2ed0dafa2c12d267b4e4f	Ecosystem/closing page as staged source-actor evidence.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash ca72b8bc551d94d7dfcf7377a6b25e0c7e9233ac78beabdbc12a84005391464c; blocked claims: Does not prove partner outcomes or market adoption.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-02	pdf_deck_report_page	CH14-CH16	A-0285-024	pdf_presentation_page	GTC 2026 software stack surface	assets/papers/i0285_cards/pdf-0285-009-gtc-2026-software-stack-surface.svg	yes	377e9c139097e84b9fda0c3dbb36dcac7cf5fab73067d00eaee50364bca198ce	Software/platform layer for CUDA and AI-stack narration.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 592f272c5e25bc58ebced5eb143711f947dcbaa5ba685adc160296acb2626b58; blocked claims: Does not prove independent developer adoption or workload share.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-02	pdf_deck_report_page	CH14-CH16	A-0285-025	pdf_presentation_page	GTC 2026 accelerator system surface	assets/papers/i0285_cards/pdf-0285-010-gtc-2026-accelerator-system-surface.svg	yes	57f8dde793cc7dac67733b71e4d77e80695475e575594e434a3b40b53335e7c5	Accelerator/system page for hardware-to-token visual texture.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 1bb52f12bbc693072f4fa37ad1a84a59f6e3bda84f2c3d360f4391e6c1b042dc; blocked claims: Does not prove delivered capacity, utilization, or non-vendor performance.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-03	pdf_deck_report_page	CH06-CH13	A-0285-026	pdf_presentation_page	GTC 2026 datacenter/facility surface	assets/papers/i0285_cards/pdf-0285-011-gtc-2026-datacenter-facility-surface.svg	yes	7252b1ce633b9495f737a5e6724a0f8620843f593207df6ee9e6b91e98c96e32	Facility/datacenter page for power and infrastructure chapters.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 850054ab89d836be716a0fa6290ef8e05684b1cbc04df71a85ace0de74714381; blocked claims: Does not prove site-level deployment, grid impact, or economics.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-03	pdf_deck_report_page	CH06-CH13	A-0285-027	pdf_report_page	GPT-4 System Card first-page surface	assets/papers/i0285_cards/pdf-0285-012-gpt-4-system-card-first-page-surface.svg	yes	6ad6775954b5665a85199a616b247d20fa100d4b555c55dc9368417b04d436d7	System-card page for alignment/product-risk disclosure.	https://cdn.openai.com/papers/gpt-4-system-card.pdf	private_use_source_surface_page_render; source page render hash b9d5d0497173ce802eb5a8cd39759338884bfedf3706dcfec07b58c16a010be9; blocked claims: Does not prove mitigations worked or deployed safety.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-03	pdf_deck_report_page	CH06-CH13	A-0285-028	pdf_report_page	GPT-4o System Card first-page surface	assets/papers/i0285_cards/pdf-0285-013-gpt-4o-system-card-first-page-surface.svg	yes	dbaf740f029a73b47ddcdc6ffed641be90fc343e875560c19de8b87f4bb8daac	Later system-card page showing safety-documentation continuity.	https://cdn.openai.com/gpt-4o-system-card.pdf	private_use_source_surface_page_render; source page render hash afceaf9e26bb6ba58d1086610753f44503c67ff661b46707eb1c971c929692f3; blocked claims: Does not prove safety, model rank, or current behavior.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-03	pdf_deck_report_page	CH06-CH13	A-0285-029	pdf_report_page	GPT-4 Technical Report first-page surface	assets/papers/i0285_cards/pdf-0285-014-gpt-4-technical-report-first-page-surface.svg	yes	c0f53772b234a0ccf0776187d6e2c273662313a060651bc9133977ef31ede4bf	GPT-4 report surface for frontier-model transition.	https://arxiv.org/pdf/2303.08774	private_use_source_surface_page_render; source page render hash 2c06fcecfb0b155de132088eb5b532b9a5e4a69608b4b0e9873866f7ec57c520; blocked claims: Does not prove hidden architecture, current capability, or benchmark crown.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-03	pdf_deck_report_page	CH06-CH13	A-0285-030	pdf_report_page	Sparks of AGI paper first-page surface	assets/papers/i0285_cards/pdf-0285-015-sparks-of-agi-paper-first-page-surface.svg	yes	9e93f594ea25eec0a71c9a16d2d323a4e06c93712f858283a8ee2f697948dc57	A historically important evaluation/claim surface for GPT-4 discourse.	https://arxiv.org/pdf/2303.12712	private_use_source_surface_page_render; source page render hash e1038191da7d3e43139564aed2b53cffe86b8a4a09f884d2f1c5b9a779315ca7; blocked claims: Does not prove AGI, mind, or robust general intelligence.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-04	pdf_deck_report_page	CH15-CH16	A-0288-011	pdf_presentation_page	GTC 2026 Blackwell/Rubin transition surface	assets/papers/i0288_cards/pdf-0288-001-gtc-2026-blackwell-rubin-transition-surface.svg	yes	ce01e2851841e93ba7af79a6e2d7f2835dc085ff77ecea7f57647af11fe78f9b	Hardware transition page for cutoff-labeled AI factory narration.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 64a88c6bb8c9ecf6e0e7db69ad3afc86d5e95cf274f3f3bc01e61ef4996f640c; blocked claims: Vendor stage page; does not prove independent performance or deployed capacity.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-04	pdf_deck_report_page	CH15-CH16	A-0288-012	pdf_presentation_page	GTC 2026 NVLink/network fabric surface	assets/papers/i0288_cards/pdf-0288-002-gtc-2026-nvlink-network-fabric-surface.svg	yes	0ed4bf57dbff0946ec8410a15012fdbe7ec2caca413dc38061708302ade2a697	Networking fabric surface for cluster-scale LLM infrastructure.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash ec7afaa41748db65cc5d0e56c33eccbea49d8cc62ff8e7d2883f0c9a1fedd045; blocked claims: Does not prove customer cluster design, procurement status, or utilization.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-04	pdf_deck_report_page	CH15-CH16	A-0288-013	pdf_presentation_page	GTC 2026 ecosystem partner surface	assets/papers/i0288_cards/pdf-0288-003-gtc-2026-ecosystem-partner-surface.svg	yes	2aa4a9f4793993961ec1d2ae24bc49faee9d53e81d387a8dd7c160a118f18396	Partner/ecosystem surface for platform-dependence prose.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 660066832b0407546bdd79eb5809f4f19f04f3383db2b361561ff85ff48b32a5; blocked claims: Does not prove partner outcomes, market share, or shipped systems.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-04	pdf_deck_report_page	CH15-CH16	A-0288-014	pdf_presentation_page	GTC 2026 datacenter power/cooling surface	assets/papers/i0288_cards/pdf-0288-004-gtc-2026-datacenter-power-cooling-surface.svg	yes	929a450ecba5b7ed7a59b1cfb950c0bb55fe3c99d5c42053d52aea15447683d2	Facility constraint page for power/cooling chapters.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 8ba117d86dfdbe5987efd090c2bb7d04401691a2f34cb57b462d9c6bb93f9c0b; blocked claims: Does not prove site-level grid impact, water use, or economics.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-04	pdf_deck_report_page	CH15-CH16	A-0288-015	pdf_presentation_page	GTC 2026 closing roadmap surface	assets/papers/i0288_cards/pdf-0288-005-gtc-2026-closing-roadmap-surface.svg	yes	8185a1115113548273648ff6af82ec3179968aec253e08a20a3d77a4feec693e	Closing/roadmap page as NVIDIA-attributed source actor texture.	local:GTC-2026-Keynote.pdf	private_use_source_surface_page_render; source page render hash 958a771012011391116717f1105f23c29942f9b25534762ec29b71af853842f2; blocked claims: Roadmap and stage language are not happened history after the cutoff.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-05	pdf_deck_report_page	CH09-CH13	A-0288-016	pdf_technical_report_page	Gemini 1.5 Technical Report	assets/papers/i0288_cards/pdf-0288-006-gemini-1-5-technical-report.svg	yes	a9fd9d7eb74b0eac4c9aa3b44c70cb2cc64e64b2faa4f64bd4c52b9ec40e810c	Long-context/multimodal technical-report surface for Google/DeepMind chapter.	https://arxiv.org/pdf/2403.05530	private_use_source_surface_page_render; source page render hash 10d6001c29af945028b734cb35dd0743ca2e79330ff1c0c57adb390f363ddea5; blocked claims: Does not prove current product state, live model rank, or Search impact.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-05	pdf_deck_report_page	CH09-CH13	A-0288-017	pdf_technical_report_page	Qwen3 Technical Report	assets/papers/i0288_cards/pdf-0288-007-qwen3-technical-report.svg	yes	6775adbdeda54e477c6648e732432f32e995736717fb6871d7209371e09c6e5d	Qwen3 report surface for China/open-model family coverage.	https://arxiv.org/pdf/2505.09388	private_use_source_surface_page_render; source page render hash fe1498d6b6e0a09f4e591dee8a64e2cf72edd5cc59528623f892f857ed9291d2; blocked claims: Does not support unsupported Qwen 3.5/3.6 claims or live rank without later sources.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-05	pdf_deck_report_page	CH09-CH13	A-0288-018	pdf_technical_report_page	GLM-4 Technical Report	assets/papers/i0288_cards/pdf-0288-008-glm-4-technical-report.svg	yes	314b6a94d85024cb6a233b71df50df81b49b5ee07ccb82f9dbed314c21a535ee	GLM/Z.ai report surface for Chinese frontier-model coverage.	https://arxiv.org/pdf/2406.12793	private_use_source_surface_page_render; source page render hash 2399a5ab1f6e389d478bf4db2e3e30884bf204324b98675babe32b8e487baf51; blocked claims: Does not prove current product quality, deployment, or benchmark superiority.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-05	pdf_deck_report_page	CH09-CH13	A-0288-019	pdf_technical_report_page	Kimi k1.5 Technical Report	assets/papers/i0288_cards/pdf-0288-009-kimi-k1-5-technical-report.svg	yes	d53b3d1951dc4dd4380dcb538a2ab64f2790a1676eaa970c9fd8f91ce53fcd92	Moonshot/Kimi reasoning report surface for test-time-compute coverage.	https://arxiv.org/pdf/2501.12599	private_use_source_surface_page_render; source page render hash 0b0b6422279fbd9c36d6d0672629ddd9cbb6e650e8b4a0a1dba232af7606ebc1; blocked claims: Does not prove universal reasoning, hidden chain quality, or current rank.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
I-0297	SS-PDF-05	pdf_deck_report_page	CH09-CH13	A-0288-020	pdf_technical_report_page	Nemotron-4 340B Technical Report	assets/papers/i0288_cards/pdf-0288-010-nemotron-4-340b-technical-report.svg	yes	89ec009cbabdacca566ed4a31133d358907ede9877c3d0c90040bed5d1c081e2	NVIDIA Nemotron technical-report surface for model-family and data-synthetic-training coverage.	https://arxiv.org/pdf/2406.11704	private_use_source_surface_page_render; source page render hash 2d82cf85e0e489438f4f406282dcbfb8d475daea55a7578185bf7c3e65aabab3; blocked claims: Does not prove current model rank, production use, safety, or broad superiority.	Private-use source surface only; does not prove neutral truth, live rank, adoption, safety, deployment, revenue, benchmark superiority, roadmap delivery, or current product state without separate sentence-level support.
