pass_id	figure_id	chapter	old_asset_id	old_asset_type	old_figure_title	old_rights_status	old_rights_stage	old_publication_decision	old_manifest_file_path	old_manifest_status	old_claim_boundary	i0261_repair_action	new_asset_id	new_asset_type	new_source_file	new_source_file_exists	current_selected_asset_id	current_publication_decision	current_fail_closed_status	i0262_render_status	i0263_page	i0263_legibility_status	rights_closure_status	final_publication_action	closure_note	remaining_gate
I-0264	F11.04	CH11	A-0049	source_screenshot_slot	Qwen3 source surface	private_capture_needed	redraw_or_source_card_before_publication	redraw	assets/private_use_screenshots/i0112/A-0049_qwen3_arxiv_abs.png	acquisition_ready	Source-page visuals may prove provenance and chronology only; they do not authorize benchmark, superiority, adoption, safety, or company-result claims.	replace_with_source_card	A-0260-015	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-015-qwen3-needs-its-own-dated-anchor.svg	yes	A-0260-015	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	162	warn	closed_replaced_by_source_card	retire_old_screenshot_slot_from_publication	Old screenshot/source-surface placeholder is replaced by an original lightweight source card; no permission request is required for the retired placeholder.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F11.05	CH11	A-0050	source_screenshot_slot	DeepSeek-R1 source surface	private_capture_needed	redraw_or_source_card_before_publication	redraw	assets/private_use_screenshots/i0112/A-0050_deepseek_r1_arxiv_abs.png	acquisition_ready	Source-page visuals may prove provenance and chronology only; they do not authorize benchmark, superiority, adoption, safety, or company-result claims.	replace_with_source_card	A-0260-016	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-016-deepseek-r1-anchors-reasoning-claims.svg	yes	A-0260-016	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	164	warn	closed_replaced_by_source_card	retire_old_screenshot_slot_from_publication	Old screenshot/source-surface placeholder is replaced by an original lightweight source card; no permission request is required for the retired placeholder.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F12.05	CH12	A-0119	screenshot_slot	Computer Use Source Surface	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	assets/private_use_screenshots/i0148/A-0119_claude_computer_use_announcement.png	acquisition_ready	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	replace_with_source_card	A-0260-017	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-017-computer-use-was-a-product-announcement.svg	yes	A-0260-017	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	188	warn	closed_replaced_by_source_card	retire_old_screenshot_slot_from_publication	Old screenshot/source-surface placeholder is replaced by an original lightweight source card; no permission request is required for the retired placeholder.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F12.06	CH12	A-0130	screenshot_slot	Claude Product Surface	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	assets/private_use_screenshots/i0180/A-0130_claude_product_surface.png	acquisition_ready	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	replace_with_source_card	A-0260-018	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-018-claude-is-a-model-family-product-surface.svg	yes	A-0260-018	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	193	warn	closed_replaced_by_source_card	retire_old_screenshot_slot_from_publication	Old screenshot/source-surface placeholder is replaced by an original lightweight source card; no permission request is required for the retired placeholder.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F14.04	CH14	A-0133	photo_candidate_slot	Lithography/ASML proxy physical texture.	rights_review_needed	photo_rights_review_required	permission-needed	assets/photo_candidates/i0181/A-0133_lithography_asml_proxy_candidate.txt	acquisition_ready	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.	cut_photo_placeholder_replace_with_original_card	A-0261-001	svg_repair_source_card	assets/visual_system/i0261/i0261-f14-04-packaging-logic-card.svg	yes	A-0261-001	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	220	warn	closed_cut_replaced_by_original_card	drop_old_photo_candidate_from_publication	Old photo candidate is not used in the selected publication path; keep only as historical local research pointer unless separately cleared later.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F14.05	CH14	A-0134	photo_candidate_slot	Cleanroom manufacturing environment.	rights_review_needed	photo_rights_review_required	permission-needed	assets/photo_candidates/i0181/A-0134_fab_cleanroom_candidate.txt	acquisition_ready	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.	cut_photo_placeholder_replace_with_original_card	A-0261-002	svg_repair_source_card	assets/visual_system/i0261/i0261-f14-05-cleanroom-rights-card.svg	yes	A-0261-002	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	222	warn	closed_cut_replaced_by_original_card	drop_old_photo_candidate_from_publication	Old photo candidate is not used in the selected publication path; keep only as historical local research pointer unless separately cleared later.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F14.06	CH14	A-0136	photo_candidate_slot	Server racks as compute infrastructure.	rights_review_needed	photo_rights_review_required	permission-needed	assets/photo_candidates/i0181/A-0136_gpu_server_rack_candidate.txt	acquisition_ready	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.	cut_photo_placeholder_replace_with_original_card	A-0261-003	svg_repair_source_card	assets/visual_system/i0261/i0261-f14-06-rack-system-card.svg	yes	A-0261-003	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	225	warn	closed_cut_replaced_by_original_card	drop_old_photo_candidate_from_publication	Old photo candidate is not used in the selected publication path; keep only as historical local research pointer unless separately cleared later.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F15.06	CH15	A-0004	extracted_slide_render	NVIDIA frames the AI factory as industrial infrastructure: inference is the workload, tokens are the commodity, and compute is revenue.	local_ignored_hash_available	local_only_until_permission_or_fair_use_review	local-only	assets/gtc_2026/slides/page-029-ai-factories.png	available_local_ignored	Raw source surfaces support source texture and attribution only; vendor stagecraft, roadmap, performance, and future-availability claims remain bounded.	replace_with_source_card	A-0260-021	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-021-ai-factories-are-source-actor-framing.svg	yes	A-0260-021	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	241	warn	closed_local_only_reserve_replaced_by_source_card	keep_old_raster_local_only_do_not_publish	Old slide/source raster remains local-only reserve; publication path uses an original source card.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F15.07	CH15	A-0106	source_screenshot_slot	NVIDIA's page 29 AI-factory thesis as attributed stagecraft/source rhetoric.	local_ignored_hash_available	local_only_until_permission_or_fair_use_review	local-only	assets/gtc_2026/slides/page-029-ai-factories.png	local_ignored_raster_hashed	Raw source surfaces support source texture and attribution only; vendor stagecraft, roadmap, performance, and future-availability claims remain bounded.	replace_with_source_card	A-0260-022	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-022-inference-compute-is-a-roadmap-argument.svg	yes	A-0260-022	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	244	warn	closed_local_only_reserve_replaced_by_source_card	keep_old_raster_local_only_do_not_publish	Old slide/source raster remains local-only reserve; publication path uses an original source card.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F16.06	CH16	A-0137	photo_candidate_slot	Data-center hall physical texture.	rights_review_needed	photo_rights_review_required	permission-needed	assets/photo_candidates/i0181/A-0137_data_center_hall_candidate.txt	acquisition_ready	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.	replace_with_source_card	A-0260-025	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-025-dsx-is-a-reference-design-claim.svg	yes	A-0260-025	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	260	warn	closed_replaced_by_source_card	retire_old_screenshot_slot_from_publication	Old screenshot/source-surface placeholder is replaced by an original lightweight source card; no permission request is required for the retired placeholder.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F16.07	CH16	A-0139	photo_candidate_slot	Grid interconnection texture.	rights_review_needed	photo_rights_review_required	permission-needed	assets/photo_candidates/i0181/A-0139_substation_candidate.txt	acquisition_ready	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.	cut_photo_placeholder_replace_with_original_card	A-0261-004	svg_repair_source_card	assets/visual_system/i0261/i0261-f16-07-interconnection-queue-card.svg	yes	A-0261-004	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	262	warn	closed_cut_replaced_by_original_card	drop_old_photo_candidate_from_publication	Old photo candidate is not used in the selected publication path; keep only as historical local research pointer unless separately cleared later.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F16.08	CH16	A-0141	photo_candidate_slot	Gas turbine speed-to-power texture.	rights_review_needed	photo_rights_review_required	permission-needed	assets/photo_candidates/i0181/A-0141_gas_turbine_candidate.txt	acquisition_ready	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.	cut_photo_placeholder_replace_with_original_card	A-0261-005	svg_repair_source_card	assets/visual_system/i0261/i0261-f16-08-speed-to-power-card.svg	yes	A-0261-005	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	265	warn	closed_cut_replaced_by_original_card	drop_old_photo_candidate_from_publication	Old photo candidate is not used in the selected publication path; keep only as historical local research pointer unless separately cleared later.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F16.09	CH16	A-0143	photo_candidate_slot	Nuclear/cooling tower power texture.	rights_review_needed	photo_rights_review_required	permission-needed	assets/photo_candidates/i0181/A-0143_nuclear_cooling_tower_candidate.txt	acquisition_ready	Photos provide physical texture only; they do not prove AI workload, site capacity, fuel mix, exact GPU inventory, or deployment outcomes.	cut_photo_placeholder_replace_with_original_card	A-0261-006	svg_repair_source_card	assets/visual_system/i0261/i0261-f16-09-clean-supply-card.svg	yes	A-0261-006	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	267	warn	closed_cut_replaced_by_original_card	drop_old_photo_candidate_from_publication	Old photo candidate is not used in the selected publication path; keep only as historical local research pointer unless separately cleared later.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F18.05	CH18	A-0124	screenshot_slot	ChatGPT Tool Surface	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	assets/private_use_screenshots/i0180/A-0124_chatgpt_tools_gpts_product_surface.png	acquisition_ready	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	replace_with_source_card	A-0260-003	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-003-release-notes-are-product-archaeology.svg	yes	A-0260-003	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	295	warn	closed_replaced_by_source_card	retire_old_screenshot_slot_from_publication	Old screenshot/source-surface placeholder is replaced by an original lightweight source card; no permission request is required for the retired placeholder.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F19.05	CH19	A-0127	screenshot_slot	GitHub Copilot Coding Surface	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	assets/private_use_screenshots/i0180/A-0127_github_copilot_product_surface.png	acquisition_ready	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	replace_with_source_card	A-0260-020	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-020-copilot-entered-as-pair-programming-rhetoric.svg	yes	A-0260-020	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	310	warn	closed_replaced_by_source_card	retire_old_screenshot_slot_from_publication	Old screenshot/source-surface placeholder is replaced by an original lightweight source card; no permission request is required for the retired placeholder.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
I-0264	F20.05	CH20	A-0131	screenshot_slot	Claude Code Surface	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	assets/private_use_screenshots/i0180/A-0131_claude_code_product_surface.png	acquisition_ready	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	replace_with_source_card	A-0260-019	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-019-claude-code-turned-coding-into-an-agent-surface.svg	yes	A-0260-019	publish_after_repair_render_qa	no_empty_callout_ready_for_i0262_render	embedded_in_i0262_pdf	326	warn	closed_replaced_by_source_card	retire_old_screenshot_slot_from_publication	Old screenshot/source-surface placeholder is replaced by an original lightweight source card; no permission request is required for the retired placeholder.	I-0280 layout polish plus final rights/legal review for the finished PDF; do not revive old placeholder without fresh rights proof.
