pass_id	strip_id	strip_kind	chapter_range	asset_id	asset_title	asset_type	file_path	file_exists	sha256	story_purpose	source_url_or_path	rights_or_private_use_note	blocked_claims
I-0296	LP-LOGO-03	logo	CH08-CH13	A-0284-033	Hugging Face	logo	assets/logos/i0284/hugging-face.svg	yes	c167703fa2fb404f1de9bbbd38b6ac6c4c01dbeae49e7783521333ba03ab706a	model hub logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-03	logo	CH08-CH13	A-0284-040	GitHub	logo	assets/logos/i0284/github.svg	yes	476ba7aa67b86da7d6e7567b08a4bf0eb1a2fd28da5fc243f8ee39a2f1ea6773	coding agent/developer surface logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-03	logo	CH08-CH13	A-0287-026	OpenRouter	logo	assets/logos/i0287/openrouter.svg	yes	c34ab396f6c4940a7bc2a4a5e3cc64c280cd2ea6c3301ec7659ff95fab4d373a	model-router ecosystem logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-03	logo	CH08-CH13	A-0287-027	Ollama	logo	assets/logos/i0287/ollama.svg	yes	8d113044ac7b6a4bea46c335f8410a04976c2e6ae5beaf9fc6b823d90f8b05a0	local model runtime logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-03	logo	CH08-CH13	A-0284-047	Databricks	logo	assets/logos/i0284/databricks.svg	yes	cdb01580e2098562d976473baead2a72c56e1b052dd86070e091e6a7e2b10a49	data/model platform logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-03	logo	CH08-CH13	A-0284-048	Cloudflare	logo	assets/logos/i0284/cloudflare.svg	yes	32876bda81542203316d67b9623818ac60986897cac79f70e03e8f31f7b7f160	edge/inference infrastructure logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-03	logo	CH08-CH13	A-0287-045	Vercel	logo	assets/logos/i0287/vercel.svg	yes	075b9d221ef5a7ea63d85f140bd2d63007f31d3ed8ceec011abc3ffd529827e3	AI application deployment logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-03	logo	CH08-CH13	A-0287-046	Netlify	logo	assets/logos/i0287/netlify.svg	yes	f2d591c3a629c6ff7fa122646710526ed711584890dc1aeb9e864c2746f973f1	web deployment logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0284-041	Python	logo	assets/logos/i0284/python.svg	yes	a762008752dc999ad54e7e477194f12a1b2ce07c735be1f21b3b3af8f26eb7af	ML/software substrate logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0284-042	PyTorch	logo	assets/logos/i0284/pytorch.svg	yes	aaa16ace4553ae5eece75d9e2e0b4cb7fce1f340424631db5f9cd08fe6fa6ed2	training framework logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0284-043	TensorFlow	logo	assets/logos/i0284/tensorflow.svg	yes	9e57fe2766e52bcaea9d10dc7997ddaed61dabe21f5bfaccdd61b064bfd781be	ML framework logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0287-032	Jupyter	logo	assets/logos/i0287/jupyter.svg	yes	3f183c120635601352bccf48f06a5bc621eff1dd55ce6effe19d9f69951bce85	notebook/research workflow logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0287-033	Anaconda	logo	assets/logos/i0287/anaconda.svg	yes	2d424ddab21e4e87ce114c40d812231a43298cf445ee16cf4b597c288a2f62f1	Python data-science platform logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0287-034	NumPy	logo	assets/logos/i0287/numpy.svg	yes	1c2fcdec4b291799c3bae475e6aaff2fa694df88c5ae7181e3b62c72d51e9610	numerical computing logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0287-035	pandas	logo	assets/logos/i0287/pandas.svg	yes	7ff6ac657802511b4f2134ff37ff4c4fb8fca6bf3a9ffee1fb19e9469525913f	dataframe tooling logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0287-036	SciPy	logo	assets/logos/i0287/scipy.svg	yes	eed738f35737f1a3e2a50882305ff14523c60325125e15f73ba11360c54e9c3f	scientific computing logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0287-037	scikit-learn	logo	assets/logos/i0287/scikit-learn.svg	yes	422acd1156f9cf98d6f31dd5d743aa02f452a3f0e092309bdda36d468575fc53	classical ML library logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-04	logo	CH02-CH05	A-0284-050	Kaggle	logo	assets/logos/i0284/kaggle.svg	yes	21649ce1fb59ff25ebfef416d9c46f654e1b9b1f273e2fdfdd7e2f4498fb58f5	data/benchmark ecosystem logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-05	logo	CH18-CH21	A-0287-028	LangChain	logo	assets/logos/i0287/langchain.svg	yes	3ab96dbbc1a0ea806834eab1f9d144819bdd9fb880cd91dffb6f1b6df0a54a16	agent/application framework logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-05	logo	CH18-CH21	A-0287-038	FastAPI	logo	assets/logos/i0287/fastapi.svg	yes	faca76e57b2cb4164d3a51d680ce014fd925c7c96a993f2fafa109386758cad3	inference/API service logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-05	logo	CH18-CH21	A-0287-039	Go	logo	assets/logos/i0287/go.svg	yes	33e31a3d049683755ceb07b4a6abe830b2ee02e6ffeee408fe705ef078d3849e	systems language logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-05	logo	CH18-CH21	A-0287-040	Rust	logo	assets/logos/i0287/rust.svg	yes	fb4ca7ef5644310355c652029408aefa7710ab59abecbe386fdd300158ebfbe6	systems language logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-05	logo	CH18-CH21	A-0287-041	Node.js	logo	assets/logos/i0287/node-js.svg	yes	6c7826737490eb559312b3fdc8853db70ef48a9e035d1bac019efd6e1a1e1371	server/runtime logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-05	logo	CH18-CH21	A-0287-042	TypeScript	logo	assets/logos/i0287/typescript.svg	yes	662b9b049a06df067089cacc32c8a40e14b08e13b5874f397ccf3e70ef15872c	application tooling logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-05	logo	CH18-CH21	A-0287-043	JavaScript	logo	assets/logos/i0287/javascript.svg	yes	673a6f54d0788fccd0f0b024cc4372c98a9f1c1f43859ec6227a599630f236c7	web tooling logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-05	logo	CH18-CH21	A-0287-044	Vite	logo	assets/logos/i0287/vite.svg	yes	e350f3a5d8153c29e884dc94839c942e87bb4342ad51d6b9eddb72b85a9fe585	frontend tooling logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-06	logo	CH17-CH23	A-0287-029	OpenTelemetry	logo	assets/logos/i0287/opentelemetry.svg	yes	e58e9c5b51e396e95a8370ddecb307f5423dea88d5f4b781a269425f25669b1c	observability stack logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-06	logo	CH17-CH23	A-0287-030	Ray	logo	assets/logos/i0287/ray.svg	yes	0022652aa71de31c5f123655bf08a0d6604793b9443d65bb6bd387d2b09e39b7	distributed compute framework logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-06	logo	CH17-CH23	A-0287-031	Dask	logo	assets/logos/i0287/dask.svg	yes	d8bda4da59ff5bbc176c4ede0ff867ae9867fe4ef4a0146af2336239fd9855dd	distributed Python compute logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-06	logo	CH17-CH23	A-0287-047	PostgreSQL	logo	assets/logos/i0287/postgresql.svg	yes	bc45b1c56d0b1501dea387dbec4fda450d2ebc35244a620791815509d8c41dba	database substrate logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-06	logo	CH17-CH23	A-0287-048	Redis	logo	assets/logos/i0287/redis.svg	yes	4245419834dd111d83a8ed645a2e305c67faa0af5c5b864eb5f0991de156034c	cache/vector-adjacent infrastructure logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-06	logo	CH17-CH23	A-0287-049	MongoDB	logo	assets/logos/i0287/mongodb.svg	yes	cf259f556e99f2df9056e60f34ef0eed3eeb4d096dec34f251b0f7a3a5c76fdd	document database logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-06	logo	CH17-CH23	A-0287-050	Elastic	logo	assets/logos/i0287/elastic.svg	yes	7f9b09a42af2495394bcb6e5a4692409fbf78a3736c065bfb2014591f6ca3fea	search/observability logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-LOGO-06	logo	CH17-CH23	A-0284-049	Apache	logo	assets/logos/i0284/apache.svg	yes	302642204dac7b8342b359d3fe2341c0d09ef40af49fd9c196c3e305bd614477	open-source substrate logo	https://simpleicons.org/	private_use_brand_logo_from_simple_icons_public_cdn; Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-01	person	CH01-CH04	A-0284-064	Geoffrey Hinton	person_image	assets/people/i0284/geoffrey-hinton-profile-page.png	yes	bbf74994efe67872611f4260ba250610faa82bf2e9f211b932f3ac327354fc31	neural-network lineage human anchor	https://en.wikipedia.org/wiki/Geoffrey_Hinton	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-01	person	CH01-CH04	A-0284-065	Yoshua Bengio	person_image	assets/people/i0284/yoshua-bengio-profile-page.png	yes	f6faf2a7ad11aeaed1d962fc6d3c2d16e0f986b8e50452c599370b7de42d4b8e	deep-learning lineage human anchor	https://mila.quebec/en/person/yoshua-bengio/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-01	person	CH01-CH04	A-0284-063	Yann LeCun	person_image	assets/people/i0284/yann-lecun-profile-page.png	yes	598fe5bf50fbe4b1e5090e078130575ac74f8fb3e1fb307e44c376392f2722bb	open research/model debate human anchor	https://ai.meta.com/people/yann-lecun/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-01	person	CH01-CH04	A-0287-051	Andrew Ng	person_image	assets/people/i0287/person-0287-001-andrew-ng.png	yes	e76d83276c8fa6d7db54fb92dc94a80676b637be6359a401c96ca8fee4497305	AI education/cloud human anchor	https://www.andrewng.org/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-01	person	CH01-CH04	A-0287-064	Christopher Manning	person_image	assets/people/i0287/person-0287-014-christopher-manning.png	yes	8c631adbf080489daced69d4bf82e0b090bb78f5a04dc30f5bb7f06ce066b4eb	NLP lineage human anchor	https://nlp.stanford.edu/~manning/	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-01	person	CH01-CH04	A-0287-053	Oriol Vinyals	person_image	assets/people/i0287/person-0287-003-oriol-vinyals.png	yes	c2b2bb7f912ece6a5ca7cd4875f24c56f42507b7bb6881fe2c6b3ff9caecb568	seq2seq/deep learning human anchor	https://en.wikipedia.org/wiki/Oriol_Vinyals	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
I-0296	LP-PEOPLE-02	person	CH02-CH05	A-0287-054	Ashish Vaswani	person_image	assets/people/i0287/person-0287-004-ashish-vaswani.png	yes	5c97684ec70fcdf3c4481a777222384e4c92f3c60f9cd589c1f0dd2c07c7eaa6	Transformer human anchor	https://en.wikipedia.org/wiki/Ashish_Vaswani	private_use_public_profile_page_screenshot; Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	Visual identity/profile texture only; does not prove biography, adoption, capability, market position, safety, revenue, deployment, rank, or current product state.
