asset_id	category	subject	organization_or_role	source_page_url	source_asset_url	local_path	sha256	file_size	width	height	quality_score	quality_note	rights_status	story_purpose	blocked_claims
A-0284-011	source_image	Meta AI	Meta	https://ai.meta.com/	https://scontent-iad3-1.xx.fbcdn.net/v/t39.2365-6/384127954_1010009116964035_2906046058102555347_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=aa6a2f&_nc_ohc=mJvQePiH9wsQ7kNvwHUcdIl&_nc_oc=Adpj5C1ZiZt4t23N0O7WPsojUb0dlvKhLfplwD_ivITyhSnSy19asdE06KJQncUXSXVRFfuPZQcsUmijCGId7rf4&_nc_zt=14&_nc_ht=scontent-iad3-1.xx&_nc_gid=tSWMF1ZCN2c5anbQKOwjYA&_nc_ss=7b289&oh=00_Af7MiZzO-NNgwrMwMTewX8ExhN9q1UTh_MQ3Ap0JnTz--Q&oe=6A1C6B45	assets/private_use_photos/i0284_source_images/meta-meta-ai.jpg	87f0b4693c75cd9d8b6d92e180ac3888c630c8b194bbdf58735ee2b08f2880c1	60601	3840	2160	100.0	mp=8.29; contrast=218	private_use_source_image_from_public_page	Meta AI product/lab surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-012	source_image	Google Gemini	Google	https://gemini.google.com/	https://www.gstatic.com/lamda/images/gemini_aurora_thumbnail_4g_e74822ff0ca4259beb718.png	assets/private_use_photos/i0284_source_images/google-google-gemini.png	df32d93c0aa9ba1de43e04d431e2bebe027ab2449008d5aa226d076c3c433be3	29249	1920	1080	100.0	mp=2.07; contrast=239	private_use_source_image_from_public_page	Gemini interface surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-013	source_image	Google Cloud AI	Google	https://cloud.google.com/products/ai	https://cloud.google.com/_static/cloud/images/social-icon-google-cloud-1200-630.png	assets/private_use_photos/i0284_source_images/google-google-cloud-ai.png	0ec88e23351289c4bff7320ac0c0d06cd4f62ce135a36f6c498b38f470263bf9	17405	1200	630	100.0	mp=0.76; contrast=210	private_use_source_image_from_public_page	cloud AI product surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-014	source_image	GitHub Copilot	GitHub	https://github.com/features/copilot	https://images.ctfassets.net/8aevphvgewt8/5IdZ8KizWhMOGixAmVSw0g/f81f5f263a88eabe5d3e102300d44a88/github-copilot-social-img.png	assets/private_use_photos/i0284_source_images/github-github-copilot.png	761c4f30e78e7ea5375f5e511c6b27269956c8121a10325a2c080396ad13a530	349739	1200	630	100.0	mp=0.76; contrast=255	private_use_source_image_from_public_page	coding assistant product surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-015	source_image	ASML	ASML	https://www.asml.com/en	https://edge.sitecorecloud.io/asmlnetherlaaea-asmlcom-prd-5369/media/project/asmlcom/asmlcom/asml/images/home/hero-people.jpg?h=1199&iar=0&w=1600	assets/private_use_photos/i0284_source_images/asml-asml.jpg	6af651d5ea2ce744ba0c179c64d27ea726cb4291b98023398ca31384c0c3c809	156031	1600	1199	100.0	mp=1.92; contrast=247	private_use_source_image_from_public_page	semiconductor supply-chain surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-016	source_image	Hugging Face	Hugging Face	https://huggingface.co/	https://huggingface.co/front/thumbnails/v2-2.png	assets/private_use_photos/i0284_source_images/hugging-face-hugging-face.png	feb117d71bf076fd7bc7a34501642960534e350d01280e50c34128d095f4cd65	45928	1200	648	100.0	mp=0.78; contrast=255	private_use_source_image_from_public_page	open model hub surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-017	source_image	Mistral AI	Mistral AI	https://mistral.ai/	https://cms.mistral.ai/assets/060bdeb1-fbff-419c-b2ae-b32b5e441864	assets/private_use_photos/i0284_source_images/mistral-ai-mistral-ai.png	50bfee679a813b9d68f037f89168a4ffa47045a5d0dc9be002c379aa1c6de88e	97261	4800	2520	100.0	mp=12.10; contrast=250	private_use_source_image_from_public_page	European frontier lab surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-018	source_image	xAI	xAI	https://x.ai/	https://x.ai/opengraph-image-1j7jya.png?opengraph-image.170lo5~ctoj1o.png?dpl=b073e091baf1698ba03581949a18cac868b9fc1a	assets/private_use_photos/i0284_source_images/xai-xai.png	a7281fd44422e6fc4115f56469bddf3f0df17013465f1e6958cad5e1c4e6fd8f	20252	2400	1260	100.0	mp=3.02; contrast=255	private_use_source_image_from_public_page	frontier lab product surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-019	source_image	PyTorch	PyTorch	https://pytorch.org/	https://pytorch.org/wp-content/uploads/2025/01/pytorch_seo.png	assets/private_use_photos/i0284_source_images/pytorch-pytorch.png	6a4397f67f74d4cd7db19b297d6c1f8b49e355086028274f5f141732bad30a93	1020339	1920	1080	100.0	mp=2.07; contrast=250	private_use_source_image_from_public_page	ML tooling surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-020	source_image	CUDA Toolkit	NVIDIA	https://developer.nvidia.com/cuda-toolkit	https://developer.download.nvidia.com/images/og-default.jpg	assets/private_use_photos/i0284_source_images/nvidia-cuda-toolkit.jpg	933017867f7e088ee67c190a356c2dfb40e79cbf9238de60f5d79143f7efdacf	390678	1200	630	100.0	mp=0.76; contrast=252	private_use_source_image_from_public_page	CUDA tooling surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-021	source_image	LMArena	LMArena	https://lmarena.ai/	https://indexable.arena.ai/routes/arena-preview--og-twitter--1200x630--v1.png	assets/private_use_photos/i0284_source_images/lmarena-lmarena.png	1fc0809d7fc588c29b49c3d94b573e1fe27c28a25c393d3f514defed5ca1f662	259148	1200	630	100.0	mp=0.76; contrast=245	private_use_source_image_from_public_page	leaderboard surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-022	source_image	Oracle AI	Oracle	https://www.oracle.com/artificial-intelligence/	https://www.oracle.com/a/ocom/img/social-og-ai-1200x628.jpg	assets/private_use_photos/i0284_source_images/oracle-oracle-ai.png	54526d903344d5dbe8effb9b4be924caf7996eb360baec451e07802beb493df1	96544	1200	630	100.0	mp=0.76; contrast=229	private_use_source_image_from_public_page	cloud AI surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-023	source_image	IBM watsonx	IBM	https://www.ibm.com/watsonx	https://www.ibm.com/content/dam/adobe-cms/default-images/Leadspace-bg-img-desktop.png/_jcr_content/renditions/cq5dam.web.1280.1280.jpeg	assets/private_use_photos/i0284_source_images/ibm-ibm-watsonx.jpg	d834b0e61f9d7d4dfa01fc03d35112d0422999b58956c72c3ee2ed99197bcfbf	34741	1280	720	100.0	mp=0.92; contrast=152	private_use_source_image_from_public_page	enterprise AI platform surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-024	source_image	Databricks ML	Databricks	https://www.databricks.com/product/machine-learning	https://www.databricks.com/sites/default/files/2023-11/databricks-og-universal.png	assets/private_use_photos/i0284_source_images/databricks-databricks-ml.png	483267681b42984fd64e892f21a308ca01f73ab0f24a11fb40ca52102d6e1759	7922	1200	628	100.0	mp=0.75; contrast=226	private_use_source_image_from_public_page	data/model platform surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-025	source_image	Snowflake Cortex	Snowflake	https://www.snowflake.com/en/data-cloud/cortex/	https://www.snowflake.com/content/dam/snowflake-site/general/technical/default-og-image/snowflake-social-share.png	assets/private_use_photos/i0284_source_images/snowflake-snowflake-cortex.png	ccb8051c164f9038ae599949d7fdc2c2635ae0974b7d04ce91b98d388750d94f	144779	1200	630	100.0	mp=0.76; contrast=163	private_use_source_image_from_public_page	data cloud AI surface	Visual texture only; does not prove current product state, adoption, performance, revenue, safety, or benchmark rank.
A-0284-026	logo	NVIDIA	NVIDIA	https://simpleicons.org/	https://cdn.simpleicons.org/nvidia	assets/logos/i0284/nvidia.svg	db04aa87719392f22aa280fa0c9086d70d9e805024749747676fea820f7b00b4	896	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	hardware/AI factory logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-027	logo	AMD	AMD	https://simpleicons.org/	https://cdn.simpleicons.org/amd	assets/logos/i0284/amd.svg	7f331fc622a549ee61f0c2288102738e6998842a626516a331da898055e0251f	582	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	accelerator competitor logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-028	logo	Anthropic	Anthropic	https://simpleicons.org/	https://cdn.simpleicons.org/anthropic	assets/logos/i0284/anthropic.svg	1c10881e4729127e1a86e569613d786240acae13eacfa01860be065b66260e36	296	24	24	45.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	Claude lab logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-029	logo	Meta	Meta	https://simpleicons.org/	https://cdn.simpleicons.org/meta	assets/logos/i0284/meta.svg	18e15e0cd6ef858aa8b054db472f83870e5e2ef15f9b19554480c89c93c264e1	1339	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	Llama/open-weight logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-030	logo	Google	Google	https://simpleicons.org/	https://cdn.simpleicons.org/google	assets/logos/i0284/google.svg	147b64b183daad84440103815845150903f6175357419b0ccf2e5a6b622e62fa	472	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	Gemini/DeepMind ecosystem logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-031	logo	Google Cloud	Google Cloud	https://simpleicons.org/	https://cdn.simpleicons.org/googlecloud	assets/logos/i0284/google-cloud.svg	eb848405c6a1ed56510e7cc88ffe6e2e12cd8331be4b0c8c31048d0b0e6d53a9	698	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	cloud AI logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-032	logo	Alibaba Cloud	Alibaba Cloud	https://simpleicons.org/	https://cdn.simpleicons.org/alibabacloud	assets/logos/i0284/alibaba-cloud.svg	cb21fc53f968aa327c69a21965684e3d82f87a183683611d20743ff233e3930d	562	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	Qwen/cloud ecosystem logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-033	logo	Hugging Face	Hugging Face	https://simpleicons.org/	https://cdn.simpleicons.org/huggingface	assets/logos/i0284/hugging-face.svg	c167703fa2fb404f1de9bbbd38b6ac6c4c01dbeae49e7783521333ba03ab706a	3042	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	model hub logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-034	logo	Mistral AI	Mistral AI	https://simpleicons.org/	https://cdn.simpleicons.org/mistralai	assets/logos/i0284/mistral-ai.svg	5d6abe5c18446f7971139b2f472b1b1d8cf29db04af332091023d018800cfbd1	305	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	European frontier lab logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-035	logo	xAI/X	xAI/X	https://simpleicons.org/	https://cdn.simpleicons.org/x	assets/logos/i0284/xai-x.svg	07099f0e2eea46fe8cef6a2422dee63e1aa98c3cab07f3edf9a0b333314f758b	314	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	frontier lab/social owner logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-036	logo	Baidu	Baidu	https://simpleicons.org/	https://cdn.simpleicons.org/baidu	assets/logos/i0284/baidu.svg	c06b13de3ac002d1913b2ca7c74508e9333bddbb0f487672f50d3f204795dd55	1406	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	China model/cloud logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-037	logo	Xiaomi	Xiaomi	https://simpleicons.org/	https://cdn.simpleicons.org/xiaomi	assets/logos/i0284/xiaomi.svg	20fb26a3565ed90895c0f29ad006301a5dd9cede687b3ff4a27a0758ad0f9ede	918	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	MiMo model-lab adjacent logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-038	logo	Intel	Intel	https://simpleicons.org/	https://cdn.simpleicons.org/intel	assets/logos/i0284/intel.svg	1aaabc290721962add2932064d9a235cfdcaa6763b1e2c774daf3ff34416df98	1832	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	CPU/accelerator ecosystem logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-039	logo	Arm	Arm	https://simpleicons.org/	https://cdn.simpleicons.org/arm	assets/logos/i0284/arm.svg	773276c603b62ffc0c9fb3ac6d13bcfc6d962d7f53a212394b8a7a6d71ada62e	1043	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	CPU ecosystem logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-040	logo	GitHub	GitHub	https://simpleicons.org/	https://cdn.simpleicons.org/github	assets/logos/i0284/github.svg	476ba7aa67b86da7d6e7567b08a4bf0eb1a2fd28da5fc243f8ee39a2f1ea6773	837	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	coding agent/developer surface logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-041	logo	Python	Python	https://simpleicons.org/	https://cdn.simpleicons.org/python	assets/logos/i0284/python.svg	a762008752dc999ad54e7e477194f12a1b2ce07c735be1f21b3b3af8f26eb7af	1533	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	ML/software substrate logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-042	logo	PyTorch	PyTorch	https://simpleicons.org/	https://cdn.simpleicons.org/pytorch	assets/logos/i0284/pytorch.svg	aaa16ace4553ae5eece75d9e2e0b4cb7fce1f340424631db5f9cd08fe6fa6ed2	466	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	training framework logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-043	logo	TensorFlow	TensorFlow	https://simpleicons.org/	https://cdn.simpleicons.org/tensorflow	assets/logos/i0284/tensorflow.svg	9e57fe2766e52bcaea9d10dc7997ddaed61dabe21f5bfaccdd61b064bfd781be	300	24	24	45.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	ML framework logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-044	logo	Docker	Docker	https://simpleicons.org/	https://cdn.simpleicons.org/docker	assets/logos/i0284/docker.svg	ba1fb157870b2ec02e054aed42154ac7418e25af91ec321fd328d17cad4023cd	1780	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	deployment/tooling logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-045	logo	Kubernetes	Kubernetes	https://simpleicons.org/	https://cdn.simpleicons.org/kubernetes	assets/logos/i0284/kubernetes.svg	76037c7167ffdf86e7e014871ba0f42faa38e016c4e5a40aa3b3b011ce789587	3580	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	infrastructure orchestration logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-046	logo	Linux	Linux	https://simpleicons.org/	https://cdn.simpleicons.org/linux	assets/logos/i0284/linux.svg	5c3b1603cef1303295aa3f96b738cc5df018ce76642e3f0183b519aed9a18d39	5478	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	software substrate logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-047	logo	Databricks	Databricks	https://simpleicons.org/	https://cdn.simpleicons.org/databricks	assets/logos/i0284/databricks.svg	cdb01580e2098562d976473baead2a72c56e1b052dd86070e091e6a7e2b10a49	437	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	data/model platform logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-048	logo	Cloudflare	Cloudflare	https://simpleicons.org/	https://cdn.simpleicons.org/cloudflare	assets/logos/i0284/cloudflare.svg	32876bda81542203316d67b9623818ac60986897cac79f70e03e8f31f7b7f160	1193	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	edge/inference infrastructure logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-049	logo	Apache	Apache	https://simpleicons.org/	https://cdn.simpleicons.org/apache	assets/logos/i0284/apache.svg	302642204dac7b8342b359d3fe2341c0d09ef40af49fd9c196c3e305bd614477	2839	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	open-source substrate logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-050	logo	Kaggle	Kaggle	https://simpleicons.org/	https://cdn.simpleicons.org/kaggle	assets/logos/i0284/kaggle.svg	21649ce1fb59ff25ebfef416d9c46f654e1b9b1f273e2fdfdd7e2f4498fb58f5	3580	24	24	90.0	svg_vector	private_use_brand_logo_from_simple_icons_public_cdn	data/benchmark ecosystem logo	Logo identifies an actor only; it does not imply endorsement, partnership, market share, model quality, or current product status.
A-0284-051	person_image	Jensen Huang	NVIDIA founder and CEO	https://en.wikipedia.org/wiki/Jensen_Huang	https://upload.wikimedia.org/wikipedia/commons/e/e6/Jen-Hsun_Huang_2025.jpg	assets/people/i0284/jensen-huang.jpg	a446ae394d861e4035c7d1909426bec75f5bdd5af3649d4708e480d3698176b9	457519	645	839	100.0	mp=0.54; contrast=255	private_use_public_profile_image_from_wikipedia_summary	hardware/AI factory human anchor	Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.
A-0284-052	person_image	Sam Altman	OpenAI CEO	https://en.wikipedia.org/wiki/Sam_Altman	https://upload.wikimedia.org/wikipedia/commons/f/f8/Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped_3%29.jpg	assets/people/i0284/sam-altman.jpg	9c0463033365494acbeaac416b5cef1a887b676a0a2b3950b4cb0650650fecf4	1882904	1648	2181	100.0	mp=3.59; contrast=255	private_use_public_profile_image_from_wikipedia_summary	ChatGPT/OpenAI human anchor	Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.
A-0284-053	person_image	Ilya Sutskever	OpenAI cofounder and researcher	https://en.wikipedia.org/wiki/Ilya_Sutskever	https://upload.wikimedia.org/wikipedia/commons/d/d4/Ilya_Sutskever_and_Sam_Altman_in_TAU_%28cropped%29.jpg	assets/people/i0284/ilya-sutskever.jpg	6cf9275afe463cac9bbf702600c41835effc5e99fdee8cb820cda0170240078d	11619	192	287	100.0	mp=0.06; contrast=244	private_use_public_profile_image_from_wikipedia_summary	scaling/alignment human anchor	Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.
A-0284-054	person_image	Andrej Karpathy	researcher and former OpenAI/Tesla leader	https://en.wikipedia.org/wiki/Andrej_Karpathy	https://upload.wikimedia.org/wikipedia/commons/c/c0/Andrej_Karpathy%2C_OpenAI.png	assets/people/i0284/andrej-karpathy.png	8e6f269c2c07528183789c73487fc26b736a1b2e78ecf71460a50eadb5e5ad5d	423498	490	665	100.0	mp=0.33; contrast=188	private_use_public_profile_image_from_wikipedia_summary	software/LLM education human anchor	Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.
A-0284-055	person_image	Lisa Su	AMD chair and CEO	https://www.amd.com/en/corporate/leadership/lisa-su.html	https://www.amd.com/en/corporate/leadership/lisa-su.html	assets/people/i0284/lisa-su-profile-page.png	fac2d0fd0a114f643ae122ef466b7b572ee95543bf68d010a8dc1f92c322ae16	17552	1200	900	99.0	profile_page_screenshot; mp=1.08; contrast=130	private_use_public_profile_page_screenshot	accelerator competitor human anchor	Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.
A-0284-056	person_image	Greg Brockman	OpenAI cofounder	https://en.wikipedia.org/wiki/Greg_Brockman	https://en.wikipedia.org/wiki/Greg_Brockman	assets/people/i0284/greg-brockman-profile-page.png	df2a9d88cc43afb870118a7fa9304cf82b5093df053e49a2a3fff8d624ad5e7a	246156	1200	900	100.0	profile_page_screenshot; mp=1.08; contrast=255	private_use_public_profile_page_screenshot	OpenAI systems/product human anchor	Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.
A-0284-057	person_image	Dario Amodei	Anthropic cofounder and CEO	https://en.wikipedia.org/wiki/Dario_Amodei	https://en.wikipedia.org/wiki/Dario_Amodei	assets/people/i0284/dario-amodei-profile-page.png	097023cf299370d8469d6c6cc32f684e4b26c482e6c752a3680e24307f10b9f5	248890	1200	900	100.0	profile_page_screenshot; mp=1.08; contrast=255	private_use_public_profile_page_screenshot	Claude/alignment human anchor	Public-profile page screenshot only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.
