"audit_id"	"chapter"	"asset_id"	"asset_type"	"file_path"	"width"	"height"	"color_count"	"color_sample"	"min_font_px"	"max_stroke_width"	"has_title"	"has_desc"	"has_role_img"	"warm_paper_gate"	"source_label_gate"	"caveat_label_gate"	"small_font_gate"	"style_gate"
"I0218-SVG-034"	"15"	"A-0024"	"svg_claim_card"	"assets/visual_system/gtc-page29-ai-factory-thesis-card.svg"	"1200"	"720"	"8"	"#20242a;#222831;#47733f;#5f6872;#a14f34;#dceccf;#f4d7ca;#f5f6ef"	"17"	"2"	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-035"	"15"	"A-0027"	"svg_claim_card"	"assets/visual_system/gtc-page49-system-comparison-card.svg"	"1200"	"720"	"8"	"#20242a;#222831;#47733f;#5f6872;#a14f34;#e3f0de;#f4d7ca;#f7f4ef"	"17"	"2"	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-036"	"15"	"A-0028"	"svg_claim_card"	"assets/visual_system/gtc-page50-roadmap-card.svg"	"1200"	"720"	"8"	"#20242a;#222831;#3c6382;#5f6872;#a14f34;#e4edf7;#f4d7ca;#f4f6f2"	"17"	"2"	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-037"	"15"	"A-0029"	"svg_claim_card"	"assets/visual_system/gtc-page51-dsx-platform-card.svg"	"1200"	"720"	"8"	"#20242a;#222831;#2b6573;#5f6872;#a14f34;#dbeef3;#f4d7ca;#f5f6ef"	"17"	"2"	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-038"	"16"	"A-0015"	"svg_diagram"	"assets/visual_system/power-to-token-flow.svg"	"1280"	"760"	"46"	"#173f48;#1f2933;#26323d;#2d6f7e;#303948;#344829;#383059;#4f6470;#52616f;#572727"	"11,5"	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_small_text"	"style_contract_review"
"I0218-SVG-039"	"16"	"A-0020"	"svg_diagram"	"assets/visual_system/chapter16-data-center-load-scenarios.svg"	"1200"	"760"	"10"	"#20242a;#222831;#30343b;#47733f;#5f6872;#7b838c;#a45a28;#dceccf;#f5dfc8;#f6f3ea"	"17"	"4"	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-040"	"16"	"A-0021"	"svg_diagram"	"assets/visual_system/chapter16-interconnection-queue-schematic.svg"	"1200"	"760"	"11"	"#20242a;#232931;#3c6382;#47733f;#4b5560;#5f6872;#a45a28;#dceccf;#e5edf7;#f4f6f2"	"17"	"3"	"yes"	"yes"	"yes"	"review"	"yes"	"review"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-041"	"16"	"A-0022"	"svg_diagram"	"assets/visual_system/chapter16-cooling-rack-density-note.svg"	"1200"	"760"	"11"	"#20242a;#222831;#2b6573;#4b5560;#5f6872;#655285;#a14f34;#dbeef3;#ece7f3;#f4d7ca"	"17"	"3"	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-042"	"16"	"A-0023"	"svg_diagram"	"assets/visual_system/chapter16-clean-power-physical-supply.svg"	"1200"	"760"	"12"	"#20242a;#222831;#3c6382;#47733f;#4b5560;#5f6872;#6f7780;#a45a28;#e3f0de;#e4edf7"	"17"	"3"	"yes"	"yes"	"yes"	"yes"	"yes"	"review"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-043"	"17"	"A-0064"	"svg_diagram"	"assets/visual_system/chapter17-tokenization-ladder.svg"	"1200"	"760"	"11"	"#0f8b6f;#1f2933;#2563eb;#5d6470;#c2412d;#c8c1b5;#e7efff;#e8f5ef;#f7f4ee;#fff0ec"	"12"	"4"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"review_small_text"	"style_contract_review"
"I0218-SVG-044"	"17"	"A-0065"	"svg_diagram"	"assets/visual_system/chapter17-web-corpus-filter-funnel.svg"	"1200"	"760"	"11"	"#0f8b6f;#1f2933;#5d6470;#b7791f;#c2412d;#c8c1b5;#e8f5ef;#f7f4ee;#fff0ec;#fff3d8"	"12"	"4"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"review_small_text"	"style_contract_review"
"I0218-SVG-045"	"17"	"A-0066"	"svg_diagram"	"assets/visual_system/chapter17-data-mixture-control-board.svg"	"1200"	"760"	"13"	"#0f8b6f;#1f2933;#2563eb;#5d6470;#6d5bd0;#b7791f;#c2412d;#c8c1b5;#e7efff;#e8f5ef"	"12"	"4"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"review_small_text"	"style_contract_review"
"I0218-SVG-046"	"17"	"A-0067"	"svg_diagram"	"assets/visual_system/chapter17-memorization-contamination-blocker-map.svg"	"1200"	"760"	"13"	"#0f8b6f;#1f2933;#2563eb;#5d6470;#b7791f;#c2412d;#c8c1b5;#e7efff;#e8f5ef;#f7f4ee"	"12"	"4"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"review_small_text"	"style_contract_review"
"I0218-SVG-047"	"18"	"A-0060"	"svg_diagram"	"assets/visual_system/chapter18-rag-evidence-conveyor.svg"	"1200"	"760"	"11"	"#0f8b6f;#1f2933;#2563eb;#5d6470;#c2412d;#c8c1b5;#e7efff;#e8f5ef;#f7f4ee;#fff0ec"	"12"	"4"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"review_small_text"	"style_contract_review"
"I0218-SVG-048"	"18"	"A-0061"	"svg_diagram"	"assets/visual_system/chapter18-function-call-boundary.svg"	"1200"	"760"	"13"	"#0f8b6f;#1f2933;#2563eb;#5d6470;#b7791f;#c2412d;#c8c1b5;#e7efff;#e8f5ef;#f7f4ee"	"12"	"4"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"review_small_text"	"style_contract_review"
"I0218-SVG-049"	"18"	"A-0062"	"svg_diagram"	"assets/visual_system/chapter18-agent-loop-harness.svg"	"1200"	"760"	"13"	"#0f8b6f;#1f2933;#2563eb;#5d6470;#b7791f;#c2412d;#c8c1b5;#e7efff;#e8f5ef;#f7f4ee"	"12"	"4"	"yes"	"yes"	"yes"	"yes"	"yes"	"review"	"review_small_text"	"style_contract_review"
"I0218-SVG-050"	"18"	"A-0063"	"svg_diagram"	"assets/visual_system/chapter18-prompt-injection-boundary.svg"	"1200"	"760"	"11"	"#0f8b6f;#1f2933;#2563eb;#5d6470;#c2412d;#c8c1b5;#e7efff;#e8f5ef;#f7f4ee;#fff0ec"	"12"	"4"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"review_small_text"	"style_contract_review"
"I0218-SVG-051"	"19"	"A-0090"	"svg_diagram"	"assets/visual_system/chapter19-code-as-language-ladder.svg"	"1200"	"760"	"19"	"#111827;#137333;#174ea6;#1f2937;#202124;#34a853;#374151;#4285f4;#4b5563;#8a5a00"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-052"	"19"	"A-0091"	"svg_diagram"	"assets/visual_system/chapter19-editor-to-repository-workflow.svg"	"1200"	"760"	"21"	"#111827;#137333;#174ea6;#1f2937;#202124;#34a853;#374151;#4285f4;#4b5563;#5f6368"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-053"	"19"	"A-0092"	"svg_diagram"	"assets/visual_system/chapter19-benchmark-ladder.svg"	"1200"	"760"	"19"	"#111827;#137333;#174ea6;#1f2937;#202124;#34a853;#374151;#4285f4;#4b5563;#8a5a00"	""	""	"yes"	"yes"	"yes"	"review"	"review"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-054"	"19"	"A-0093"	"svg_diagram"	"assets/visual_system/chapter19-repository-as-prompt.svg"	"1200"	"760"	"17"	"#111827;#137333;#174ea6;#1f2937;#202124;#34a853;#374151;#4285f4;#4b5563;#5f6368"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-055"	"20"	"A-0032"	"svg_diagram"	"assets/visual_system/chapter20-coding-agent-harness-loop.svg"	"1200"	"760"	"13"	"#20242a;#242a31;#2f6392;#32745c;#3f4650;#5e6670;#9a6b20;#a14f34;#e7eff8;#e7f3ed"	"15"	"3"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-056"	"20"	"A-0033"	"svg_diagram"	"assets/visual_system/chapter20-benchmark-caveat-matrix.svg"	"1200"	"760"	"11"	"#20242a;#242a31;#2b6573;#4b7a44;#5e6670;#a14f34;#c7c1b7;#e7f1e5;#e8f1f4;#f7e5dc"	"14"	"2"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-057"	"20"	"A-0034"	"svg_diagram"	"assets/visual_system/chapter20-tool-call-lifecycle.svg"	"1200"	"760"	"13"	"#20242a;#242a31;#2f6392;#32745c;#3f4650;#5e6670;#9a6b20;#a14f34;#e7eff8;#e7f3ed"	"14"	"3"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-058"	"20"	"A-0035"	"svg_diagram"	"assets/visual_system/chapter20-productivity-blocker-map.svg"	"1200"	"760"	"10"	"#20242a;#2b6573;#3f4650;#4b7a44;#5e6670;#a14f34;#e7f1e5;#e8f1f4;#f7e5dc;#f7f5ef"	"14"	"3"	"yes"	"yes"	"yes"	"yes"	"yes"	"yes"	"ok"	"style_contract_baseline_ok"
"I0218-SVG-059"	"21"	"A-0078"	"svg_diagram"	"assets/visual_system/chapter21-train-vs-test-time-compute.svg"	"1200"	"760"	"12"	"#111827;#16a34a;#1f2937;#2563eb;#4b5563;#6b7280;#7c3aed;#d1d5db;#d97706;#fbfaf7"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-060"	"21"	"A-0079"	"svg_diagram"	"assets/visual_system/chapter21-verifier-search-loop.svg"	"1200"	"760"	"18"	"#0f172a;#111827;#14532d;#16a34a;#1e3a8a;#1f2937;#2563eb;#334155;#475569;#4c1d95"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-061"	"21"	"A-0080"	"svg_diagram"	"assets/visual_system/chapter21-inference-contract-matrix.svg"	"1200"	"760"	"10"	"#111827;#4b5563;#6b7280;#78350f;#d1d5db;#d97706;#e5e7eb;#fef3c7;#fffdf8;#ffffff"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-062"	"21"	"A-0081"	"svg_diagram"	"assets/visual_system/chapter21-reasoning-budget-routing-map.svg"	"1200"	"760"	"18"	"#111827;#14532d;#16a34a;#1e3a8a;#1f2937;#2563eb;#4b5563;#6b7280;#78350f;#881337"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-063"	"22"	"A-0082"	"svg_diagram"	"assets/visual_system/chapter22-token-meter.svg"	"1200"	"760"	"16"	"#111827;#14532d;#16a34a;#1e3a8a;#1f2937;#2563eb;#334155;#4b5563;#6b7280;#78350f"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-064"	"22"	"A-0083"	"svg_diagram"	"assets/visual_system/chapter22-routing-caching-batching-levers.svg"	"1200"	"760"	"16"	"#0f172a;#111827;#14532d;#16a34a;#1e3a8a;#1f2937;#2563eb;#475569;#4c1d95;#64748b"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-065"	"22"	"A-0084"	"svg_diagram"	"assets/visual_system/chapter22-subscription-api-bundle-map.svg"	"1200"	"760"	"16"	"#111827;#14532d;#16a34a;#1e3a8a;#1f2937;#2563eb;#334155;#4b5563;#6b7280;#78350f"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-066"	"22"	"A-0085"	"svg_diagram"	"assets/visual_system/chapter22-margin-roi-blocker-grid.svg"	"1200"	"760"	"12"	"#111827;#14532d;#4b5563;#6b7280;#78350f;#881337;#d1d5db;#d97706;#e5e7eb;#f9fafb"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-067"	"23"	"A-0074"	"svg_diagram"	"assets/visual_system/chapter23-failure-mode-map.svg"	"1200"	"760"	"21"	"#0369a1;#0c4a6e;#111827;#14532d;#151515;#15803d;#1f2937;#334155;#475569;#4b5563"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-068"	"23"	"A-0075"	"svg_diagram"	"assets/visual_system/chapter23-trust-stack.svg"	"1200"	"760"	"23"	"#0284c7;#0c4a6e;#0f172a;#14532d;#16a34a;#1f2937;#334155;#475569;#4c1d95;#64748b"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"review"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-069"	"23"	"A-0076"	"svg_diagram"	"assets/visual_system/chapter23-eval-blind-spot-matrix.svg"	"1200"	"760"	"10"	"#111827;#4b5563;#6b7280;#78350f;#d1d5db;#d97706;#e5e7eb;#fef3c7;#fffdf8;#ffffff"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-070"	"23"	"A-0077"	"svg_diagram"	"assets/visual_system/chapter23-provenance-workflow.svg"	"1200"	"760"	"21"	"#0891b2;#111827;#14532d;#164e63;#16a34a;#1e3a8a;#1f2937;#2563eb;#334155;#475569"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
"I0218-SVG-071"	"24"	"A-0108"	"svg_diagram"	"assets/visual_system/chapter24-next-token-stack-map.svg"	"1200"	"780"	"8"	"#1f2933;#52606d;#b7791f;#d9e8e2;#eef0d4;#f7f3ea;#fff7d6;#ffffff"	""	""	"yes"	"yes"	"yes"	"review"	"yes"	"yes"	"review_no_font_sizes"	"style_contract_review"
