pass_id	figure_id	chapter	asset_id	asset_type	page	image_count	largest_image_width_in	largest_image_height_in	largest_image_area_pct	caption_present	source_note_present	rights_stage_present	min_caption_font_pt	image_within_page	caption_collision	source_note_proximity	legibility_status	issues
I-0293	F09.02	CH09	A-0289-004	benchmark_model_card_surface_documentation_surface	71	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F09.03	CH09	A-0288-016	source_surface_pdf_technical_report_page	73	1	2.58	3.65	17.5	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F09.04	CH09	A-0289-T001	benchmark_model_landscape_table	75	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F09.05	CH09	A-0287-015	real_world_source_image	77	1	4.83	3.26	29.2	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F10.01	CH10	A-0288-009	source_surface_paper_report_excerpt	80	1	2.72	3.51	17.7	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F10.02	CH10	A-0286-004	benchmark_model_card_surface_model_card	82	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F10.03	CH10	A-0286-011	benchmark_model_card_surface_model_card	84	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F10.04	CH10	A-0287-019	real_world_source_image	86	1	4.83	3.26	29.2	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F10.05	CH10	A-0285-008	source_surface_paper_report_excerpt	88	1	2.72	3.52	17.7	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F11.01	CH11	A-0289-001	benchmark_model_card_surface_model_card	90	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F11.02	CH11	A-0289-002	benchmark_model_card_surface_model_card	92	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F11.03	CH11	A-0285-010	source_surface_paper_report_excerpt	94	1	2.72	3.52	17.7	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F11.04	CH11	A-0288-017	source_surface_pdf_technical_report_page	96	1	2.58	3.65	17.5	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F11.05	CH11	A-0285-011	source_surface_paper_report_excerpt	98	1	2.49	3.52	16.3	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F12.01	CH12	A-0094	svg_diagram	102	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F12.02	CH12	A-0095	svg_diagram	103	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F12.03	CH12	A-0096	svg_diagram	106	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F12.04	CH12	A-0097	svg_diagram	109	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F12.05	CH12	A-0260-017	source_excerpt_card_svg	107	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F12.06	CH12	A-0260-018	source_excerpt_card_svg	108	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F13.01	CH13	A-0286-009	benchmark_model_card_surface_leaderboard_surface	115	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F13.02	CH13	A-0289-T005	benchmark_model_landscape_table	118	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F13.03	CH13	A-0289-T002	benchmark_model_landscape_table	121	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F14.01	CH14	A-0071	svg_diagram	124	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F14.02	CH14	A-0072	svg_diagram	125	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F14.03	CH14	A-0073	svg_diagram	127	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F14.04	CH14	A-0261-001	svg_repair_source_card	129	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F14.05	CH14	A-0261-002	svg_repair_source_card	130	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F14.06	CH14	A-0287-002	real_world_source_image	132	1	4.83	3.26	29.2	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F15.01	CH15	A-0287-001	real_world_source_image	134	1	4.83	3.26	29.2	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F15.02	CH15	A-0284-051	real_world_person_image	136	1	1.77	2.30	7.5	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F15.03	CH15	A-0285-019	source_surface_pdf_presentation_page	138	1	4.83	2.72	24.3	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F15.04	CH15	A-0285-018	source_surface_pdf_presentation_page	139	1	4.83	2.72	24.3	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F15.05	CH15	A-0029	svg_claim_card	141	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F15.06	CH15	A-0285-017	source_surface_pdf_presentation_page	142	1	4.83	2.72	24.3	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F15.07	CH15	A-0260-022	source_excerpt_card_svg	144	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.01	CH16	A-0015	svg_diagram	148	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.02	CH16	A-0020	svg_diagram	149	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.03	CH16	A-0021	svg_diagram	151	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.04	CH16	A-0288-014	source_surface_pdf_presentation_page	152	1	4.83	2.72	24.3	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.05	CH16	A-0023	svg_diagram	154	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.06	CH16	A-0287-009	real_world_source_image	155	1	4.83	3.27	29.2	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.07	CH16	A-0261-004	svg_repair_source_card	157	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.08	CH16	A-0261-005	svg_repair_source_card	159	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F16.09	CH16	A-0261-006	svg_repair_source_card	160	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F17.01	CH17	A-0064	svg_diagram	162	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F17.02	CH17	A-0065	svg_diagram	164	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F17.03	CH17	A-0066	svg_diagram	166	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F17.04	CH17	A-0067	svg_diagram	168	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F18.01	CH18	A-0060	svg_diagram	171	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F18.02	CH18	A-0061	svg_diagram	172	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F18.03	CH18	A-0062	svg_diagram	174	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F18.04	CH18	A-0063	svg_diagram	175	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F18.05	CH18	A-0260-003	source_excerpt_card_svg	177	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F19.01	CH19	A-0288-006	source_surface_paper_report_excerpt	179	1	2.72	3.52	17.7	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F19.02	CH19	A-0289-007	benchmark_model_card_surface_leaderboard_surface	181	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F19.03	CH19	A-0289-T003	benchmark_model_landscape_table	183	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F19.04	CH19	A-0286-008	benchmark_model_card_surface_repo_surface	184	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F19.05	CH19	A-0286-T004	benchmark_model_landscape_table	186	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F20.01	CH20	A-0289-010	benchmark_model_card_surface_repo_surface	189	1	4.83	3.47	31.0	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F20.02	CH20	A-0285-013	source_surface_paper_report_excerpt	191	1	2.72	3.52	17.7	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F20.03	CH20	A-0285-014	source_surface_paper_report_excerpt	192	1	2.49	3.52	16.3	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F20.04	CH20	A-0289-008	benchmark_model_card_surface_leaderboard_surface	195	1	4.83	3.48	31.1	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F20.05	CH20	A-0284-014	real_world_source_image	197	1	4.83	2.53	22.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F21.01	CH21	A-0289-T004	benchmark_model_landscape_table	200	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F21.02	CH21	A-0288-005	source_surface_paper_report_excerpt	201	1	2.72	3.52	17.7	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F21.03	CH21	A-0285-012	source_surface_paper_report_excerpt	202	1	2.49	3.52	16.3	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F21.04	CH21	A-0286-T005	benchmark_model_landscape_table	203	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F22.01	CH22	A-0286-T001	benchmark_model_landscape_table	209	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F22.02	CH22	A-0287-026	real_world_logo	211	1	3.58	2.30	15.2	yes	yes	yes	5.40	yes	no	same_page	warn	image_too_small_for_trade_book_review;caption_or_source_note_too_small
I-0293	F22.03	CH22	A-0286-T002	benchmark_model_landscape_table	213	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F22.04	CH22	A-0286-T003	benchmark_model_landscape_table	215	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F23.01	CH23	A-0074	svg_diagram	218	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F23.02	CH23	A-0075	svg_diagram	219	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F23.03	CH23	A-0076	svg_diagram	220	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F23.04	CH23	A-0077	svg_diagram	221	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F24.01	CH24	A-0108	svg_diagram	227	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F24.02	CH24	A-0109	svg_diagram	228	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F24.03	CH24	A-0110	svg_diagram	229	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
I-0293	F24.04	CH24	A-0111	svg_diagram	230	1	4.83	3.10	27.7	yes	yes	yes	5.40	yes	no	same_page	warn	caption_or_source_note_too_small
