pass_id	expanded_id	source	asset_id	asset_type	target_categories	file_path	file_exists	sha256	render_file_path	render_sha256	title	caption	story_purpose	source_url_or_path	rights_or_private_use_note	blocked_claims	render_role
I-0295	F07.01	base_selected_manifest	A-0016	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chatgpt-interface-business-timeline.svg	yes	47c12f74423fd269fdf6f7e8ad025540b5bbca96c2a41d7c7e9d05fbd581c2d3	assets/visual_system/chatgpt-interface-business-timeline.svg	47c12f74423fd269fdf6f7e8ad025540b5bbca96c2a41d7c7e9d05fbd581c2d3	Figure 7.x - ChatGPT: From Interface Event To Business Surface. Sourced timeline for ChatGPT launch, Plus, plugins, Enterprise release-note entry, GPTs, and GPT-4o with a blocked adoption/productivity lane.	Figure 7.x - ChatGPT: From Interface Event To Business Surface. Sourced timeline for ChatGPT launch, Plus, plugins, Enterprise release-note entry, GPTs, and GPT-4o with a blocked adoption/productivity lane.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0006;S-0014;S-0044;S-0045;S-0046;S-0077;S-0078;S-0079;S-0089;S-0090;SNAP-20260525-013;SNAP-20260525-014;SNAP-20260525-015; Asset source: Generated ChatGPT interface-to-business timeline; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F07.02	base_selected_manifest	A-0284-052	real_world_person_image	person_image	assets/people/i0284/sam-altman.jpg	yes	9c0463033365494acbeaac416b5cef1a887b676a0a2b3950b4cb0650650fecf4	assets/people/i0284/sam-altman.jpg	9c0463033365494acbeaac416b5cef1a887b676a0a2b3950b4cb0650650fecf4	Figure 07.02 - Sam Altman Public Profile Texture	Public-profile image of Sam Altman gives the ChatGPT chapter a human organizational anchor; it is not evidence for launch causality, adoption, governance, or biographical claims beyond the ledger label.	I-0290 local file, hash, callout, and manifest proof only; I-0293 render QA and final rights review still required.	Private-use visual acquired in 0284; page https://en.wikipedia.org/wiki/Sam_Altman; asset https://upload.wikimedia.org/wikipedia/commons/f/f8/Sam_Altman_TechCrunch_SF_2019_Day_2_Oct_3_%28cropped_3%29.jpg; local assets/people/i0284/sam-altman.jpg; sha256 9c0463033365494acbeaac416b5cef1a887b676a0a2b3950b4cb0650650fecf4.	private_use_visual_pending_final_rights_review	Public-profile image only; does not support biography claims beyond separately sourced text, current title, motives, or private scenes.	main_text_selected_callout
I-0295	F07.03	base_selected_manifest	A-0260-001	source_excerpt_card_svg	curated_chart_data_svg_visualization	assets/source_cards/i0260/sc-0260-001-paid-access-became-a-product-surface.svg	yes	9fd7cba8266421a0099486dbb648c4c535b92210b09aaf19e696fe129f7c7c74	assets/source_cards/i0260/sc-0260-001-paid-access-became-a-product-surface.svg	9fd7cba8266421a0099486dbb648c4c535b92210b09aaf19e696fe129f7c7c74	Paid access became a product surface	Figure 7.x - ChatGPT Plus conversion. Private-use screenshot slot for subscription/reliability productization.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: SNAP-20260525-013; Asset source: OpenAI ChatGPT Plus launch text render; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	main_text_selected_callout
I-0295	F07.04	base_selected_manifest	A-0260-002	source_excerpt_card_svg	curated_chart_data_svg_visualization	assets/source_cards/i0260/sc-0260-002-enterprise-chatgpt-added-workplace-controls.svg	yes	4cc95e192635553d7284a645324dfba07e659da781b41b616f7759047db01c5d	assets/source_cards/i0260/sc-0260-002-enterprise-chatgpt-added-workplace-controls.svg	4cc95e192635553d7284a645324dfba07e659da781b41b616f7759047db01c5d	Enterprise ChatGPT added workplace controls	Figure 7/8.x - ChatGPT Enterprise launch surface. Private-use screenshot slot for workplace administration framing.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: SNAP-20260525-026; Asset source: OpenAI ChatGPT Enterprise launch text render; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	main_text_selected_callout
I-0295	F07.05	base_selected_manifest	A-0260-003	source_excerpt_card_svg	curated_chart_data_svg_visualization	assets/source_cards/i0260/sc-0260-003-release-notes-are-product-archaeology.svg	yes	09d11e362c10ba7dc6311760d2da445baa1aae71ec1dcb329ba74304cac3207e	assets/source_cards/i0260/sc-0260-003-release-notes-are-product-archaeology.svg	09d11e362c10ba7dc6311760d2da445baa1aae71ec1dcb329ba74304cac3207e	Release notes are product archaeology	Figure 7/18.x - ChatGPT plugins surface. Private-use screenshot slot for tool-use bridge.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: SNAP-20260525-014; Asset source: OpenAI ChatGPT release notes source surface; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original lightweight SVG generated from local source-surface ledger; paraphrase-first, quote fragment <=4 words, no raw screenshot/page reproduced; publication still needs final placement and rights/source-note review.	main_text_selected_callout
I-0295	F08.01	base_selected_manifest	A-0056	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter8-microsoft-openai-partnership-chronology.svg	yes	b478606ce4e1db0f9c5b8c4288d17bd6afd85bfef6597e61a03c04cabf6d2adb	assets/visual_system/chapter8-microsoft-openai-partnership-chronology.svg	b478606ce4e1db0f9c5b8c4288d17bd6afd85bfef6597e61a03c04cabf6d2adb	Figure 8.1 - Microsoft/OpenAI: The Cloud Bargain Timeline. Sourced chronology from 2019 compute partnership to Microsoft 365 Copilot with blocked outcome lane.	Figure 8.1 - Microsoft/OpenAI: The Cloud Bargain Timeline. Sourced chronology from 2019 compute partnership to Microsoft 365 Copilot with blocked outcome lane.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0125;S-0126;S-0127;S-0132;S-0129;S-0130;S-0133;S-0131; Asset source: Generated Microsoft/OpenAI partnership chronology; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F08.02	base_selected_manifest	A-0287-017	real_world_source_image	real_photo_screenshot_source_image	assets/private_use_screenshots/i0287_source_pages/src-0287-017-microsoft-copilot.png	yes	96f1c5a4533cd1c71b6b0c472c2d79fe89e50e38e6d1d65a072233c4bf9a787c	assets/private_use_screenshots/i0287_source_pages/src-0287-017-microsoft-copilot.png	96f1c5a4533cd1c71b6b0c472c2d79fe89e50e38e6d1d65a072233c4bf9a787c	Figure 08.02 - Microsoft Copilot Product Surface	Microsoft Copilot public-web screenshot gives the Microsoft/OpenAI flywheel a concrete product surface; it does not prove enterprise adoption, productivity lift, revenue, margin, or search-share effects.	I-0290 local file, hash, callout, and manifest proof only; I-0293 render QA and final rights review still required.	Private-use visual acquired in 0287; page https://copilot.microsoft.com/; asset https://copilot.microsoft.com/; local assets/private_use_screenshots/i0287_source_pages/src-0287-017-microsoft-copilot.png; sha256 96f1c5a4533cd1c71b6b0c472c2d79fe89e50e38e6d1d65a072233c4bf9a787c.	private_use_visual_pending_final_rights_review	Screenshot surface only; does not prove current product state, adoption, performance, revenue, safety, benchmark rank, or deployment outcome.	main_text_selected_callout
I-0295	F08.03	base_selected_manifest	A-0058	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter8-inference-cost-stack.svg	yes	169f2ac4657e17e889e39089e3564c87938a97af7c87b40c3e5d09d1ed5d11ce	assets/visual_system/chapter8-inference-cost-stack.svg	169f2ac4657e17e889e39089e3564c87938a97af7c87b40c3e5d09d1ed5d11ce	Figure 8.3 - Inference Cost Stack: What The Chat Box Hides. Non-quantified stack of latency, governance, serving software, accelerators, and physical datacenter layers.	Figure 8.3 - Inference Cost Stack: What The Chat Box Hides. Non-quantified stack of latency, governance, serving software, accelerators, and physical datacenter layers.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0126;S-0129;S-0131;S-0133;S-0041; Asset source: Generated Chapter 8 inference cost stack; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F08.04	base_selected_manifest	A-0059	svg_diagram	curated_chart_data_svg_visualization	assets/visual_system/chapter8-enterprise-claim-blocker-map.svg	yes	258d7d14f8eba01b2f2ce36f15de1a0de9d1cf2794b8f957c603c60666789e05	assets/visual_system/chapter8-enterprise-claim-blocker-map.svg	258d7d14f8eba01b2f2ce36f15de1a0de9d1cf2794b8f957c603c60666789e05	Figure 8.4 - Enterprise Claim Blocker Map. Access routes and product surfaces are allowed now; revenue, ROI, productivity, adoption, search share, and margin need stronger rows.	Figure 8.4 - Enterprise Claim Blocker Map. Access routes and product surfaces are allowed now; revenue, ROI, productivity, adoption, search share, and margin need stronger rows.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0129;S-0131;S-0132;S-0133; Asset source: Generated Chapter 8 enterprise claim blocker map; Creator/org: Codex	publish_after_render_caption_source_note_qa	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	main_text_selected_callout
I-0295	F09.01	base_selected_manifest	A-0288-004	source_surface_paper_report_excerpt	paper_report_excerpt	assets/source_surfaces/i0288/paper-0288-004-palm-scaling-language-modeling-with-pathways-p1.png	yes	20a7b8e38a9b144505cc5c61b4f670001db8ff3682417688b10808386be8999f	assets/source_surfaces/i0288/paper-0288-004-palm-scaling-language-modeling-with-pathways-p1.png	20a7b8e38a9b144505cc5c61b4f670001db8ff3682417688b10808386be8999f	Figure 09.01 - PaLM Page As Google's Scale Surface	PaLM page-one render gives the Google/DeepMind chapter a pre-Gemini scale artifact; it does not prove current Gemini quality, deployment, Search impact, or product adoption.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use source surface PAPER-0288-004 from https://arxiv.org/pdf/2204.02311; source file assets/source_media/i0288_pdfs/palm-scaling-language-modeling-with-pathways.pdf sha256 1e88f1f3027cd1abecb1713c1c08a89137c7730582549ec7ca78ca329f3f975d; page 1 render assets/source_surfaces/i0288/paper-0288-004-palm-scaling-language-modeling-with-pathways-p1.png sha256 20a7b8e38a9b144505cc5c61b4f670001db8ff3682417688b10808386be8999f; fallback/card assets/papers/i0288_cards/paper-0288-004-palm-scaling-language-modeling-with-pathways.svg sha256 25a1a1bbda29c7191527cc18d93e275e2e038d6df9fd7c0e4a79be6235cc2195.	private_use_source_surface_pending_final_rights_review	Does not prove current Gemini quality, deployment, or product adoption.	main_text_selected_callout
I-0295	F09.02	base_selected_manifest	A-0289-004	benchmark_model_card_surface_documentation_surface	model_card_hf_benchmark_repo_docs_surface	assets/model_cards/i0289_screenshots/mcs-0289-005-google-gemini-api-model-docs.png	yes	7937f4721701c8a26986af7d8410dc768cd0b705bc292b2c397310ce95ab1d53	assets/model_cards/i0289_screenshots/mcs-0289-005-google-gemini-api-model-docs.png	7937f4721701c8a26986af7d8410dc768cd0b705bc292b2c397310ce95ab1d53	Figure 09.02 - Gemini API Model Docs Surface	Google Gemini API model-docs screenshot makes Gemini's developer model surface visible; mutable docs do not prove cutoff-day availability, benchmark rank, Search impact, price, or stable behavior.	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use model-card/docs/repo/leaderboard surface MCS-0289-005 from https://ai.google.dev/gemini-api/docs/models; HTML assets/source_media/i0289_model_card_html/mcs-0289-005-google-gemini-api-model-docs.html sha256 90dbf24912656a5e32f60a04f364e52126ccf80b3371aa6f879312c7030b4551; screenshot assets/model_cards/i0289_screenshots/mcs-0289-005-google-gemini-api-model-docs.png sha256 7937f4721701c8a26986af7d8410dc768cd0b705bc292b2c397310ce95ab1d53; fallback/card assets/model_cards/i0289_cards/mcs-0289-005-google-gemini-api-model-docs.svg sha256 3e2fdf6b0f687366930a2270d19fda1da1e776fb85847ab7e7184c8c0a288d7b.	private_use_benchmark_model_card_pending_final_rights_review	Mutable docs do not prove live ranking, Search impact, pricing, or stable availability.	main_text_selected_callout
I-0295	F09.03	base_selected_manifest	A-0288-016	source_surface_pdf_technical_report_page	pdf_deck_report_page	assets/source_surfaces/i0288/pdf-0288-006-gemini-1-5-technical-report-p1.png	yes	10d6001c29af945028b734cb35dd0743ca2e79330ff1c0c57adb390f363ddea5	assets/source_surfaces/i0288/pdf-0288-006-gemini-1-5-technical-report-p1.png	10d6001c29af945028b734cb35dd0743ca2e79330ff1c0c57adb390f363ddea5	Figure 09.03 - Gemini 1.5 Report Page As Long-Context Surface	Gemini 1.5 technical-report page-one render anchors long-context product grammar in a source surface; it does not prove current product state, live model rank, or Search impact.	I-0291 page-render, source-document, card, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use source surface PDF-0288-006 from https://arxiv.org/pdf/2403.05530; source file assets/source_media/i0288_pdfs/gemini-1-5-technical-report.pdf sha256 abcd3b8e4b54721ff2d2323204f7b2ad9212b0ff6c8ed77725657526a5418b13; page 1 render assets/source_surfaces/i0288/pdf-0288-006-gemini-1-5-technical-report-p1.png sha256 10d6001c29af945028b734cb35dd0743ca2e79330ff1c0c57adb390f363ddea5; fallback/card assets/papers/i0288_cards/pdf-0288-006-gemini-1-5-technical-report.svg sha256 a9fd9d7eb74b0eac4c9aa3b44c70cb2cc64e64b2faa4f64bd4c52b9ec40e810c.	private_use_source_surface_pending_final_rights_review	Does not prove current product state, live model rank, or Search impact.	main_text_selected_callout
I-0295	F09.04	base_selected_manifest	A-0289-T001	benchmark_model_landscape_table	curated_chart_data_svg_visualization;benchmark_table	assets/benchmarks/i0289_tables/bmt-0289-001-2023-benchmark-model-landscape.svg	yes	5ec58cba146428d7c4e0e9f3e551d25c0a21548860f2795d5b1ae4de7fa43ca5	assets/benchmarks/i0289_tables/bmt-0289-001-2023-benchmark-model-landscape.svg	5ec58cba146428d7c4e0e9f3e551d25c0a21548860f2795d5b1ae4de7fa43ca5	Figure 09.04 - 2023 Model-Landscape Table	The 2023 benchmark/model-landscape table marks the year when Llama, Mistral, Code Llama, and tool-use/coding benchmarks entered the visible race; it is context, not a live rank or universal quality score.	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0289-001 for 2023; SVG assets/benchmarks/i0289_tables/bmt-0289-001-2023-benchmark-model-landscape.svg sha256 5ec58cba146428d7c4e0e9f3e551d25c0a21548860f2795d5b1ae4de7fa43ca5; source IDs MCS-0286-004;MCS-0286-005;PAPER-0285-008;PAPER-0285-014;PAPER-0288-006;PAPER-0288-007;PDF-0285-012; coverage 2023-through-cutoff yearly and cutoff synthesis coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Model-landscape/benchmark-context table only; not a live rank, universal quality score, price-quality frontier, safety proof, or product adoption claim.	main_text_selected_callout
