pass_id	atlas_id	chapter_range	expanded_id	asset_id	asset_type	file_path	file_exists	sha256	title	story_purpose	source_url_or_path	rights_or_private_use_note	blocked_claims
I-0298	ATLAS-02	CH06-CH08	F07.01	A-0016	svg_diagram	assets/visual_system/chatgpt-interface-business-timeline.svg	yes	47c12f74423fd269fdf6f7e8ad025540b5bbca96c2a41d7c7e9d05fbd581c2d3	Figure 7.x - ChatGPT: From Interface Event To Business Surface. Sourced timeline for ChatGPT launch, Plus, plugins, Enterprise release-note entry, GPTs, and GPT-4o with a blocked adoption/productivity lane.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0006;S-0014;S-0044;S-0045;S-0046;S-0077;S-0078;S-0079;S-0089;S-0090;SNAP-20260525-013;SNAP-20260525-014;SNAP-20260525-015; Asset source: Generated ChatGPT interface-to-business timeline; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	F12.01	A-0094	svg_diagram	assets/visual_system/chapter12-constitutional-ai-behavior-loop.svg	yes	52d9a9fd761897005746730c9002de6035a069dbdfd38bf66bb437e98187a4c0	Figure 12.1 - Constitutional AI As Behavior Grammar. Written principles, critique/revision, AI feedback, and evaluation loops can shape assistant behavior, but they do not prove solved alignment or moral guarantees.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0019;CH12CLAUDE-001; Asset source: Generated Chapter 12 Constitutional AI behavior loop; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	VX005	A-0011	svg_diagram	assets/visual_system/rlhf-alignment-pipeline.svg	yes	40c20c381093c742387b04a88df98d5339dfc0f6ba768f2ab88633f510b497ae	Generated RLHF and alignment pipeline visual	Gives Chapter 6 a mechanism visual showing assistant behavior as a layered product stack rather than evidence that alignment is solved.	local:data/rlhf_alignment_pipeline_i0023.tsv	Original lightweight SVG generated for this private manuscript workspace; row data and source IDs are in data/rlhf_alignment_pipeline_i0023.tsv.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	F18.01	A-0060	svg_diagram	assets/visual_system/chapter18-rag-evidence-conveyor.svg	yes	df7878a84a6321df824d0a3f0011b6889380c07b337d67515912db7d32cc96a0	Figure 18.1 - RAG Evidence Conveyor. Retrieval, ranking, context packing, generation, citation, and audit gates with failure labels.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0038; Asset source: Generated Chapter 18 RAG evidence conveyor; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	F18.04	A-0063	svg_diagram	assets/visual_system/chapter18-prompt-injection-boundary.svg	yes	53d9a3725ca3f8d96b10e8d9131ad576aaea76d4bb219e9ab861667388febf6d	Figure 18.4 - Prompt Injection Boundary. Untrusted retrieved content tries to cross from data into instruction before a tool action.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0137; Asset source: Generated Chapter 18 prompt-injection boundary; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	F24.02	A-0109	svg_diagram	assets/visual_system/chapter24-five-conversion-gates.svg	yes	39f317a3a29246d1dce22983c92e5a323c2728d6e972be308163c743af5517b5	Figure 24.2 - Five Conversion Gates. Prediction-to-interface, interface-to-product, model-to-platform, compute-to-infrastructure, and fluency-to-trust are shown as overlapping pressures.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH24SYN-002;CH24SYN-007;CH24SYN-013; Asset source: Generated Chapter 24 five conversion gates diagram; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	VX013	A-0024	svg_claim_card	assets/visual_system/gtc-page29-ai-factory-thesis-card.svg	yes	2ac7fafe588749de5329984f3344e6c334536188492b2a5465223c730b1143c6	Generated GTC page 29 AI factory thesis card	Gives Chapter 15 a commit-safe slide-derived card that carries page provenance and blocks neutral AI-factory economics claims.	local:data/chapter15_gtc_visual_source_pack_i0101.tsv	Original lightweight SVG derived from GTC-2026-Keynote.pdf page 29 notes and A-0004 caption row; no external image assets; C-0047 remains active.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	VX023	A-0035	svg_diagram	assets/visual_system/chapter20-productivity-blocker-map.svg	yes	ccbf4ef05570050d5f8e6363bc840934131c34d348826a97735cb43b77e0409f	Generated Chapter 20 productivity claim blocker map	Prevents Chapter 20 from laundering benchmark or vendor-doc evidence into business-outcome prose.	local:data/chapter20_coding_agent_visual_package_i0108.tsv	Original lightweight SVG generated from local Chapter 20 source captures and claim-audit rows; no external image assets.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	VX034	A-0086	svg_diagram	assets/visual_system/chapter9-research-to-product-conversion-timeline.svg	yes	63d802c5f9c4053c8dae2e3f8c02fadf36a2c743aa8121be10909d7f38f2d81a	Generated Chapter 9 research-to-product conversion timeline	Shows Google's conversion problem without ranking the company or implying market success.	local:data/chapter9_google_deepmind_visual_package_i0132.tsv	Original lightweight SVG generated from Chapter 9 chronology and claim-audit rows; no external image assets; adoption, revenue, benchmark superiority, TPU-vs-GPU cost/performance, and Search-click claims remain blocked.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-02	CH06-CH08	VX041	A-0093	svg_diagram	assets/visual_system/chapter19-repository-as-prompt.svg	yes	2f95044fae7f4a734403747074eaa5a5bf8c507870d4b6b50b60717fecaac4a5	Generated Chapter 19 repository-as-prompt schematic	Connects repository context to supervised coding workflows and hands off cleanly to the Chapter 20 terminal-agent case study.	local:data/chapter19_code_visual_package_i0133.tsv	Original lightweight SVG generated from Chapter 19 source and claim rows; no external image assets; autonomous engineering, secure deployment, replacement, productivity, terminal-agent product details, and job-displacement claims remain blocked.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F09.04	A-0289-T001	benchmark_model_landscape_table	assets/benchmarks/i0289_tables/bmt-0289-001-2023-benchmark-model-landscape.svg	yes	5ec58cba146428d7c4e0e9f3e551d25c0a21548860f2795d5b1ae4de7fa43ca5	Figure 09.04 - 2023 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0289-001 for 2023; SVG assets/benchmarks/i0289_tables/bmt-0289-001-2023-benchmark-model-landscape.svg sha256 5ec58cba146428d7c4e0e9f3e551d25c0a21548860f2795d5b1ae4de7fa43ca5; source IDs MCS-0286-004;MCS-0286-005;PAPER-0285-008;PAPER-0285-014;PAPER-0288-006;PAPER-0288-007;PDF-0285-012; coverage 2023-through-cutoff yearly and cutoff synthesis coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F13.02	A-0289-T005	benchmark_model_landscape_table	assets/benchmarks/i0289_tables/bmt-0289-005-2026-cutoff-benchmark-model-landscape.svg	yes	40d0c457f2149b1a44a29fe99740bbafc29ba526315bb09de16674c2ffdd52d4	Figure 13.02 - May 2026 Cutoff Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0289-005 for 2026-cutoff; SVG assets/benchmarks/i0289_tables/bmt-0289-005-2026-cutoff-benchmark-model-landscape.svg sha256 40d0c457f2149b1a44a29fe99740bbafc29ba526315bb09de16674c2ffdd52d4; source IDs MCS-0286-004;MCS-0286-005;MCS-0286-008;MCS-0286-009;MCS-0289-001;MCS-0289-002;MCS-0289-003;MCS-0289-004;MCS-0289-005;MCS-0289-007;MCS-0289-008;MCS-0289-009; coverage 2023-through-cutoff yearly and cutoff synthesis coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F13.03	A-0289-T002	benchmark_model_landscape_table	assets/benchmarks/i0289_tables/bmt-0289-002-2024-benchmark-model-landscape.svg	yes	1e8431eba940d8644f83bcaf339b5d839f21ff27753e3ca918dd596c3d25613f	Figure 13.03 - 2024 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0289-002 for 2024; SVG assets/benchmarks/i0289_tables/bmt-0289-002-2024-benchmark-model-landscape.svg sha256 1e8431eba940d8644f83bcaf339b5d839f21ff27753e3ca918dd596c3d25613f; source IDs MCS-0286-011;MCS-0289-005;MCS-0289-008;PAPER-0285-009;PAPER-0285-013;PAPER-0288-008;PAPER-0288-009;PAPER-0288-010;PDF-0288-006; coverage 2023-through-cutoff yearly and cutoff synthesis coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F19.03	A-0289-T003	benchmark_model_landscape_table	assets/benchmarks/i0289_tables/bmt-0289-003-2025-benchmark-model-landscape.svg	yes	ec37c46f4f5a6a554bac7e7157be23c89ef1aed5f6139efcf945b0806e45ce31	Figure 19.03 - 2025 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0289-003 for 2025; SVG assets/benchmarks/i0289_tables/bmt-0289-003-2025-benchmark-model-landscape.svg sha256 ec37c46f4f5a6a554bac7e7157be23c89ef1aed5f6139efcf945b0806e45ce31; source IDs MCS-0286-007;MCS-0286-010;MCS-0289-001;MCS-0289-002;MCS-0289-003;MCS-0289-004;MCS-0289-005;PAPER-0285-011;PAPER-0285-012;PDF-0288-007;PDF-0288-008;PDF-0288-009; coverage 2023-through-cutoff yearly and cutoff synthesis coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F19.05	A-0286-T004	benchmark_model_landscape_table	assets/benchmarks/i0286_tables/bmt-0286-004-2021-benchmark-model-landscape.svg	yes	51dae7597f583adf179b55b0f459e1a2c89398caccb7c3e3fdd8ef76603f9508	Figure 19.05 - 2021 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0286-004 for 2021; SVG assets/benchmarks/i0286_tables/bmt-0286-004-2021-benchmark-model-landscape.svg sha256 51dae7597f583adf179b55b0f459e1a2c89398caccb7c3e3fdd8ef76603f9508; source IDs S-0038;S-0132;S-0136; coverage GPT-1 through early ChatGPT-era yearly coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F21.01	A-0289-T004	benchmark_model_landscape_table	assets/benchmarks/i0289_tables/bmt-0289-004-2026-benchmark-model-landscape.svg	yes	5b82abe960bdd8a16727c7f9b00b3cf1254aeb3776c9629a6e4d465e72e8b105	Figure 21.01 - 2026 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0289-004 for 2026; SVG assets/benchmarks/i0289_tables/bmt-0289-004-2026-benchmark-model-landscape.svg sha256 5b82abe960bdd8a16727c7f9b00b3cf1254aeb3776c9629a6e4d465e72e8b105; source IDs MCS-0286-009;MCS-0289-007;MCS-0289-008;MCS-0289-009;MCS-0289-010;PDF-0288-010;S-0056;S-0057;S-0080; coverage 2023-through-cutoff yearly and cutoff synthesis coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F21.04	A-0286-T005	benchmark_model_landscape_table	assets/benchmarks/i0286_tables/bmt-0286-005-2022-benchmark-model-landscape.svg	yes	f26b641aa2500dc7a3e49d0425c281a7327de989faa42b162de4e99e673e849f	Figure 21.04 - 2022 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0286-005 for 2022; SVG assets/benchmarks/i0286_tables/bmt-0286-005-2022-benchmark-model-landscape.svg sha256 f26b641aa2500dc7a3e49d0425c281a7327de989faa42b162de4e99e673e849f; source IDs MCS-0286-003;PAPER-0285-006;S-0006;S-0014; coverage GPT-1 through early ChatGPT-era yearly coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F22.01	A-0286-T001	benchmark_model_landscape_table	assets/benchmarks/i0286_tables/bmt-0286-001-2018-benchmark-model-landscape.svg	yes	ca9faee3a73e8a721f505e7a237f4de984a32ed4426bae665d19803e7ce1922d	Figure 22.01 - 2018 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0286-001 for 2018; SVG assets/benchmarks/i0286_tables/bmt-0286-001-2018-benchmark-model-landscape.svg sha256 ca9faee3a73e8a721f505e7a237f4de984a32ed4426bae665d19803e7ce1922d; source IDs PAPER-0285-001;PAPER-0285-002;S-0002;S-0004;S-0104;S-0105; coverage GPT-1 through early ChatGPT-era yearly coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	F22.03	A-0286-T002	benchmark_model_landscape_table	assets/benchmarks/i0286_tables/bmt-0286-002-2019-benchmark-model-landscape.svg	yes	8a530530663b4aa5397d38d86a09308d2328323d1444f730f32b3cf4b3b0f3df	Figure 22.03 - 2019 Model-Landscape Table	I-0292 screenshot/table, HTML/source IDs, card fallback, hash, callout, and manifest proof only; I-0293 render QA and final rights/source-note review still required.	Private-use benchmark/model-landscape table BMT-0286-002 for 2019; SVG assets/benchmarks/i0286_tables/bmt-0286-002-2019-benchmark-model-landscape.svg sha256 8a530530663b4aa5397d38d86a09308d2328323d1444f730f32b3cf4b3b0f3df; source IDs CH2Q;CH3Q;MCS-0286-001;MCS-0286-002;S-0012; coverage GPT-1 through early ChatGPT-era yearly coverage; rows 3.	private_use_benchmark_model_card_pending_final_rights_review	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-03	CH09-CH13	VX007	A-0013	svg_chart	assets/visual_system/lmarena-may19-text-style-control-top12.svg	yes	d9426fec2cbfc899966e0752f5e472a1b68e4f578ae80ff2ec4499f390085a99	Generated LMArena historical leaderboard chart	Gives Chapter 13 a sourced model-ranking visual while making dataset config, category, publish date, and non-live-leaderboard caveats visible.	local:data/lmarena_may19_chart_i0034.tsv	Original lightweight SVG generated from data/lmarena_may19_chart_i0034.tsv; source rows derive from data/lmarena_clean_cutoff_rows_i0029.tsv and official historical dataset snapshot SNAP-20260525-008.	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	F16.07	A-0261-004	svg_repair_source_card	assets/visual_system/i0261/i0261-f16-07-interconnection-queue-card.svg	yes	40ed43e576af65859a28e6dd106a78d3aa30010b75b97b9b05d26308470e0ee9	Interconnection Is A Queue, Not Atmosphere	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH16; Asset source: Interconnection Is A Queue, Not Atmosphere; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	F16.09	A-0261-006	svg_repair_source_card	assets/visual_system/i0261/i0261-f16-09-clean-supply-card.svg	yes	2d63cbea8d7985066cfef7277ad3afd3200d2619723d6defbb1fc9f66b50f641	Nuclear Texture Needs Evidence, Not Steam	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH16; Asset source: Nuclear Texture Needs Evidence, Not Steam; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	F17.02	A-0065	svg_diagram	assets/visual_system/chapter17-web-corpus-filter-funnel.svg	yes	28fec58b048acb4e0d4c5285e04ae6148f3de9fd5506a635011acc4c8f936851	Figure 17.2 - Web Corpus Filter Funnel. Common Crawl style data becomes a training-mixture candidate through filtering, deduplication, and documentation decisions.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0155;S-0156;S-0159;S-0160; Asset source: Generated Chapter 17 web-corpus filter funnel; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	F18.02	A-0061	svg_diagram	assets/visual_system/chapter18-function-call-boundary.svg	yes	71c3d56c2eb407f91b20269ab89c4924bfbd15a1d1fb9c086871280f10f34411	Figure 18.2 - Function-Call Boundary. The model proposes typed calls; application validation, permissions, execution, and logging decide what happens.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: S-0134;S-0044; Asset source: Generated Chapter 18 function-call boundary; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	F18.05	A-0260-003	source_excerpt_card_svg	assets/source_cards/i0260/sc-0260-003-release-notes-are-product-archaeology.svg	yes	09d11e362c10ba7dc6311760d2da445baa1aae71ec1dcb329ba74304cac3207e	Release notes are product archaeology	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: SNAP-20260525-014; Asset source: OpenAI ChatGPT release notes source surface; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
I-0298	ATLAS-04	CH09-CH12	F24.03	A-0110	svg_diagram	assets/visual_system/chapter24-unsettled-claims-board.svg	yes	5f5a6dc3933c4db675c433cfc05669d6e63a3232004a170ed7c5d065e12cf1d0	Figure 24.3 - Unsettled By The Cutoff. Tempting end-of-book claims are paired with the same-scope evidence still required.	I-0261 source-file proof exists; I-0262 render embedding and I-0263 page-legibility QA still required.	Source IDs: CH24SYN-008;CH24SYN-010;CH24SYN-014;CH24SYN-016; Asset source: Generated Chapter 24 unsettled claims board; Creator/org: Codex	publish_after_render_caption_source_note_qa	Curated visualization only; does not prove adoption, live rank, safety, deployment, revenue, productivity, market share, roadmap delivery, or universal model quality without sentence-level source support.
