"row_id"	"snapshot_id"	"source_id"	"dataset_config"	"split"	"category"	"leaderboard_publish_date"	"rank"	"model_name"	"organization"	"license"	"rating"	"rating_lower"	"rating_upper"	"variance"	"vote_count"	"cutoff_status"	"chart_readiness"	"caveat"
"LMA-CLEAN-0019"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"19"	"claude-opus-4-5-20251101-thinking-32k"	"anthropic"	"Proprietary"	"1472.595617"	"1468.689402"	"1476.501833"	"3.972064"	"37130"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0020"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"20"	"glm-5.1"	"zai"	"MIT"	"1472.230145"	"1466.262161"	"1478.198129"	"9.271695"	"12295"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0021"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"21"	"gpt-5.5-instant"	"openai"	"Proprietary"	"1472.071289"	"1465.7791"	"1478.363478"	"10.306408"	"10790"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0022"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"22"	"claude-sonnet-4-6"	"anthropic"	"Proprietary"	"1468.326235"	"1463.527423"	"1473.125048"	"5.994754"	"20839"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0023"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"23"	"claude-opus-4-5-20251101"	"anthropic"	"Proprietary"	"1468.112879"	"1464.746014"	"1471.479744"	"2.950905"	"58884"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0024"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"24"	"gpt-5.4"	"openai"	"Proprietary"	"1467.41454"	"1462.534279"	"1472.294801"	"6.199975"	"22146"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0025"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"25"	"grok-4.1-thinking"	"xai"	"Proprietary"	"1466.940295"	"1463.596087"	"1470.284502"	"2.911322"	"59368"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0026"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"26"	"mimo-v2.5-pro"	"xiaomi"	"MIT"	"1464.893502"	"1458.522602"	"1471.264403"	"10.565874"	"9700"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0027"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"27"	"qwen3.5-max-preview"	"alibaba"	"Proprietary"	"1464.150496"	"1458.927781"	"1469.373212"	"7.100625"	"17346"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0028"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"28"	"gemini-3-flash (thinking-minimal)"	"google"	"Proprietary"	"1462.527294"	"1458.932721"	"1466.121867"	"3.363554"	"45395"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0029"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"29"	"kimi-k2.6"	"moonshot"	"Modified MIT"	"1462.236559"	"1456.110648"	"1468.36247"	"9.768889"	"10281"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0030"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"30"	"deepseek-v4-pro-thinking"	"deepseek"	"MIT"	"1461.406384"	"1455.065578"	"1467.747191"	"10.466291"	"9970"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0031"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"31"	"grok-4.1"	"xai"	"Proprietary"	"1460.198762"	"1456.885802"	"1463.511722"	"2.857171"	"63263"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0032"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"32"	"deepseek-v4-pro"	"deepseek"	"MIT"	"1458.664961"	"1452.503225"	"1464.826696"	"9.88348"	"10729"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0033"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"33"	"qwen3.6-max-preview"	"alibaba"	"Proprietary"	"1457.130671"	"1448.262607"	"1465.998735"	"20.472056"	"4227"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0034"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"34"	"glm-5"	"zai"	"MIT"	"1456.575204"	"1451.874646"	"1461.275762"	"5.751785"	"20816"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0035"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"35"	"dola-seed-2.0-pro"	"bytedance"	"Proprietary"	"1456.139396"	"1451.78934"	"1460.489452"	"4.92599"	"30543"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0036"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"36"	"gpt-5.1-high"	"openai"	"Proprietary"	"1454.861725"	"1451.060331"	"1458.663119"	"3.761747"	"40848"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0037"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"37"	"claude-sonnet-4-5-20250929-thinking-32k"	"anthropic"	"Proprietary"	"1453.946619"	"1451.018788"	"1456.874449"	"2.231494"	"71013"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0038"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"38"	"claude-sonnet-4-5-20250929"	"anthropic"	"Proprietary"	"1453.921194"	"1450.870185"	"1456.972203"	"2.423209"	"69196"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0039"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"39"	"gpt-5.4-mini-high"	"openai"	"Proprietary"	"1453.581233"	"1448.5793"	"1458.583166"	"6.512977"	"18979"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0040"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"40"	"gemma-4-31b"	"google"	"Apache 2.0"	"1451.359727"	"1443.741647"	"1458.977806"	"15.107577"	"5840"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0041"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"41"	"grok-4.3"	"xai"	"Proprietary"	"1451.179255"	"1444.713868"	"1457.644641"	"10.8816"	"9082"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0042"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"42"	"ernie-5.0-0110"	"baidu"	"Proprietary"	"1449.694468"	"1445.59482"	"1453.794117"	"4.375192"	"31558"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0043"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"43"	"kimi-k2.5-thinking"	"moonshot"	"Modified MIT"	"1449.197294"	"1445.059601"	"1453.334988"	"4.456772"	"30661"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0044"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"44"	"ernie-5.0-preview-1203"	"baidu"	"Proprietary"	"1449.17651"	"1442.629679"	"1455.723341"	"11.157478"	"9754"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0045"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"45"	"gpt-5.3-chat-latest"	"openai"	"Proprietary"	"1449.152065"	"1444.571245"	"1453.732885"	"5.462484"	"26710"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0046"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"46"	"claude-opus-4-1-20250805-thinking-16k"	"anthropic"	"Proprietary"	"1448.911889"	"1445.45687"	"1452.366907"	"3.107452"	"49822"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0047"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"47"	"mimo-v2-pro"	"xiaomi"	"Proprietary"	"1447.286617"	"1442.251366"	"1452.321867"	"6.60003"	"18975"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0048"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"48"	"claude-opus-4-1-20250805"	"anthropic"	"Proprietary"	"1446.889401"	"1443.891043"	"1449.887759"	"2.340296"	"77378"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0049"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"49"	"gemini-2.5-pro"	"google"	"Proprietary"	"1446.4246"	"1443.872023"	"1448.977176"	"1.696139"	"118726"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0050"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"50"	"qwen3.5-397b-a17b"	"alibaba"	"Apache 2.0"	"1444.690912"	"1440.27837"	"1449.103453"	"5.068523"	"25861"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0051"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"51"	"gpt-4.5-preview-2025-02-27"	"openai"	"Proprietary"	"1444.377479"	"1438.688098"	"1450.06686"	"8.42624"	"14547"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0052"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"52"	"qwen3.6-plus"	"alibaba"	"Proprietary"	"1444.048665"	"1438.297233"	"1449.800097"	"8.611044"	"12075"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0053"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"53"	"chatgpt-4o-latest-20250326"	"openai"	"Proprietary"	"1443.020328"	"1440.200237"	"1445.840418"	"2.070284"	"82481"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0054"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"54"	"glm-4.7"	"zai"	"MIT"	"1442.571251"	"1436.467393"	"1448.675109"	"9.698681"	"12134"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0055"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"55"	"deepseek-v4-flash-thinking"	"deepseek"	"MIT"	"1439.609264"	"1433.360731"	"1445.857797"	"10.163891"	"10115"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0056"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"56"	"gpt-5.2-high"	"openai"	"Proprietary"	"1439.369713"	"1435.605598"	"1443.133827"	"3.688327"	"42076"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0057"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"57"	"gpt-5.1"	"openai"	"Proprietary"	"1438.899029"	"1435.218886"	"1442.579173"	"3.525602"	"43497"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0058"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"58"	"gemma-4-26b-a4b"	"google"	"Apache 2.0"	"1438.418477"	"1430.764964"	"1446.07199"	"15.248441"	"5782"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0059"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"59"	"gemini-3.1-flash-lite-preview"	"google"	"Proprietary"	"1435.947776"	"1431.504467"	"1440.391085"	"5.139453"	"27771"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0060"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"60"	"gpt-5.2"	"openai"	"Proprietary"	"1435.81385"	"1432.006079"	"1439.621622"	"3.77438"	"39304"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
"LMA-CLEAN-0061"	"SNAP-20260525-008"	"S-0080"	"text_style_control"	"latest"	"overall"	"2026-05-19"	"61"	"longcat-flash-chat-2602-exp"	"meituan"	"Proprietary"	"1435.317966"	"1430.046153"	"1440.589779"	"7.234754"	"17017"	"pre_cutoff_published_snapshot"	"candidate_for_cutoff_rank_chart_with_dataset_caveat"	"Official historical dataset row, not live May 24 screenshot; verify methodology/version and avoid mixing with polluted live HTML rows."
