pass_id	note_id	chapter	chapter_title	source_ids	source_count	origin	anchor_excerpt	note_placeholder
I-0249	N04.015	04	The Scaling Bet	S-0004	1	body_or_heading_cue	GPT-3's few-shot framing made prompts part of evaluation. S-0004 A model's apparent ability could depend on how the task was worded, how examples were selected, how outputs were scored, and whether the evaluation data ov	N04.015: source IDs S-0004. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N04.016	04	The Scaling Bet	S-0015	1	body_or_heading_cue	The second is a compute/data/parameter triangle. Each corner is a scaling lever. The middle is the allocation problem. One side should carry the Chinchilla warning: compute-optimal training depends on balancing model siz	N04.016: source IDs S-0015. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N04.017	04	The Scaling Bet	S-0004;S-0011;S-0012;S-0013	4	continuity_stitch_source_lane	> Source lane (I-0248): S-0011 S-0012 S-0013 S-0004	N04.017: source IDs S-0004, S-0011, S-0012, S-0013. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.001	05	GPT-1 to GPT-3: The Door Opens	S-0011	1	body_or_heading_cue	The first GPT paper did not read like the opening of a consumer revolution. Its title was technical and modest: improving language understanding by generative pre-training. The idea was not to build a chatbot, a search e	N05.001: source IDs S-0011. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.002	05	GPT-1 to GPT-3: The Door Opens	S-0004;S-0011;S-0012;S-0013;S-0052;S-0069;S-0070	7	body_or_heading_cue	Visual anchor: Figure 5.1, `assets/visual_system/gpt-lineage-table.svg`, compresses the chapter's lineage into a sourced table: GPT-1 as pretraining and transfer, GPT-2 as prompted multitask continuation, GPT-3 as few-sh	N05.002: source IDs S-0004, S-0011, S-0012, S-0013, S-0052, S-0069, S-0070. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.003	05	GPT-1 to GPT-3: The Door Opens	S-0013	1	body_or_heading_cue	GPT-2 made the door visible. OpenAI's GPT-2 paper described language models as unsupervised multitask learners: train on a large, diverse web corpus, then ask the model to perform tasks from natural-language prompts rath	N05.003: source IDs S-0013. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.004	05	GPT-1 to GPT-3: The Door Opens	S-0012	1	body_or_heading_cue	That made GPT-2 both technically exciting and socially awkward. OpenAI's staged-release post framed the model as powerful enough to raise misuse concerns, especially around synthetic text. S-0012 The details of that deci	N05.004: source IDs S-0012. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.005	05	GPT-1 to GPT-3: The Door Opens	S-0004	1	body_or_heading_cue	"GPT-3 enlarged the bet until it became hard to ignore. The GPT-3 paper, ""Language Models are Few-Shot Learners,"" described a 175-billion-parameter language model evaluated in zero-shot, one-shot, and few-shot settings. S"	N05.005: source IDs S-0004. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.006	05	GPT-1 to GPT-3: The Door Opens	S-0069	1	body_or_heading_cue	The same idea explains why GPT-3 mattered to developers before it became a mass consumer story. A developer could call an API with text and receive text back. OpenAI announced the OpenAI API in June 2020 as a general-pur	N05.006: source IDs S-0069. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.007	05	GPT-1 to GPT-3: The Door Opens	S-0071	1	body_or_heading_cue	OpenAI's later GPT-3 apps post said that, nine months after the API launch, hundreds of applications were using GPT-3 and many developers were building on the platform. S-0071 This chapter should avoid treating those fig	N05.007: source IDs S-0071. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.008	05	GPT-1 to GPT-3: The Door Opens	S-0014	1	body_or_heading_cue	This is also why GPT-3 belongs before the alignment chapter. A base model could be steered, but not reliably made helpful. The prompt could request politeness, caution, or structure, yet the model still optimized continu	N05.008: source IDs S-0014. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.009	05	GPT-1 to GPT-3: The Door Opens	S-0052	1	body_or_heading_cue	OpenAI's Codex paper evaluated large language models trained on code and introduced HumanEval, a set of programming problems for measuring functional correctness. S-0052 The important idea was not only that a model could	N05.009: source IDs S-0052. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.010	05	GPT-1 to GPT-3: The Door Opens	S-0070	1	body_or_heading_cue	GitHub Copilot made that capability ordinary enough to be unsettling. GitHub introduced Copilot in June 2021 as a technical preview in Visual Studio Code, developed with OpenAI and powered by OpenAI Codex. S-0070 In the 	N05.010: source IDs S-0070. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.011	05	GPT-1 to GPT-3: The Door Opens	S-0011	1	body_or_heading_cue	GPT-1's interface was still mostly the research pipeline. Pretrain first, then fine-tune. The user was not yet typing a task into a blank box and expecting a general model to infer the job. But the mechanism quietly chan	N05.011: source IDs S-0011. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.012	05	GPT-1 to GPT-3: The Door Opens	S-0012;S-0013	2	body_or_heading_cue	GPT-2 moved the interface toward the prompt. The model still looked like a research artifact, and the staged release made the artifact feel institutionally charged, but the technical claim was already moving beyond super	N05.012: source IDs S-0012, S-0013. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.013	05	GPT-1 to GPT-3: The Door Opens	S-0004	1	body_or_heading_cue	"GPT-3 turned that hint into a work surface. Few-shot prompting did not merely save fine-tuning time. It changed where the ""program"" lived. A user could put examples, labels, styles, or output formats into the context and"	N05.013: source IDs S-0004. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.014	05	GPT-1 to GPT-3: The Door Opens	S-0069	1	body_or_heading_cue	The OpenAI API then changed who could participate. A paper can be read. A demo can be watched. An API can be built into another product. OpenAI's June 2020 API announcement presented the model as a general-purpose text-i	N05.014: source IDs S-0069. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.015	05	GPT-1 to GPT-3: The Door Opens	S-0052	1	body_or_heading_cue	Codex sharpened the point because code is language with consequences. The Codex paper evaluated language models trained on code and treated functional correctness as the test that mattered. S-0052 That was not just anoth	N05.015: source IDs S-0052. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.016	05	GPT-1 to GPT-3: The Door Opens	S-0070	1	body_or_heading_cue	GitHub Copilot brought that action into the editor. GitHub's announcement described a technical preview in Visual Studio Code, powered by OpenAI Codex and built with OpenAI. S-0070 The location was the story. The model w	N05.016: source IDs S-0070. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.017	05	GPT-1 to GPT-3: The Door Opens	S-0011	1	body_or_heading_cue	"The important thing about GPT-1 is not that it predicted the later frenzy. It did not. Its importance is that it made transfer feel native to the Transformer. Before the public learned to say ""large language model,"" GPT-"	N05.017: source IDs S-0011. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.018	05	GPT-1 to GPT-3: The Door Opens	S-0012;S-0013	2	body_or_heading_cue	GPT-2 is where the technical story became a public story before the product story was ready. The model's paper described a language model trained on a large and diverse dataset, evaluated across tasks without task-specif	N05.018: source IDs S-0012, S-0013. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.019	05	GPT-1 to GPT-3: The Door Opens	S-0004	1	body_or_heading_cue	GPT-3 is the chapter's hinge because it made context feel mechanical. The GPT-3 paper evaluated a very large autoregressive language model under zero-shot, one-shot, and few-shot conditions. S-0004 The familiar headline 	N05.019: source IDs S-0004. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.020	05	GPT-1 to GPT-3: The Door Opens	S-0069	1	body_or_heading_cue	The API amplified that repurposing. OpenAI's API post framed access as a way for developers to apply language models to many text tasks while OpenAI studied limitations and misuse. S-0069 That sentence-level framing is e	N05.020: source IDs S-0069. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.021	05	GPT-1 to GPT-3: The Door Opens	S-0069	1	body_or_heading_cue	Distribution often gets treated as business context, something that happens after the science. In the GPT line, distribution became technical. A model available only as a paper is different from a model available through	N05.021: source IDs S-0069. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.022	05	GPT-1 to GPT-3: The Door Opens	S-0052	1	body_or_heading_cue	The Codex paper belongs in this chapter because it shifts the output from language-about-the-world to language-that-changes-a-machine. S-0052 The model was still predicting tokens, but the tokens could be compiled or int	N05.022: source IDs S-0052. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.023	05	GPT-1 to GPT-3: The Door Opens	S-0070	1	body_or_heading_cue	Copilot put that bridge where it mattered. The technical preview placed a Codex-powered system inside Visual Studio Code. S-0070 That was not merely a new interface; it was a new social position for the model. In a chat 	N05.023: source IDs S-0070. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
I-0249	N05.024	05	GPT-1 to GPT-3: The Door Opens	S-0014	1	body_or_heading_cue	InstructGPT and RLHF belong immediately after this chapter because they addressed that gap directly. The InstructGPT paper trained language models to follow instructions with human feedback, using demonstrations, compari	N05.024: source IDs S-0014. Placeholder only; expand later with bibliographic detail, page anchors, rights caveats, and blocked-claim boundaries.
