pass_id	note_id	chapter	chapter_title	anchor_type	manuscript_anchor	source_ids	claim_ids	source_count	claim_count	compressed_cluster_id	expanded_note	page_anchor_status	final_note_status
I-0267	N02.001	02	Before the Transformer	body_or_heading_cue	That bet runs through the neural probabilistic language model proposed by Yoshua Bengio, Rejean Ducharme, Pascal Vincent, and Christian Jauvin. The paper attacked the curse of dimensionality by learning a distributed rep	S-0104		1	0	CL-00325	S-0104 - A Neural Probabilistic Language Model (Bengio, Ducharme, Vincent, and Jauvin; JMLR paper; primary; accessed 2026-05-25; https://jmlr.org/papers/v3/bengio03a.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.002	02	Before the Transformer	body_or_heading_cue	Word2vec made that operational picture famous because it made useful word vectors cheap to train at scale. Tomas Mikolov, Kai Chen, Greg Corrado, and Jeffrey Dean proposed efficient architectures for learning continuous	S-0105		1	0	CL-00326	S-0105 - Efficient Estimation of Word Representations in Vector Space (Mikolov, Chen, Corrado, and Dean; arXiv / Google Research paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1301.3781) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.003	02	Before the Transformer	body_or_heading_cue	This is why distributed representation was more than a technical convenience. It was a way to make the model less brittle in the face of novelty. Bengio and his coauthors described a neural language model that learned wo	S-0104		1	0	CL-00325	S-0104 - A Neural Probabilistic Language Model (Bengio, Ducharme, Vincent, and Jauvin; JMLR paper; primary; accessed 2026-05-25; https://jmlr.org/papers/v3/bengio03a.html) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.004	02	Before the Transformer	body_or_heading_cue	A useful analogy is a map, with the usual warning that the map is not the territory. If every town is represented only by its name, a traveler who has never seen one town knows nothing about where it lies. If the towns h	S-0105		1	0	CL-00326	S-0105 - Efficient Estimation of Word Representations in Vector Space (Mikolov, Chen, Corrado, and Dean; arXiv / Google Research paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1301.3781) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.005	02	Before the Transformer	body_or_heading_cue	The same discipline applies to analogies in word-vector papers and demos. They were striking because they made geometry feel semantic. But an analogy benchmark is not a theory of mind. It is evidence that certain relatio	S-0105		1	0	CL-00326	S-0105 - Efficient Estimation of Word Representations in Vector Space (Mikolov, Chen, Corrado, and Dean; arXiv / Google Research paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1301.3781) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.006	02	Before the Transformer	body_or_heading_cue	The encoder-decoder idea turned recurrence into a powerful machine for mapping one sequence to another. In sequence-to-sequence learning, a model could read an input sequence into a representation and then generate an ou	S-0106		1	0	CL-00327	S-0106 - Sequence to Sequence Learning with Neural Networks (Sutskever, Vinyals, and Le; arXiv / NeurIPS paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.3215) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.007	02	Before the Transformer	body_or_heading_cue	That pressure is where attention entered the story not as a fashionable slogan but as a practical relief valve. Bahdanau, Cho, and Bengio proposed a neural machine translation model that learned to align and translate jo	S-0107		1	0	CL-00328	S-0107 - Neural Machine Translation by Jointly Learning to Align and Translate (Bahdanau, Cho, and Bengio; arXiv paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.0473) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.008	02	Before the Transformer	body_or_heading_cue	The fixed-vector bottleneck is worth slowing down for because it gives the early history a dramatic shape. In an encoder-decoder translation system, the encoder reads the source sentence and produces an internal represen	S-0106		1	0	CL-00327	S-0106 - Sequence to Sequence Learning with Neural Networks (Sutskever, Vinyals, and Le; arXiv / NeurIPS paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.3215) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.009	02	Before the Transformer	body_or_heading_cue	Attention changed the plot because it made memory addressable. Bahdanau, Cho, and Bengio framed their model around learning to align and translate jointly; the decoder did not have to rely only on a single vector but cou	S-0107		1	0	CL-00328	S-0107 - Neural Machine Translation by Jointly Learning to Align and Translate (Bahdanau, Cho, and Bengio; arXiv paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.0473) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.010	02	Before the Transformer	body_or_heading_cue	The chapter should also keep a useful skepticism here. Attention did not make models reliable. It made one route for information flow more flexible. A model can attend to the wrong token, learn a spurious relation, or pr	S-0107		1	0	CL-00328	S-0107 - Neural Machine Translation by Jointly Learning to Align and Translate (Bahdanau, Cho, and Bengio; arXiv paper; primary; accessed 2026-05-25; https://arxiv.org/abs/1409.0473) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.011	02	Before the Transformer	body_or_heading_cue	"The Transformer paper, ""Attention Is All You Need,"" made the decisive architectural claim in its title. Vaswani and colleagues replaced recurrence and convolution in the core sequence transduction model with attention me"	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.012	02	Before the Transformer	body_or_heading_cue	Self-attention also changed what a layer could do. Each token representation could be updated by looking across the sequence. Multi-head attention let the model learn multiple relationship patterns in parallel. Positiona	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.013	02	Before the Transformer	body_or_heading_cue	Parallelism sounds like a hardware footnote until it becomes destiny. A recurrent model processes sequence positions in order because each step depends on the previous hidden state. That matches the experience of reading	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.014	02	Before the Transformer	body_or_heading_cue	This is the first glimpse of a theme that will dominate the book later: model history is also infrastructure history. Ideas win partly because they are true or elegant, and partly because they run well on the machines av	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.015	02	Before the Transformer	body_or_heading_cue	The connection to later LLMs should be drawn carefully. It is not that the Transformer paper predicted every product that followed. It is not that architecture alone explains the boom. Data, objectives, optimization, har	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N02.016	02	Before the Transformer	continuity_stitch_source_lane	> Source lane (I-0248): S-0002 S-0108	S-0002;S-0108		2	0	CL-00710	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | S-0108 - Transformer: A Novel Neural Network Architecture for Language Understanding (Google Research; official research blog; primary official commentary; accessed 2026-05-25; https://research.google/blog/transformer-a-novel-neural-network-architecture-for-language-understanding/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.001	03	Attention Catches Fire	body_or_heading_cue	The 2017 Transformer paper made a different wager. It proposed a sequence transduction architecture based entirely on attention mechanisms, dispensing with recurrence and convolution in the core model. S-0002 That senten	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.002	03	Attention Catches Fire	body_or_heading_cue	The Transformer paper used scaled dot-product attention: queries, keys, and values are computed from input representations; attention weights come from comparing queries and keys; the resulting weighted sum of values pro	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.003	03	Attention Catches Fire	body_or_heading_cue	Self-attention differs from the earlier encoder-decoder attention story in one important way. In translation attention, a decoder position attends back to source positions while generating output. In Transformer self-att	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.004	03	Attention Catches Fire	body_or_heading_cue	Multi-head attention is one of the Transformer's most important design choices because language rarely has one relationship at a time. A word may need syntactic information, semantic information, local phrase structure,	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.005	03	Attention Catches Fire	body_or_heading_cue	The Google Research blog introducing the Transformer to a broader technical audience framed it as a novel neural network architecture for language understanding and emphasized self-attention as a way to model dependencie	S-0108		1	0	CL-00329	S-0108 - Transformer: A Novel Neural Network Architecture for Language Understanding (Google Research; official research blog; primary official commentary; accessed 2026-05-25; https://research.google/blog/transformer-a-novel-neural-network-architecture-for-language-understanding/) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.006	03	Attention Catches Fire	body_or_heading_cue	The address book still has a price. Each layer has to compute and move attention information, and later systems would spend enormous engineering effort on memory, caching, sparse patterns, kernels, and context management	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.007	03	Attention Catches Fire	body_or_heading_cue	The Transformer paper handled order by adding positional encodings to the input embeddings, allowing the model to use sequence order while still avoiding recurrence. S-0002 This is a small detail with large explanatory v	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.008	03	Attention Catches Fire	body_or_heading_cue	The Transformer block is a compact industrial design: self-attention, feed-forward computation, residual connections, layer normalization, repeated in depth. The details vary across later systems, but the basic grammar b	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.009	03	Attention Catches Fire	body_or_heading_cue	The GPT lineage later used Transformer language models trained on text to predict the next token, then adapted and scaled that recipe. GPT-1 used generative Transformer pretraining followed by supervised task adaptation.	S-0004;S-0011;S-0013		3	0	CL-01088	S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0011 - Improving Language Understanding by Generative Pre-Training (OpenAI; paper; primary; accessed 2026-05-24; https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf) | S-0013 - Language Models are Unsupervised Multitask Learners (Radford et al.; paper; primary; accessed 2026-05-24; https://cdn.openai.com/better-language-models/language_models_are_unsupervised_multitask_learners.pdf) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.010	03	Attention Catches Fire	body_or_heading_cue	"The original Transformer paper presented an encoder-decoder architecture for sequence transduction. That matters because the paper's immediate problem space was not ""build a chatbot."" It was machine translation and relat"	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.011	03	Attention Catches Fire	body_or_heading_cue	The LLM boom made one branch of that family especially visible: decoder-style autoregressive language modeling. In that setup, the model is trained to predict the next token from previous tokens. GPT-1 used generative Tr	S-0004;S-0011;S-0013		3	0	CL-01088	S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0011 - Improving Language Understanding by Generative Pre-Training (OpenAI; paper; primary; accessed 2026-05-24; https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf) | S-0013 - Language Models are Unsupervised Multitask Learners (Radford et al.; paper; primary; accessed 2026-05-24; https://cdn.openai.com/better-language-models/language_models_are_unsupervised_multitask_learners.pdf) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.012	03	Attention Catches Fire	body_or_heading_cue	The Transformer paper's architectural move was also a hardware move. By removing recurrence from the core sequence transduction architecture, it allowed more parallel computation over sequence positions during training.	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.013	03	Attention Catches Fire	body_or_heading_cue	First, it made context relational. Tokens could interact through self-attention rather than only through a compressed state. That gave language modeling a powerful way to condition each position on surrounding text. S-00	S-0002		1	0	CL-00322	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.014	03	Attention Catches Fire	body_or_heading_cue	Fourth, it connected naturally to the pretraining recipe. If large quantities of text can be represented as token sequences, and if a model can learn to predict or transform those sequences, then the same trained model c	S-0011		1	0	CL-00322	S-0011 - Improving Language Understanding by Generative Pre-Training (OpenAI; paper; primary; accessed 2026-05-24; https://cdn.openai.com/research-covers/language-unsupervised/language_understanding_paper.pdf) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N03.015	03	Attention Catches Fire	continuity_stitch_source_lane	> Source lane (I-0248): S-0002 S-0003 S-0015 S-0004	S-0002;S-0003;S-0004;S-0015		4	0	CL-01472	S-0002 - Attention Is All You Need (Vaswani et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/1706.03762) | S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | S-0015 - Training Compute-Optimal Large Language Models (Hoffmann et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.15556) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.001	04	The Scaling Bet	body_or_heading_cue	"Kaplan and colleagues' ""Scaling Laws for Neural Language Models"" gave that bet a sharp form. The paper studied how language-model performance varied with model size, dataset size, and compute, and argued that performance"	S-0003		1	0	CL-00323	S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.002	04	The Scaling Bet	body_or_heading_cue	"Kaplan et al. separated three levers: model size, dataset size, and compute. S-0003 That separation matters because it prevents a common simplification. ""Scale"" is not one thing. A larger parameter count without enough d"	S-0003		1	0	CL-00323	S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.003	04	The Scaling Bet	body_or_heading_cue	This is where the book's hardware chapters begin in embryo. A scaling law is not a GPU, but it creates demand for GPUs. It is not a datacenter, but it justifies a datacenter. It is not a business model, but it tells a CE	S-0003		1	0	CL-00323	S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.004	04	The Scaling Bet	body_or_heading_cue	"Scaling-law prose can become slippery because ""performance"" sounds general. This chapter should keep the word tied to what the sources actually measured. Kaplan et al. studied language-model loss and related evaluation b"	S-0003		1	0	CL-00323	S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.005	04	The Scaling Bet	body_or_heading_cue	That chain is full of ifs. Kaplan et al. did not prove the business model. They supplied a way to reason about the training side of the chain. S-0003 The rest had to be supplied by product design, infrastructure, pricing	S-0003		1	0	CL-00323	S-0003 - Scaling Laws for Neural Language Models (Kaplan et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2001.08361) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.006	04	The Scaling Bet	body_or_heading_cue	"GPT-3 made the scaling bet culturally legible inside the technical world before ChatGPT made it culturally legible outside it. Brown and colleagues' ""Language Models are Few-Shot Learners"" presented a much larger autoreg"	S-0004		1	0	CL-00324	S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.007	04	The Scaling Bet	body_or_heading_cue	GPT-3 also made the scaling question feel urgent. If a bigger language model could perform a wider range of tasks from prompts, then every lab had to ask whether the next jump in scale would unlock more such behavior. Th	S-0004		1	0	CL-00324	S-0004 - Language Models are Few-Shot Learners (Brown et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2005.14165) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.008	04	The Scaling Bet	body_or_heading_cue	The first scaling story tempted outsiders to look mainly at model size. Bigger parameter count was easy to headline. It turned into a scoreboard number. But parameter count is not the only axis. Hoffmann and colleagues'	S-0015		1	0	CL-00326	S-0015 - Training Compute-Optimal Large Language Models (Hoffmann et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.15556) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
I-0267	N04.009	04	The Scaling Bet	body_or_heading_cue	This is the Chinchilla correction. It did not say scale was over. It said scale had to be balanced. If the budget is compute, then the question is how to allocate compute between a larger model and more training tokens.	S-0015		1	0	CL-00326	S-0015 - Training Compute-Optimal Large Language Models (Hoffmann et al.; paper; primary; accessed 2026-05-24; https://arxiv.org/abs/2203.15556) | Boundary: Placeholder expanded from I-0249; final page number awaits render pagination.	manuscript_anchor_ready__render_page_number_pending	expanded_from_placeholder
