pass_id	chapter	figure_id	page	sample_png	sample_png_exists	sample_png_sha256	page_text_chars	page_image_count	largest_image_area_pct	chapter_sample_status	manual_review_note
I-0293	CH11	F11.01	90	rendered/full_book_i0293/chapter_page_samples/ch11_page_090_F11-01.png	yes	c2561436a75ab50c2966dadbc4c0521adb8c8bdfcda7bf2fd2fa76ee2aeafe73	2361	1	31.1	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH12	F12.01	102	rendered/full_book_i0293/chapter_page_samples/ch12_page_102_F12-01.png	yes	f50662b3b8369ab3c5d236af4b624a89964ada5df5da26b4ca35a72c6d6f97c3	3165	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH13	F13.01	115	rendered/full_book_i0293/chapter_page_samples/ch13_page_115_F13-01.png	yes	665b44ee553d292888cba1a6ac90db0807b294468c4e7c62e3783946060b04f5	2323	1	31.1	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH14	F14.01	124	rendered/full_book_i0293/chapter_page_samples/ch14_page_124_F14-01.png	yes	53fadfca1a7632ad93bf2ec9be5c1acefaee0c0301b54a84509370f775177145	2378	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH15	F15.01	134	rendered/full_book_i0293/chapter_page_samples/ch15_page_134_F15-01.png	yes	afcc2fd15083dee63aac7b60c37f904b1a628224a377ad5d5a42729cf4eec58c	2381	1	29.2	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH16	F16.01	148	rendered/full_book_i0293/chapter_page_samples/ch16_page_148_F16-01.png	yes	df1c206ef8c6417643dfbf632a790a95aa25a468816150afb3d6108556e8f526	3238	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH17	F17.01	162	rendered/full_book_i0293/chapter_page_samples/ch17_page_162_F17-01.png	yes	cc12b28cd60d0bf3ad49be6edf9d539f00c0a3c23804bf5acab81ea5a278d54b	2471	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH18	F18.01	171	rendered/full_book_i0293/chapter_page_samples/ch18_page_171_F18-01.png	yes	e2a3d7b2b216f95257b54f45f73cc554967fe8d521724560b44bf4eeb15bf077	2702	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH19	F19.01	179	rendered/full_book_i0293/chapter_page_samples/ch19_page_179_F19-01.png	yes	0742bd9daabdf0212d56d19b1b09630eb71b4d13c1430930715ec90e7cc25cc9	2682	1	17.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH20	F20.01	189	rendered/full_book_i0293/chapter_page_samples/ch20_page_189_F20-01.png	yes	911d5da8b13ea24a03d6d33ec49dab9b7da0fc0ca41c84a3ff256729cb102843	2496	1	31.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH21	F21.01	200	rendered/full_book_i0293/chapter_page_samples/ch21_page_200_F21-01.png	yes	5c08fba1935944a8478653bb2a2540b536927cd93111792cd28fba24f292dfc9	1538	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH22	F22.01	209	rendered/full_book_i0293/chapter_page_samples/ch22_page_209_F22-01.png	yes	2f79f961016a9cf28e66043e1d71e1b81b48f670f39dce0d490cf12ddcd0277f	2576	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH23	F23.01	218	rendered/full_book_i0293/chapter_page_samples/ch23_page_218_F23-01.png	yes	c8acbef18d88cd95958ff1b6042a2de08fc035aa47b1feb9cf923a6bf1206b0b	1253	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0293	CH24	F24.01	227	rendered/full_book_i0293/chapter_page_samples/ch24_page_227_F24-01.png	yes	64efdb4da29752f4533c2b018add3414c190fe818cf26f922f556b7264365bab	1214	1	27.7	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
