pass_id	figure_id	chapter	chapter_anchor	selected_rank	asset_id	asset_type	figure_title	caption	alt_text	source_note	source_ids	rights_status	rights_stage	publication_decision	manifest_status	source_file	source_file_exists	source_sha256	render_embed_file	render_embed_file_exists	render_embed_sha256	i0257_render_status	fallback_action	claim_boundary	proof_gate	fail_closed_status
I-0258	F07.01	CH07	ch07-fig01	011	A-0016	svg_diagram	ChatGPT: From Interface Event To Business Surface	Figure 7.x - ChatGPT: From Interface Event To Business Surface. Sourced timeline for ChatGPT launch, Plus, plugins, Enterprise release-note entry, GPTs, and GPT-4o with a blocked adoption/productivity lane.	F07.01: ChatGPT: From Interface Event To Business Surface. Shows ChatGPT business timeline. Source and blocker notes remain required at placement.	Source IDs: S-0006;S-0014;S-0044;S-0045;S-0046;S-0077;S-0078;S-0079;S-0089;S-0090; Asset source: Generated ChatGPT interface-to-business timeline; Anchor: S-0006;S-0014;S-0044;S-0045;S-0046;S-0077;S-0078;S-0079;S-0089;S-0090;SNAP-20260525-013;SNAP-20260525-014;SNAP-20260525-015; Creator/org: Codex	S-0006;S-0014;S-0044;S-0045;S-0046;S-0077;S-0078;S-0079;S-0089;S-0090	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chatgpt-interface-business-timeline.svg	yes	47c12f74423fd269fdf6f7e8ad025540b5bbca96c2a41d7c7e9d05fbd581c2d3	rendered\full_book_i0257\embedded_rasters\F07-01_chatgpt-interface-business-timeline.png	yes	ed6d53649646d0bed0c0e1e4cd9cce1b04d5c9371a3089df7e773c21aed24e84	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F07.02	CH07	ch07-fig02	012	A-0036	screenshot_slot	ChatGPT launch surface	Figure 1/7.x - ChatGPT launch surface. Private-use screenshot slot for the product page that made chat feel like a general interface.	F07.02: ChatGPT launch surface. Shows ChatGPT launch surface. Source and blocker notes remain required at placement.	Source IDs: S-0006; Asset source: OpenAI ChatGPT launch page; Anchor: S-0006; Creator/org: OpenAI	S-0006	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0112/A-0036_chatgpt_launch_page.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F07.03	CH07	ch07-fig03	013	A-0037	screenshot_slot	ChatGPT Plus conversion	Figure 7.x - ChatGPT Plus conversion. Private-use screenshot slot for subscription/reliability productization.	F07.03: ChatGPT Plus conversion. Shows ChatGPT Plus surface. Source and blocker notes remain required at placement.	Source IDs: S-0078; Asset source: OpenAI ChatGPT Plus page; Anchor: S-0078; Creator/org: OpenAI	S-0078	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0112/A-0037_chatgpt_plus_page.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F07.04	CH07	ch07-fig04	014	A-0038	screenshot_slot	ChatGPT Enterprise launch surface	Figure 7/8.x - ChatGPT Enterprise launch surface. Private-use screenshot slot for workplace administration framing.	F07.04: ChatGPT Enterprise launch surface. Shows Enterprise surface. Source and blocker notes remain required at placement.	Source IDs: S-0079; Asset source: OpenAI ChatGPT Enterprise page; Anchor: S-0079; Creator/org: OpenAI	S-0079	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0112/A-0038_chatgpt_enterprise_page.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F07.05	CH07	ch07-fig05	015	A-0039	screenshot_slot	ChatGPT plugins surface	Figure 7/18.x - ChatGPT plugins surface. Private-use screenshot slot for tool-use bridge.	F07.05: ChatGPT plugins surface. Shows plugins surface. Source and blocker notes remain required at placement.	Source IDs: S-0044; Asset source: OpenAI ChatGPT plugins page; Anchor: S-0044; Creator/org: OpenAI	S-0044	private_capture_needed	screenshot_capture_and_use_review_required	permission-needed	acquisition_ready	assets/private_use_screenshots/i0112/A-0039_chatgpt_plugins_page.png	no			no		not_embedded_in_i0257_pdf	Capture official source surface with date/provenance, then choose fair-use/local-only/permission path; if unresolved, replace with a self-made facsimile or source-card redraw.	Product screenshots may show interface/source texture only; they do not prove current UI, endorsement, adoption, revenue, productivity, safety, or market impact.	Capture/permission/fair-use review required; if unresolved, replace with self-made facsimile, source card, or alternate original visual.	blocked_missing_source_file_permission-needed
I-0258	F08.01	CH08	ch08-fig01	016	A-0056	svg_diagram	Microsoft/OpenAI: The Cloud Bargain Timeline	Figure 8.1 - Microsoft/OpenAI: The Cloud Bargain Timeline. Sourced chronology from 2019 compute partnership to Microsoft 365 Copilot with blocked outcome lane.	F08.01: Microsoft/OpenAI: The Cloud Bargain Timeline. Shows cloud bargain timeline. Source and blocker notes remain required at placement.	Source IDs: S-0125;S-0126;S-0127;S-0129;S-0130;S-0131;S-0132;S-0133; Asset source: Generated Microsoft/OpenAI partnership chronology; Anchor: S-0125;S-0126;S-0127;S-0132;S-0129;S-0130;S-0133;S-0131; Creator/org: Codex	S-0125;S-0126;S-0127;S-0129;S-0130;S-0131;S-0132;S-0133	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter8-microsoft-openai-partnership-chronology.svg	yes	b478606ce4e1db0f9c5b8c4288d17bd6afd85bfef6597e61a03c04cabf6d2adb	rendered\full_book_i0257\embedded_rasters\F08-01_chapter8-microsoft-openai-partnership-chronology.png	yes	237f0fd7ee122b3760437fd0f65a414ceb30505bad2d0c4455262ed7c43dda7c	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F08.02	CH08	ch08-fig02	017	A-0057	svg_diagram	Cloud-To-Product Flywheel	Figure 8.2 - Cloud-To-Product Flywheel. Azure capacity, OpenAI models, Microsoft surfaces, and demand pressure reinforce each other as a strategic mechanism.	F08.02: Cloud-To-Product Flywheel. Shows cloud-to-product flywheel. Source and blocker notes remain required at placement.	Source IDs: S-0125;S-0126;S-0127;S-0129;S-0130;S-0131;S-0132;S-0133; Asset source: Generated Chapter 8 cloud-to-product flywheel; Anchor: S-0125;S-0126;S-0127;S-0129;S-0130;S-0131;S-0132;S-0133; Creator/org: Codex	S-0125;S-0126;S-0127;S-0129;S-0130;S-0131;S-0132;S-0133	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter8-cloud-to-product-flywheel.svg	yes	ca4826aeb621f311b9dd1717bef95d1d9a3e3680bbe190680a1dc52f9edb5cb5	rendered\full_book_i0257\embedded_rasters\F08-02_chapter8-cloud-to-product-flywheel.png	yes	5aa52cb61f461c17197eeefa02f330610f63b4da18faf025440bde11d0b3ed59	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F08.03	CH08	ch08-fig03	018	A-0058	svg_diagram	Inference Cost Stack: What The Chat Box Hides	Figure 8.3 - Inference Cost Stack: What The Chat Box Hides. Non-quantified stack of latency, governance, serving software, accelerators, and physical datacenter layers.	F08.03: Inference Cost Stack: What The Chat Box Hides. Shows inference cost stack. Source and blocker notes remain required at placement.	Source IDs: S-0041;S-0126;S-0129;S-0131;S-0133; Asset source: Generated Chapter 8 inference cost stack; Anchor: S-0126;S-0129;S-0131;S-0133;S-0041; Creator/org: Codex	S-0041;S-0126;S-0129;S-0131;S-0133	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter8-inference-cost-stack.svg	yes	169f2ac4657e17e889e39089e3564c87938a97af7c87b40c3e5d09d1ed5d11ce	rendered\full_book_i0257\embedded_rasters\F08-03_chapter8-inference-cost-stack.png	yes	27c2286309479d8ac1c6dd9bf5e7ba68655951cbebea51a285b05a7392e144b5	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F08.04	CH08	ch08-fig04	019	A-0059	svg_diagram	Enterprise Claim Blocker Map	Figure 8.4 - Enterprise Claim Blocker Map. Access routes and product surfaces are allowed now; revenue, ROI, productivity, adoption, search share, and margin need stronger rows.	F08.04: Enterprise Claim Blocker Map. Shows enterprise blocker map. Source and blocker notes remain required at placement.	Source IDs: S-0129;S-0131;S-0132;S-0133; Asset source: Generated Chapter 8 enterprise claim blocker map; Anchor: S-0129;S-0131;S-0132;S-0133; Creator/org: Codex	S-0129;S-0131;S-0132;S-0133	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter8-enterprise-claim-blocker-map.svg	yes	258d7d14f8eba01b2f2ce36f15de1a0de9d1cf2794b8f957c603c60666789e05	rendered\full_book_i0257\embedded_rasters\F08-04_chapter8-enterprise-claim-blocker-map.png	yes	298143183a492595bce17e487bab3260747f06c83735fd4298dc7c442fffdb3f	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F09.01	CH09	ch09-fig01	020	A-0086	svg_diagram	Research Became Product In Stages	Figure 9.1 - Research Became Product In Stages. Google/DeepMind chronology is shown as a conversion sequence from Transformer and PaLM to Bard, Gemini, long context, and Gemini 2.5 thinking.	F09.01: Research Became Product In Stages. Shows Google conversion timeline. Source and blocker notes remain required at placement.	Source IDs: S-0002;S-0016;S-0108;S-0115;S-0116;S-0117;S-0118;S-0119;S-0121;S-0122;S-0123;S-0124; Asset source: Generated Chapter 9 research-to-product conversion timeline; Anchor: S-0002;S-0108;S-0115;S-0016;S-0118;S-0121;S-0116;S-0122;S-0117;S-0123;S-0124;S-0119; Creator/org: Codex	S-0002;S-0016;S-0108;S-0115;S-0116;S-0117;S-0118;S-0119;S-0121;S-0122;S-0123;S-0124	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter9-research-to-product-conversion-timeline.svg	yes	63d802c5f9c4053c8dae2e3f8c02fadf36a2c743aa8121be10909d7f38f2d81a	rendered\full_book_i0257\embedded_rasters\F09-01_chapter9-research-to-product-conversion-timeline.png	yes	d00aa85f6efede614457823eb409829f1fbb89509d94fb3b0d33f6388970e65a	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F09.02	CH09	ch09-fig02	021	A-0087	svg_diagram	Google's Gemini Question Was Surface Conversion	Figure 9.2 - Google's Gemini Question Was Surface Conversion. Research, TPUs, Search, Workspace, Android, developer APIs, and cloud are mapped as product surfaces.	F09.02: Google's Gemini Question Was Surface Conversion. Shows Gemini surface conversion. Source and blocker notes remain required at placement.	Source IDs: S-0115;S-0118;S-0121;S-0122;S-0123;S-0124; Asset source: Generated Chapter 9 TPU/Search/Workspace surface map; Anchor: S-0115;S-0121;S-0118;S-0122;S-0123;S-0124; Creator/org: Codex	S-0115;S-0118;S-0121;S-0122;S-0123;S-0124	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter9-tpu-search-workspace-surface-map.svg	yes	8cd8156d35508fad0d5e174245db84e30122d12d852d48cdf1f453d91369986f	rendered\full_book_i0257\embedded_rasters\F09-02_chapter9-tpu-search-workspace-surface-map.png	yes	fac4ab9cf6660265562363fbbe62c2db2876346cca4e755809b96c7994e35bbf	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
I-0258	F09.03	CH09	ch09-fig03	022	A-0088	svg_diagram	Long Context Became A Product Grammar	Figure 9.3 - Long Context Became A Product Grammar. Gemini 1.5 technical, consumer, and developer/cloud access-path lanes are separated.	F09.03: Long Context Became A Product Grammar. Shows long-context product grammar. Source and blocker notes remain required at placement.	Source IDs: S-0117;S-0123;S-0124; Asset source: Generated Chapter 9 Gemini long-context lane; Anchor: S-0117;S-0123;S-0124; Creator/org: Codex	S-0117;S-0123;S-0124	ready_svg	publish_after_render_caption_source_note_qa	publish	available	assets/visual_system/chapter9-gemini-long-context-lane.svg	yes	b678701ee49324387066539e6d56c5399166f75ce0669ca894d179af622c61e7	rendered\full_book_i0257\embedded_rasters\F09-03_chapter9-gemini-long-context-lane.png	yes	32c703533d0f6222fac1dba0c7886fdc4db359730f387fcecd22379c94b83a57	embedded_in_i0257_pdf	Keep current original SVG/lightweight chart; no external raster rights path required.	Original workspace visual may support only its scoped data/mechanism claim; no outcome, rank, productivity, safety, or market conclusion without matching evidence.	I-0257 embedded-render proof exists; still requires page-image legibility, caption compression, and final source-note QA.	embed_ready_after_page_qa
