pass_id	risk_id	line	verdict	rule	matched_text	boundary_evidence
I-0303	visual_overclaim_proof	878	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F06.01: Anthropic Console public-web screenshot grounds the alignment-as-product discussion in a visible developer surface; it does not prove safety, model quality, adoption, uptime, or enterprise outcomes.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	940	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F06.02: OpenAI API source image anchors the chapter's behavior-as-interface discussion as private-edition product texture; it does not prove pricing, traffic, reliability, or model capability.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	966	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The central weakness remained evaluation. Human preference data could improve behavior, but the reward model was not the world. Red teams could find failures, but not all failures. System cards could disclose mitigations, but not prove absence of risk. Benchmarks could measure slices of performance, but assistant behavior lived in long, messy conversations with users who had co	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1005	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F06.03: Public-profile image of Dario Amodei adds a human organizational anchor near the Constitutional AI and assistant-behavior discussion; it does not prove alignment claims, governance outcomes, or biographical details beyond the ledger label.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1011	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	"For OpenAI's instruction-following post, the table permits short, renderer-caveated phrases. The chapter can say OpenAI framed InstructGPT around ""following user intentions"" and contrasted that goal with a model trained to predict the next word rather than ""safely perform"" the user's task. [S-0074] Those fragments are not enough to prove safety. They are enough to show the publ"	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1141	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The older computing metaphor was software as a set of explicit controls. ChatGPT suggested a second metaphor: software as a space of latent behaviors discovered through language. That metaphor was intoxicating. It also carried a danger. If an interface accepts ordinary language, users will naturally ask for ordinary guarantees: truth, memory, judgment, accountability, taste. Th	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1193	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The Enterprise evidence has improved since the earliest draft: the original product post now has a text-rendered local row that can support short, attributed launch-page feature language with vendor-hosted caveats. [S-0079] That still does not license the dangerous claims. Fortune 500 domain-registration language is not the same as deployment. A customer list on a vendor page i	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1252	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The stronger ending is also the colder one. ChatGPT did not prove that language models understood the world. It proved that a large enough, instruction-shaped language model could occupy the interface slot where understanding had previously seemed necessary. For many tasks, that was enough to be useful. For some, it was enough to be dangerous. For the industry, it was enough to	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1302	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The announcement did not prove that the partnership would work. It did not prove that OpenAI's models would become consumer products, enterprise tools, or developer infrastructure. What it did prove is that Microsoft understood the shape of the bottleneck early enough to make compute itself a strategic position.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1321	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F08.02: Microsoft Copilot public-web screenshot gives the Microsoft/OpenAI flywheel a concrete product surface; it does not prove enterprise adoption, productivity lift, revenue, margin, or search-share effects.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1341	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The claim must stay narrow. Copilot's launch did not prove developer productivity gains, adoption at scale, legal safety, code correctness, or economic impact. C-0029 still blocks those claims until row-specific evidence supports them. The supported point is more basic and more important: Copilot converted a model into a cursor-level product surface. [S-0132]	explicit caveat/quarantine language in same line
I-0303	fabricated_access_language	1415	bounded_or_quarantined	No fabricated leaks, interviews, private scenes, or insider access.	The difficulty is that workplace trust is not the same as consumer delight. A funny hallucination in a public chatbot is one kind of failure. A wrong number in a board deck, a bad summary of a legal email, a leaked confidential detail, or an invented action item in a team workflow is another. Microsoft therefore had to sell not only capability, but governability. The model need	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1419	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The next chapters should preserve this split. Consumer search and workplace Copilot are both Microsoft/OpenAI distribution channels, but they ask for different evidence. Search claims need behavior, share, ad, and publisher evidence. Workplace claims need customer-side usage, productivity, governance, and ROI evidence. This chapter can set up both pathways without pretending th	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1463	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F09.01: PaLM page-one render gives the Google/DeepMind chapter a pre-Gemini scale artifact; it does not prove current Gemini quality, deployment, Search impact, or product adoption.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1492	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F09.02: Google Gemini API model-docs screenshot makes Gemini's developer model surface visible; mutable docs do not prove cutoff-day availability, benchmark rank, Search impact, price, or stable behavior.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1514	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The caveat is crucial: a broad surface area is not the same as a loved product. Distribution can make a feature unavoidable without making it narratively dominant. In 2023 and 2024, Google had to fight on both fronts. It had to prove that Gemini models were technically serious, and it had to turn them into experiences users would voluntarily reach for. The company could put Gem	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1521	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F09.03: Gemini 1.5 technical-report page-one render anchors long-context product grammar in a source surface; it does not prove current product state, live model rank, or Search impact.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	1550	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F09.04: The 2023 benchmark/model-landscape table marks the year when Llama, Mistral, Code Llama, and tool-use/coding benchmarks entered the visible race; it is context, not a live rank or universal quality score.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1577	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F09.05: Google AI Studio public-web screenshot anchors Gemini as a developer-facing product surface; it does not prove benchmark rank, adoption, Search economics, TPU performance, or current feature status.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1583	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	This matters because it makes Google harder to judge from the outside. If Gemini is only a chatbot, a reader can compare it to ChatGPT or Claude by feel. If Gemini is also a cloud and developer platform, the comparison becomes messier. A company may choose Google because its data already lives in BigQuery, because its teams already use Workspace, because its mobile product depe	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1629	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F10.01: The Llama 3 Herd of Models page-one render makes Meta's open-weight family visible as a report artifact; it does not prove open-source legal status, adoption, benchmark supremacy, or deployment outcomes.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1659	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F10.02: Llama 2 Hugging Face model-card screenshot gives the open-weight control stack a concrete distribution surface; it does not prove open-source legal status, adoption, superiority, safety, or current rank.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	1659	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F10.02: Llama 2 Hugging Face model-card screenshot gives the open-weight control stack a concrete distribution surface; it does not prove open-source legal status, adoption, superiority, safety, or current rank.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1690	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F10.03: Llama 3 Hugging Face model-card screenshot shows the adopter-facing model-family surface; it does not prove deployment scale, benchmark supremacy, safety, or production outcomes.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1719	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F10.04: Meta Llama Docs public-web screenshot anchors Llama as a documented open-weight release surface; it does not prove openness beyond the cited license, benchmark superiority, deployment scale, or safety outcome.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1746	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F10.05: Llama 2 report page-one render anchors open-weight infrastructure in a source surface; it does not prove open-source legal status, adoption, superiority, or safe deployment.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	1794	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F11.01: Qwen3 Hugging Face model-card screenshot anchors the China/open-model map in a live distribution surface captured for private use; it does not support Qwen 3.5 or Qwen 3.6 claims, live rank, safety, or broad adoption.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1814	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F11.02: DeepSeek-V3 Hugging Face model-card screenshot adds a visible distribution surface for DeepSeek; it does not prove current production use, universal superiority, safety, deployment scale, or live benchmark rank.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1840	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The chapter should resist two bad readings. The first is triumphalism: DeepSeek did not prove that compute no longer matters or that constraints are irrelevant. The second is dismissal: the source reports are technical enough that they cannot be waved away as marketing. DeepSeek belongs in the book because it made efficiency, MoE design, reinforcement-learning reasoning, distil	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	1847	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F11.03: Qwen2 technical-report page-one render gives the China/open-model chapter a dated Qwen source surface; it does not support Qwen 3.5 or Qwen 3.6 claims or live rank without later sources.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1884	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The danger is to overexplain everything through scarcity. Scarcity can produce clever engineering, but it can also produce weaker systems, hidden dependencies, or unverified hero narratives. A model report does not prove a national thesis. It proves a set of claims about one system under one source's methodology. The chapter should let the technical reports be technical before 	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1903	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F11.05: DeepSeek-V3 technical-report page-one render grounds the DeepSeek lane in a primary report surface; it does not prove post-cutoff V4 claims, neutral benchmark superiority, or deployment scale.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	1976	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	"The risk is that readers may hear ""constitution"" as law, guarantee, or moral settlement. The safer interpretation is engineering grammar. A constitution in this context is a list of principles used during training. It does not prove that the model understands law, morality, user intent, or future consequences. It does not remove the need for red-team testing, deployment monitor"	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2042	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	### What Claude Proves, And What It Does Not	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2044	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	Claude proves that assistant behavior can become a strategic identity. Constitutional AI gave Anthropic a research signature. Claude 3 turned that signature into a tiered product family. Claude 3.5 Sonnet made the middle tier feel like a workhorse. Computer use and MCP pointed beyond chat. Claude 3.7 Sonnet and Claude Code joined reasoning and agentic coding. Claude 4 made codi	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2046	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	What Claude does not prove is just as important. It does not prove that constitutional training solves alignment. It does not prove that benchmark leadership translates into deployed productivity. It does not prove that a model with tool use is autonomous in the human sense. It does not prove that a product post is neutral market evidence. It does not prove that a pricing row c	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2093	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	"This is the part of the chapter where prose can easily become an unpaid billboard. It should not. xAI's benchmark numbers, Elo claims, and ""truth"" framing are all xAI-attributed unless independently normalized. [CH12FR-007] The useful story is not ""Grok became the best model."" The useful story is that xAI treated latency between company formation, compute buildout, model releas"	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2103	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	"Cohere's place in this chapter is quieter but important. It demonstrates that ""frontier"" can mean something other than the most glamorous consumer assistant. Cohere spent much of the LLM boom arguing for enterprise retrieval, security, multilingual performance, and models shaped around practical deployment. That is easy to make dull. It is also where a large amount of actual mo"	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2135	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	That restraint explains the source gaps. Mistral's official and arXiv rows can carry Mistral 7B, Mixtral, and Mistral Medium 3 positioning, but they do not prove European enterprise adoption or a durable sovereign-AI moat. [CH12FR-004] xAI's official pages can carry Grok-1 and Grok 3 vendor claims, but the shell capture failed and the benchmark claims remain vendor-attributed, 	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2147	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The book also needs discipline about what this chapter cannot prove. It cannot prove Mistral's exact market share, xAI's independent benchmark rank, Cohere's enterprise adoption, AI21's architecture superiority, or Europe's AI sovereignty. It can prove a more valuable thing: by the cutoff, the LLM frontier had become plural. The race was not only who had the largest model. It w	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2155	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	A crowded frontier creates a measurement hunger. Once readers have met many labs and model families, the book has to slow down and ask what a rank, benchmark, or arena score can honestly prove. [S-0035] [S-0036] [S-0037]	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2167	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	"This chapter section is the book's caution label for model rankings, prices, and ""best model"" claims. It uses the Chapter 13 visual sequence A-0014, A-0013, and A-0019 as a reader-facing argument: first teach how leaderboard evidence is made, then show one historical rank slice, then show why the price-quality frontier is still blocked. It is not a live May 24, 2026 leaderboard"	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2172	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F13.01: LMArena leaderboard screenshot anchors arena-rank claims as a mutable benchmark surface; it does not prove universal model quality, live rank after capture, price-quality, safety, or adoption.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2172	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F13.01: LMArena leaderboard screenshot anchors arena-rank claims as a mutable benchmark surface; it does not prove universal model quality, live rank after capture, price-quality, safety, or adoption.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2192	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	"The allowed claim is narrow: ""In this captured historical dataset slice, these rows had these ratings under these labels."" The blocked claims are the exciting ones: ""this is the current best model,"" ""this model was commercially available,"" ""this model is best for coding,"" ""this model is safest,"" ""this model is cheapest per unit of quality,"" or ""this model should be the enterpri"	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2192	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	"The allowed claim is narrow: ""In this captured historical dataset slice, these rows had these ratings under these labels."" The blocked claims are the exciting ones: ""this is the current best model,"" ""this model was commercially available,"" ""this model is best for coding,"" ""this model is safest,"" ""this model is cheapest per unit of quality,"" or ""this model should be the enterpri"	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2194	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	### What An Arena Row Can Prove	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2210	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	"Removing any one of those labels turns evidence into costume. A row that is defensible as ""rank 8 in the captured `text_style_control` / `latest` / `overall` slice published 2026-05-19"" becomes misleading if shortened to ""the eighth-best model."" The shorter phrase smuggles in a live date, a universal task set, a release-status assumption, and a product recommendation. None of t"	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2236	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Model names in this figure are row labels in one historical dataset slice; they do not prove release status, pricing, API access, safety, latency, coding ability, enterprise usefulness, or broad model quality.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2240	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	### Why The Best Model Sentence Fails	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2247	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	"The sentence ""Claude/OpenAI/Gemini/Grok is the best model"" fails because it hides five questions:"	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2255	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	Those questions are not pedantic. They are the story of the LLM industry after ChatGPT. Frontier labs were no longer selling one thing. They were selling general chat, coding assistance, tool use, long-context analysis, enterprise administration, batch processing, cached input, multimodal endpoints, fine-tuning, reasoning modes, search/grounding options, and increasingly agenti	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2266	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The lanes may converge later, but they cannot be casually merged. A claim that joins preference rank and price must prove the two rows refer to comparable model scopes. A claim that joins context window and price must show which tier or prompt length applies. A claim that joins coding performance and enterprise usefulness must explain the harness, the scaffold, and the organiza	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2298	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	For those reasons, C-0046 remains open. The book may show the exclusion map now. It may say the evidence package has candidate rows. It may not yet print a final price-quality frontier or declare a cheapest-best model.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2315	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	> Caption: F13.03: The 2024 benchmark/model-landscape table shows the year as model-card and benchmark context, not as a price-quality frontier, safety result, live rank, or adoption proof.	explicit caveat/quarantine language in same line
I-0303	live_rank_or_best	2366	bounded_or_quarantined	Mutable model/benchmark claims need dated source boundaries.	- Do not call the top row the best model in the world.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2466	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	Hopper also demonstrates the difference between training and inference. Training wants enormous synchronized computation over data and parameters. Inference wants low latency, high throughput, memory-efficient serving, and cost per token low enough that product use does not eat the business. The same GPU can serve both worlds, but the optimizations diverge. That divergence is o	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2521	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F14.06: NVIDIA GB200 NVL72 public-web screenshot adds rack-scale hardware texture to the systems discussion; it does not prove benchmark performance, availability, shipment volume, customer deployment, or power efficiency.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2527	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	"It should not launder vendor claims into neutral facts. It should not take a keynote ratio and turn it into a general law of inference economics. It should not imply that a roadmap item had shipped by the cutoff unless the source proves that status. It should not treat partner lists as deployment proof. It should not reduce the LLM race to ""who bought the most GPUs."" It should "	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2561	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F15.01: NVIDIA DGX Cloud public-web screenshot gives the AI factory stack a concrete infrastructure product surface; it does not prove capacity, customer usage, economics, or comparative performance.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2573	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	"That is the right opening for this chapter, provided the attribution stays bolted to the sentence. ""AI factory"" was NVIDIA's framing, not a neutral law of nature. The book can use the slide as evidence that NVIDIA wanted customers, investors, developers, and governments to see LLM infrastructure this way by the cutoff. It cannot use the slide to prove that every promised factor"	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2587	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F15.02: Public-profile image of Jensen Huang supplies leadership texture alongside NVIDIA's AI-factory framing; it does not prove roadmap delivery, product claims, market share, or biographical claims beyond the ledger label.	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2620	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F15.03: GTC 2026 page render supplies NVIDIA-attributed rack-scale comparison texture; it does not prove independent performance, customer outcomes, or real workload mix.	explicit caveat/quarantine language in same line
I-0303	post_cutoff_year	2626	bounded_or_quarantined	No post-cutoff event may be written as happened history.	Place A-0028, `assets/visual_system/gtc-page50-roadmap-card.svg`, in the roadmap section. The card's point is the label: roadmap. It preserves the 2024/2026/2028 cadence and blocks the leap from future-generation items into happened history. [S-0001; S-0065; S-0067; A-0008; C-0047]	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2682	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	But reference designs are not deployments. A release can prove a product position. It cannot prove adoption scale, customer economics, uptime, facility performance, power availability, or operational success without further evidence. This is why C-0047 stays open. The chapter can use DSX as a public NVIDIA bid to own the factory blueprint. It cannot pretend the blueprint had al	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2687	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F15.06: GTC 2026 AI-factory framing page render shows NVIDIA's source-actor language about inference, tokens, compute, and revenue; it does not prove deployed capacity, revenue, or a neutral industry definition.	explicit caveat/quarantine language in same line
I-0303	post_cutoff_year	2710	bounded_or_quarantined	No post-cutoff event may be written as happened history.	- NVIDIA's 2024/2026/2028 cadence can be described as a cutoff-bounded roadmap. [S-0001]	explicit caveat/quarantine language in same line
I-0303	post_cutoff_year	2801	bounded_or_quarantined	No post-cutoff event may be written as happened history.	But the same IEA report treated data centres as a fast-growing and locally concentrated load class, with a base case in which data-centre electricity consumption more than doubled by 2030. [S-0083; CH16Q-002] The tension was in those two facts at once: globally small enough to be easy to misread, locally large enough to change the planning problem for a utility, a town, or a tr	explicit caveat/quarantine language in same line
I-0303	post_cutoff_year	2803	bounded_or_quarantined	No post-cutoff event may be written as happened history.	Place Figure 16.2, A-0020, `assets/visual_system/chapter16-data-center-load-scenarios.svg`, after this opening scale distinction. The point of the figure is not to make one dramatic curve. It is to separate measured estimates from scenario ranges and forecasts. In the global lane, the IEA's 2024 share and 2030 base-case projection should sit in different visual states. In the U	explicit caveat/quarantine language in same line
I-0303	post_cutoff_year	2805	bounded_or_quarantined	No post-cutoff event may be written as happened history.	The United States made the compression visible. Lawrence Berkeley National Laboratory and the Department of Energy reported about 176 terawatt-hours of U.S. data-centre electricity use in 2023, then modeled 2028 scenarios ranging from 325 to 580 terawatt-hours. [S-0084; S-0085; N16-1] In share terms, the report put U.S. data centres at about 4.4 percent of electricity use in 20	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2854	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F16.04: GTC 2026 data-center power/cooling page render adds facility-constraint texture; it does not prove site-level grid impact, water use, or economics.	explicit caveat/quarantine language in same line
I-0303	post_cutoff_year	2858	bounded_or_quarantined	No post-cutoff event may be written as happened history.	The power problem also refused to fit cleanly into a one-note story about fuels. The IEA projected global electricity generation for data centres rising from about 460 terawatt-hours in 2024 to more than 1,000 terawatt-hours in 2030, with renewables meeting nearly half of additional demand in its analysis while natural gas and coal still remained important near term. [S-0083; C	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	2896	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	> Caption: F16.06: Equinix AI public-web screenshot gives the data-center chapter a facility/operator surface; it does not prove site-level power demand, interconnection timing, water use, carbon intensity, or customer load.	explicit caveat/quarantine language in same line
I-0303	fabricated_access_language	3077	bounded_or_quarantined	No fabricated leaks, interviews, private scenes, or insider access.	This is not an accusation that every strong score is fake. It is a warning that data provenance is part of measurement. A model can genuinely improve and still be evaluated on contaminated examples. A benchmark can be useful and still partially leaked. A lab can filter diligently and still miss paraphrases, mirrors, or code clones. The right posture is neither paranoia nor inno	explicit caveat/quarantine language in same line
I-0303	visual_overclaim_proof	3096	bounded_or_quarantined	Visuals may not promote broad factual claims beyond their source surface.	The safest claim is therefore narrow: long context expanded what an LLM system could bring into a single inference episode. It did not prove that the model had persistent memory, that retrieval was obsolete, that benchmark contamination disappeared, or that enterprise knowledge work was solved. [S-0117] It made the library problem more visible by letting users watch the model h	explicit caveat/quarantine language in same line
