pass_id	chapter	figure_id	page	sample_png	sample_png_exists	sample_png_sha256	page_text_chars	page_image_count	largest_image_area_pct	chapter_sample_status	manual_review_note
I-0263	CH11	F11.01	154	rendered/full_book_i0263/chapter_page_samples/ch11_page_154_F11-01.png	yes	51502b6e565b7ffd0d4705ee168ee633055806f6ddeb51510ce334270552bbe9	1565	1	25.9	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH12	F12.01	170	rendered/full_book_i0263/chapter_page_samples/ch12_page_170_F12-01.png	yes	5d064ecdaadc71eec95f7af6e6994fb0b673121f2f2b5b473555b0970d8200be	2024	1	25.9	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH13	F13.01	198	rendered/full_book_i0263/chapter_page_samples/ch13_page_198_F13-01.png	yes	8e0458e2632ba16f992b9f259db5fb32aebda0b2a01400990c2bd1fa47d477d9	1980	1	25.9	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH14	F14.01	212	rendered/full_book_i0263/chapter_page_samples/ch14_page_212_F14-01.png	yes	2158259a060dc47dad96d66e02c6d3fcfd127bf478ceb81f7ef7d31bb84e65c3	1475	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH15	F15.01	228	rendered/full_book_i0263/chapter_page_samples/ch15_page_228_F15-01.png	yes	772d01b53d353e39bfb35d0e8cb794ce5d6a395ecba9467eb1cd721d4a1a730f	1510	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH16	F16.01	249	rendered/full_book_i0263/chapter_page_samples/ch16_page_249_F16-01.png	yes	347f37ae1b163c2d1656ec1fffcec2e6ee872f407761436d5bce07b0af6f8087	1943	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH17	F17.01	269	rendered/full_book_i0263/chapter_page_samples/ch17_page_269_F17-01.png	yes	aa132871295b45994bf855f5aa3bf57042c1993269c96ca537e938895134f401	1413	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH18	F18.01	284	rendered/full_book_i0263/chapter_page_samples/ch18_page_284_F18-01.png	yes	9a7ec576abbe6f45615e6812ad7c34e920a97f16b45c70af72f490fbcfcb1e3e	1279	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH19	F19.01	299	rendered/full_book_i0263/chapter_page_samples/ch19_page_299_F19-01.png	yes	ce2a2aacac19bdf0cd72ec8e6ea4a8f9c9a198aeaebc56f5dee348fa392afa5c	1357	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH20	F20.01	314	rendered/full_book_i0263/chapter_page_samples/ch20_page_314_F20-01.png	yes	aeaf35203f5ceb23dc2fdef0a667bfc1c23f81338310573f58f0a5599ab95c4d	1255	1	25.9	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH21	F21.01	330	rendered/full_book_i0263/chapter_page_samples/ch21_page_330_F21-01.png	yes	3e17c1c1239b2dfa5c8d3d5a04afa305c98511a2bb4c10c72ed24abb66962863	1185	1	25.9	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH22	F22.01	345	rendered/full_book_i0263/chapter_page_samples/ch22_page_345_F22-01.png	yes	fac4637d5a8a88232511ff5c07c9eabbb23bf940f8c250e271c87226a9a25602	1569	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH23	F23.01	359	rendered/full_book_i0263/chapter_page_samples/ch23_page_359_F23-01.png	yes	7e4e5587a22b0529c0f9d527c462fac9f35906d787674138037e3b789fc863e9	1220	1	26.0	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
I-0263	CH24	F24.01	373	rendered/full_book_i0263/chapter_page_samples/ch24_page_373_F24-01.png	yes	79db3409045fbd2a6545e71980f46e28e94c388bf835616d56c98b670dfbcc24	1142	1	25.9	sample_rendered	Local PNG rendered for chapter-level visual rhythm and legibility review; not committed.
